交易日期,合约码,昨日结算,今开盘,最高价,最低价,今收盘,今结算,涨跌1,涨跌2,成交量,增减量,成交额（万元）,空盘量（手）
2014-11-28,CF511,12980,13000,13090,12990,13040,13030,,50,96,584,625.37,28
2014-11-27,CF511,12880,12845,13090,12845,13080,12980,,100,212,556,1376.04,0
2014-11-26,CF511,12735,12885,12960,12815,12845,12880,,145,184,556,1184.94,62
2014-11-25,CF511,12760,12535,13005,12535,12935,12735,,-25,1286,494,8187.95,166
2014-11-24,CF511,12895,12775,12860,12665,12740,12760,,-135,186,328,1186.78,62
2014-11-21,CF511,13085,13035,13035,12850,12880,12895,,-190,190,266,1225.26,82
2014-11-20,CF511,13345,13260,13260,12975,13025,13085,,-260,122,184,798.3,52
2014-11-19,CF511,13370,13410,13410,13320,13330,13345,,-25,26,132,173.48,14
2014-11-18,CF511,13345,13345,13405,13285,13405,13370,,25,70,118,467.95,54
2014-11-17,CF511,13360,13370,13465,13310,13310,13345,,-15,72,64,480.5,64
2015-07-06,CF511,13110,13085,13085,13025,13025,13060,,-50,10,522,65.31,0
2015-07-03,CF511,13075,13140,13140,13095,13110,13110,,35,32,522,209.78,-8
2015-07-02,CF511,13085,13080,13080,13075,13075,13075,,-10,6,530,39.23,-6
2015-07-01,CF511,12980,13020,13120,13020,13075,13085,,105,22,536,143.92,-4
2015-06-30,CF511,13040,12980,13000,12945,13000,12980,,-60,12,540,77.87,2
2015-06-29,CF511,12985,13055,13075,13030,13030,13040,,55,12,538,78.25,-2
2015-06-26,CF511,12990,12985,12990,12980,12980,12985,,-5,28,540,181.79,-16
2015-06-25,CF511,12985,13010,13010,12980,12980,12990,,5,28,556,181.84,-8
2015-06-24,CF511,13005,12990,12990,12975,12975,12985,,-20,4,564,25.97,4
2015-06-23,CF511,12945,13035,13035,12990,12990,13005,,60,34,560,221.12,14
2015-06-19,CF511,12955,12955,12990,12880,12980,12945,,-10,66,546,427.19,14
2015-06-18,CF511,12955,12895,12975,12895,12965,12955,,0,122,532,790.36,-66
2015-06-17,CF511,12900,12955,12975,12945,12945,12955,,55,50,598,323.83,28
2015-06-16,CF511,12980,12900,12905,12900,12905,12900,,-80,10,570,64.51,0
2015-06-15,CF511,13030,13045,13045,12905,12905,12980,,-50,98,570,636.09,-14
2015-06-12,CF511,13180,13035,13095,12980,12980,13030,,-150,60,584,390.89,0
2015-06-11,CF511,13255,13230,13240,13080,13080,13180,,-75,86,584,566.8,-6
2015-06-10,CF511,13260,13260,13260,13240,13240,13255,,-5,84,590,556.68,-16
2015-07-07,CF511,13060,12985,12985,12935,12935,12965,,-95,22,510,142.63,-12
2015-01-22,CF511,13645,13585,13640,13555,13565,13595,,-50,110,686,747.64,36
2015-01-21,CF511,13730,13700,13725,13600,13635,13645,,-85,74,650,504.91,-8
2015-01-20,CF511,13755,13750,13780,13665,13725,13730,,-25,146,658,1002.2,4
2015-01-19,CF511,13740,13745,13790,13710,13750,13755,,15,70,654,481.51,0
2015-01-16,CF511,13585,13770,13770,13720,13745,13740,,155,52,654,357.24,4
2015-01-15,CF511,13555,13560,13605,13555,13605,13585,,30,12,650,81.51,-4
2015-01-14,CF511,13580,13520,13600,13520,13550,13555,,-25,74,654,501.63,14
2015-01-13,CF511,13655,13590,13615,13545,13545,13580,,-75,70,640,475.3,-12
2015-01-12,CF511,13645,13665,13690,13630,13630,13655,,10,14,652,95.59,0
2015-01-09,CF511,13595,13665,13670,13620,13640,13645,,50,24,652,163.76,-4
2015-01-08,CF511,13630,13560,13665,13550,13660,13595,,-35,62,656,421.38,-4
2015-01-07,CF511,13580,13650,13695,13575,13625,13630,,50,60,660,408.88,4
2015-01-06,CF511,13535,13555,13665,13540,13620,13580,,45,128,656,869.12,82
2015-01-05,CF511,13795,13550,13580,13465,13560,13535,,-260,114,574,771.59,4
2014-12-31,CF511,13735,13750,13830,13710,13745,13795,,60,82,570,565.56,-12
2014-12-30,CF511,13595,13600,13790,13600,13770,13735,,140,30,582,206.04,-14
2014-12-29,CF511,13520,13500,13705,13490,13625,13595,,105,84,596,571.03,-36
2005-05-16,CF511,14950,14855,15025,14790,14980,14915,,-35,1166,2614,869585,
2005-05-13,CF511,15010,14890,14980,14710,14950,14950,,-60,968,2632,723513,
2005-05-12,CF511,15035,14980,15030,14980,15020,15010,,-25,1004,2652,753401,
2005-05-11,CF511,15080,15150,15235,14865,14915,15035,,-45,454,2652,3412.92,
2005-05-10,CF511,15020,15290,15290,15035,15060,15080,,60,468,2654,3529.29,
2005-05-09,CF511,15105,15000,15050,14970,15050,15020,,-85,62,2626,465.67,
2005-04-29,CF511,15020,15200,15220,15020,15060,15105,,85,126,2618,951.6,
2005-04-28,CF511,14995,15015,15035,15015,15035,15020,,25,674,2602,5061.78,
2005-04-27,CF511,15010,15000,15040,14950,14960,14995,,-15,518,2596,3884.3,
2005-04-26,CF511,14940,15050,15100,14995,15010,15010,,70,360,2102,2701.35,
2005-04-25,CF511,14865,14905,15000,14905,14980,14940,,75,762,1772,569293,
2005-04-22,CF511,14935,14880,15000,14780,14900,14865,,-70,350,1350,2601.28,
2005-04-21,CF511,14970,14800,14980,14580,14870,14935,,-35,320,1058,2389.5,
2005-04-20,CF511,14845,14930,15080,14875,14925,14970,,125,524,758,3922.49,
2015-11-13,CF511,12300.00,12400.00,12400.00,12350.00,12350.00,12360.00,,60,112,-544,692.16,0
2015-11-12,CF511,12300.00,0,0,0,0,12300.00,,0,0,0,0,544
2015-11-11,CF511,12300.00,12300.00,12300.00,12300.00,12300.00,12300.00,,0,16,-16,98.4,544
2015-11-10,CF511,12300.00,12300.00,12300.00,12300.00,12300.00,12300.00,,0,16,0,98.4,560
2015-11-09,CF511,12280.00,12300.00,12300.00,12300.00,12300.00,12300.00,,20,16,0,98.4,560
2015-11-06,CF511,12215,12240,12300,12240,12300,12280,,65,48,0,294.72,560
2015-11-05,CF511,12280,12220,12250,12200,12250,12215,,-65,112,48,684.08,560
2015-11-04,CF511,12280,0,0,0,0,12280,,0,0,0,0,512
2015-11-03,CF511,11805,12280,12280,12280,12280,12280,,475,16,0,98.24,512
2015-10-29,CF511,12300,0,0,0,0,12300,,0,0,528,0,0
2015-04-14,CF511,13130,13135,13135,13135,13135,13135,,5,2,552,13.14,-2
2015-04-13,CF511,13155,13140,13150,13115,13135,13130,,-25,88,554,577.76,4
2015-04-10,CF511,13275,13170,13170,13135,13170,13155,,-120,14,550,92.1,-4
2015-04-09,CF511,13190,13275,13300,13230,13230,13275,,85,128,554,849.53,22
2015-04-08,CF511,13175,13105,13295,13105,13295,13190,,15,124,532,817.79,-40
2015-04-07,CF511,13285,13240,13265,13105,13165,13175,,-110,90,572,592.94,30
2015-04-03,CF511,13280,13315,13315,13260,13260,13285,,5,10,542,66.44,-2
2015-04-02,CF511,13260,13300,13325,13235,13235,13280,,20,32,544,212.44,-12
2015-04-01,CF511,13385,13295,13350,13230,13275,13260,,-125,72,556,477.39,20
2015-03-31,CF511,13470,13415,13415,13355,13355,13385,,-85,16,536,107.09,2
2015-03-30,CF511,13415,13500,13500,13455,13455,13470,,55,6,534,40.42,0
2015-03-27,CF511,13450,13470,13470,13380,13440,13415,,-35,32,534,214.64,-8
2015-03-26,CF511,13520,13420,13490,13420,13455,13450,,-70,116,542,779.97,82
2015-03-25,CF511,13570,13555,13555,13485,13485,13520,,-50,18,460,121.68,2
2015-03-24,CF511,13475,13565,13630,13560,13570,13570,,95,116,458,787,86
2015-03-23,CF511,13450,13460,13510,13440,13510,13475,,25,8,372,53.9,-4
2015-03-20,CF511,13490,13460,13470,13430,13430,13450,,-40,8,376,53.81,-4
2015-03-19,CF511,13525,13450,13565,13435,13565,13490,,-35,18,380,121.42,2
2004-12-31,CF511,13000,13000,13000,12780,12980,12925,,-75,12,6,77.54,
2004-12-30,CF511,12500,13000,13000,13000,13000,13000,,500,4,2,26,
2004-12-29,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-28,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-27,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-24,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-23,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-22,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-21,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-20,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-17,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-16,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-15,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-14,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-13,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-10,CF511,12500,0,0,0,0,12500,,0,0,2,0,
2004-12-09,CF511,13000,12500,12500,12500,12500,12500,,-500,2,2,12.5,
2004-12-08,CF511,13000,0,0,0,0,13000,,0,0,0,0,
2004-12-07,CF511,13000,0,0,0,0,13000,,0,0,0,0,
2004-12-06,CF511,13000,0,0,0,0,13000,,0,0,0,0,
2004-12-03,CF511,13000,0,0,0,0,13000,,0,0,0,0,
2004-12-02,CF511,13000,0,0,0,0,13000,,0,0,0,0,
2004-12-01,CF511,0,0,0,0,0,13000,,0,0,0,0,
2014-12-26,CF511,13465,13535,13535,13500,13505,13520,,55,56,632,378.55,6
2014-12-25,CF511,13305,13385,13580,13380,13550,13465,,160,28,626,188.49,-10
2014-12-24,CF511,13390,13275,13430,13215,13410,13305,,-85,64,636,425.76,10
2014-12-23,CF511,13300,13340,13425,13310,13335,13390,,90,156,626,1044.39,-32
2014-12-22,CF511,13275,13300,13310,13290,13310,13300,,25,10,658,66.51,8
2014-12-19,CF511,13240,13255,13300,13250,13300,13275,,35,38,650,252.23,8
2014-12-18,CF511,13270,13255,13350,13175,13260,13240,,-30,50,642,330.99,8
2014-12-17,CF511,13435,13315,13315,13240,13275,13270,,-165,58,634,384.76,36
2014-12-16,CF511,13485,13475,13475,13370,13370,13435,,-50,24,598,161.23,14
2014-12-15,CF511,13565,13525,13525,13430,13500,13485,,-80,70,584,471.98,12
2014-12-12,CF511,13280,13400,13655,13400,13575,13565,,285,302,572,2048.56,-8
2014-12-11,CF511,13290,13230,13325,13230,13300,13280,,-10,68,580,451.46,-20
2014-12-10,CF511,13175,13225,13390,13200,13290,13290,,115,110,600,730.82,-10
2014-12-09,CF511,13255,13315,13315,13130,13185,13175,,-80,256,610,1686.28,-40
2014-12-08,CF511,13385,13385,13395,13065,13355,13255,,-130,722,650,4785.39,110
2014-12-05,CF511,13265,13395,13445,13330,13425,13385,,120,418,540,2797,42
2014-12-04,CF511,13040,13165,13395,13165,13335,13265,,225,276,498,1830.91,-142
2014-12-03,CF511,13000,12975,13085,12975,13085,13040,,40,88,640,573.81,6
