交易日期,合约码,昨日结算,今开盘,最高价,最低价,今收盘,今结算,涨跌1,涨跌2,成交量,增减量,成交额（万元）,空盘量（手）
2011-03-25,CF105,30695,30700,30250,30290,30480,30430,,-50,2868,65852652,19456,-368
2011-03-24,CF105,30715,30555,30720,30295,30380,30480,,-235,2264,19824,34506.03,-560
2011-03-23,CF105,30070,30590,30930,30505,30840,30715,,645,4804,20384,73778.79,-1046
2011-03-22,CF105,30430,30375,30430,29845,30295,30070,,-360,6134,21430,92223,-1298
2011-03-21,CF105,30575,30775,30910,30185,30445,30430,,-145,6188,22728,94157.62,-918
2011-03-18,CF105,29795,30800,30800,30340,30795,30575,,780,5482,23646,83802.79,-1404
2011-03-17,CF105,29500,29450,30065,29335,29860,29795,,295,11734,25050,174813.19,-2380
2011-03-16,CF105,29875,29450,30180,29130,30065,29500,,-375,21010,27430,309874.63,-6988
2011-03-15,CF105,30605,29980,30440,29510,29660,29875,,-730,11742,34418,175398.59,-944
2011-03-14,CF105,31500,31015,31750,29805,30305,30605,,-895,13570,35362,207649.79,-50
2011-03-11,CF105,31740,31310,31820,31250,31380,31500,,-240,10250,35412,161435.17,-104
2011-03-10,CF105,32020,31510,31985,31500,31680,31740,,-280,7564,35516,120040.09,-24
2011-03-09,CF105,32175,31935,32360,31605,32175,32020,,-155,8634,35540,138220.99,-1456
2011-03-08,CF105,32950,32700,32895,31500,32035,32175,,-775,14238,36996,229063.08,144
2011-03-07,CF105,32665,32805,33275,32695,33275,32950,,285,7578,36852,124844.63,-186
2011-03-04,CF105,33045,32680,33010,32220,32650,32665,,-380,10570,37038,172623.39,-1496
2011-03-03,CF105,32980,33505,33700,32490,32525,33045,,65,11730,38534,193818.21,-868
2011-03-02,CF105,33230,32800,33505,32500,33495,32980,,-250,8490,39402,139998.23,-1176
2011-03-01,CF105,32225,33190,33590,32935,33240,33230,,1005,13170,40578,218820.66,-2322
2011-02-28,CF105,31060,32000,33000,31630,32995,32225,,1165,12386,42900,199579.97,-2342
2020-07-17,CF105,12960.00,12900.00,13010.00,12890.00,12910.00,12945.00,,-15,943,192,6103.78,11781
2020-07-16,CF105,13015.00,13065.00,13075.00,12880.00,12900.00,12960.00,,-55,2079,1022,13473.52,11589
2020-07-15,CF105,13010.00,12930.00,13055.00,12930.00,13025.00,13015.00,,5,735,25,4782.62,10567
2020-07-14,CF105,13075.00,13065.00,13100.00,12900.00,12970.00,13010.00,,-65,1470,104,9560.70,10542
2020-07-13,CF105,13070.00,12985.00,13140.00,12980.00,13080.00,13075.00,,5,1211,239,7915.99,10438
2020-07-10,CF105,13005.00,13065.00,13185.00,12920.00,12990.00,13070.00,,65,3383,1116,22109.64,10199
2020-07-09,CF105,12870.00,12900.00,13075.00,12890.00,13065.00,13005.00,,135.00,2092,259,13601.60,9083.00
2020-07-08,CF105,12910.00,12880.00,12945.00,12830.00,12870.00,12870.00,,-40,1209,58,7780.26,8824
2020-07-07,CF105,12920.00,12975.00,12985.00,12800.00,12880.00,12910.00,,-10,1095,-28,7066.96,8766
2020-07-06,CF105,12890.00,12900.00,12990.00,12840.00,12950.00,12920.00,,30,1181,283,7627.80,8794
2020-07-03,CF105,12810.00,12870.00,12950.00,12815.00,12890.00,12890.00,,80,1468,572,9460.58,8511
2020-07-02,CF105,12695.00,12700.00,12870.00,12700.00,12820.00,12810.00,,115,1363,263,8728.70,7939
2020-07-01,CF105,12640.00,12575.00,12745.00,12575.00,12730.00,12695.00,,55,710,43,4507.07,7676
