交易日期,合约码,昨日结算,今开盘,最高价,最低价,今收盘,今结算,涨跌1,涨跌2,成交量,增减量,成交额（万元）,空盘量（手）
2013-07-22,CF407,19010,0,0,0,0,19010,,0,0,4,0,0
2013-07-19,CF407,19010,0,0,0,0,19010,,0,0,4,0,0
2013-07-18,CF407,19010,0,0,0,0,19010,,0,0,4,0,0
2013-07-17,CF407,19095,19010,19010,19010,19010,19010,,-85,4,4,38.02,4
2013-07-16,CF407,19095,0,0,0,0,19095,,0,0,0,0,0
2013-07-15,CF407,19125,0,0,0,0,19095,,-30,0,0,0,0
2014-06-18,CF407,16985,0,0,0,0,16985,,0,0,28,0,0
2014-06-17,CF407,16985,0,0,0,0,16985,,0,0,28,0,0
2014-06-16,CF407,16985,0,0,0,0,16985,,0,0,28,0,0
2014-06-13,CF407,16985,0,0,0,0,16985,,0,0,28,0,0
2014-06-12,CF407,16985,0,0,0,0,16985,,0,0,28,0,0
2014-06-11,CF407,17175,17010,17010,16980,16985,16985,,-190,22,28,186.86,4
2014-06-10,CF407,17175,0,0,0,0,17175,,0,0,24,0,0
2014-06-09,CF407,0,0,0,0,17175,17175,,0,0,5356,24,0
2014-06-06,CF407,16745,17390,16745,16745,17030,17175,,145,12,5356,24,-2
2014-06-05,CF407,17030,0,0,0,0,17030,,0,0,26,0,0
2014-06-04,CF407,0,0,0,0,17030,17030,,0,0,5344,26,0
2014-06-03,CF407,0,0,0,0,17030,17030,,0,0,5344,26,0
2014-05-30,CF407,0,0,0,0,17030,17030,,0,0,5344,26,0
2014-05-29,CF407,17030,17030,17030,17030,17115,17030,,-85,4,5344,26,4
2014-05-28,CF407,0,0,0,0,17145,17115,,-30,0,5340,22,0
2014-05-27,CF407,17145,17145,17145,17145,17180,17145,,-35,2,5340,22,-2
2014-05-26,CF407,0,0,0,0,17180,17180,,0,0,5338,24,0
2014-05-23,CF407,0,0,0,0,17180,17180,,0,0,5338,24,0
2013-12-06,CF407,18645,0,0,0,0,18645,,0,0,54,0,0
2013-12-05,CF407,18610,18645,18645,18645,18645,18645,,35,10,54,93.23,0
2013-12-04,CF407,18630,18590,18640,18590,18635,18610,,-20,18,54,167.51,-2
2013-12-03,CF407,18630,0,0,0,0,18630,,0,0,56,0,0
2013-12-02,CF407,18625,18645,18595,18645,18505,18630,,125,14,4830,56,-14
2013-11-29,CF407,18440,0,0,0,0,18505,,65,0,70,0,0
2013-11-28,CF407,18400,0,0,0,0,18440,,40,0,70,0,0
2013-11-27,CF407,18400,0,0,0,0,18400,,0,0,70,0,0
2013-11-26,CF407,18395,0,0,0,0,18400,,5,0,70,0,0
2013-11-25,CF407,18395,18395,18395,18395,18395,18395,,0,2,70,18.4,2
2013-11-22,CF407,18395,18395,18395,18395,18400,18395,,-5,6,4814,68,-6
2013-11-21,CF407,18385,18400,18400,18400,18400,18400,,15,2,74,18.4,0
2013-11-20,CF407,18270,18385,18385,18375,18375,18385,,115,10,74,91.92,-6
2013-11-19,CF407,18430,18250,18315,18235,18310,18270,,-160,10,80,91.35,-6
2013-11-18,CF407,18535,18475,18475,18385,18390,18430,,-105,26,86,239.62,-2
2013-11-15,CF407,18535,0,0,0,0,18535,,0,0,88,0,0
2013-11-14,CF407,18520,18525,18545,18525,18535,18535,,15,12,88,111.21,0
2013-11-13,CF407,18520,0,0,0,0,18520,,0,0,88,0,0
2013-11-12,CF407,18550,18555,18555,18485,18485,18520,,-30,4,88,37.04,-2
2013-11-11,CF407,18500,18550,18550,18550,18550,18550,,50,2,90,18.55,-2
2014-04-23,CF407,17365,17210,17210,17080,17105,17130,,-235,32,36,274.05,-16
2014-04-22,CF407,17275,17370,17415,17320,17320,17365,,90,22,52,191.01,2
2014-04-21,CF407,17395,17225,17325,17225,17325,17275,,-120,4,50,34.55,-2
2014-04-18,CF407,17175,17395,17395,17395,17395,17395,,220,2,52,17.4,0
