交易日期,合约码,昨日结算,今开盘,最高价,最低价,今收盘,今结算,涨跌1,涨跌2,成交量,增减量,成交额（万元）,空盘量（手）
2018-12-19,CF909,"15,755.00","15,680.00","15,735.00","15,620.00","15,650.00","15,660.00",,-95,9166,1,"71,780.10","63,402"
2018-12-18,CF909,"15,825.00","15,840.00","15,875.00","15,690.00","15,700.00","15,755.00",,-70,11628,-554,"91,613.45","61,994"
2018-12-17,CF909,"15,785.00","15,805.00","15,890.00","15,770.00","15,845.00","15,825.00",,40,9816,3,"77,679.97","62,548"
2018-12-14,CF909,"15,790.00","15,790.00","15,845.00","15,710.00","15,840.00","15,785.00",,-5,11508,1,"90,814.11","58,618"
2018-12-13,CF909,"15,865.00","15,855.00","15,865.00","15,740.00","15,780.00","15,790.00",,-75,8786,1,"69,375.95","56,792"
2018-12-12,CF909,"15,820.00","15,860.00","15,900.00","15,820.00","15,875.00","15,865.00",,45,6248,1,"49,564.58","55,330"
2018-12-11,CF909,"15,750.00","15,805.00","15,895.00","15,735.00","15,860.00","15,820.00",,70,9902,2,"78,313.98","53,550"
2018-12-10,CF909,"15,630.00","15,630.00","15,860.00","15,620.00","15,775.00","15,750.00",,120,12820,2,"100,965.38","50,784"
2018-12-07,CF909,15675.00,15600.00,15660.00,15585.00,15620.00,15630.00,,-45,7544,718,58948.30,48010
2018-12-06,CF909,"15,660.00","15,715.00","15,745.00","15,635.00","15,665.00","15,675.00",,15,5126,-288,"40,174.01","47,292"
2018-12-05,CF909,"15,620.00","15,725.00","15,750.00","15,590.00","15,695.00","15,660.00",,40,11256,-1,"88,122.78","47,580"
2018-12-04,CF909,"15,865.00","15,770.00","15,820.00","15,490.00","15,650.00","15,620.00",,-245.00,26,-6,"203,236.96","49,046"
2018-12-03,CF909,"15,560.00","15,550.00","15,980.00","15,515.00","15,790.00","15,865.00",,305,29256,8,"232,057.36","55,418"
2018-11-30,CF909,"15,595.00","15,570.00","15,645.00","15,455.00","15,560.00","15,560.00",,-35,7850,362,"61,077.54","46,490"
2018-11-29,CF909,15475.00,15505.00,15690.00,15480.00,15570.00,15595.00,,120,11390,1524,88816.08,46128
2018-11-28,CF909,"15,465.00","15,435.00","15,530.00","15,400.00","15,495.00","15,475.00",,10,5926,-782,"45,852.70","44,604"
2018-11-27,CF909,"15,495.00","15,445.00","15,590.00","15,400.00","15,415.00","15,465.00",,-30,7136,1,"55,175.91","45,386"
2018-11-26,CF909,"15,710.00","15,670.00","15,705.00","15,350.00","15,430.00","15,495.00",,-215,12570,-990,"97,388.29","44,216"
2018-11-23,CF909,"15,750.00","15,750.00","15,790.00","15,625.00","15,685.00","15,710.00",,-40,8780,132,"68,969.12","45,206"
2018-11-22,CF909,"15,730.00","15,850.00","15,865.00","15,680.00","15,710.00","15,750.00",,20,6848,1,"53,923.16","45,074"
2018-11-21,CF909,"15,960.00","15,945.00","16,020.00","15,470.00","15,855.00","15,730.00",,-230,14770,1,"116,149.76","43,582"
2018-11-20,CF909,"16,065.00","16,035.00","16,045.00","15,920.00","15,940.00","15,960.00",,-105,7244,1,"57,811.63","42,148"
2018-11-19,CF909,"16,140.00","16,150.00","16,170.00","16,000.00","16,035.00","16,065.00",,-75,4890,468,"39,280.80","40,920"
2018-11-16,CF909,"16,085.00","16,090.00","16,230.00","16,070.00","16,140.00","16,140.00",,55,5000,-760,"40,353.31","40,452"
2018-11-15,CF909,"15,990.00","16,050.00","16,130.00","16,030.00","16,100.00","16,085.00",,95,4030,-180,"32,409.51","41,212"
2018-11-14,CF909,"16,000.00","16,010.00","16,075.00","15,945.00","16,005.00","15,990.00",,-10,10776,3,"86,156.52","41,392"
2018-11-13,CF909,"16,105.00","16,090.00","16,110.00","15,960.00","16,040.00","16,000.00",,-105,4738,-48,"37,909.06","38,324"
2018-11-12,CF909,"16,285.00","16,290.00","16,295.00","15,930.00","16,100.00","16,105.00",,-180,9988,-1,"80,419.48","38,372"
