交易日期,合约码,昨日结算,今开盘,最高价,最低价,今收盘,今结算,涨跌1,涨跌2,成交量,增减量,成交额（万元）,空盘量（手）
2005-09-14,CF509,13660,13620,13800,13600,13620,13640,,-20,858,0,585391,
2005-09-13,CF509,13730,13600,13710,13600,13635,13660,,-70,812,2224,5554.58,
2005-09-12,CF509,13715,13730,13740,13705,13730,13730,,15,316,2450,2168.71,
2005-09-09,CF509,13690,13700,13730,13695,13730,13715,,25,350,2460,2398.92,
2005-09-08,CF509,13710,13700,13705,13650,13695,13690,,-20,312,2652,2134.21,
2005-09-07,CF509,13630,13620,13735,13620,13700,13710,,80,316,2726,2165.84,
2005-09-06,CF509,13625,13700,13700,13565,13605,13630,,5,642,2892,4357.12,
2005-09-05,CF509,13485,13630,13655,13600,13610,13625,,140,1080,3290,734187,
2005-05-16,CF509,14780,14680,14755,14610,14730,14690,,-90,27728,26036,20366765,
2005-05-13,CF509,14965,14805,14890,14640,14745,14780,,-185,23916,23618,17675902,
2005-05-12,CF509,14990,14880,14995,14860,14950,14965,,-25,17362,21592,12989201,
2005-05-11,CF509,15110,15110,15110,14850,14885,14990,,-120,23532,20922,17640012,
2005-05-10,CF509,15095,15145,15155,15070,15100,15110,,15,15416,20012,11645402,
2005-05-09,CF509,15210,15050,15145,15050,15105,15095,,-115,12358,16914,9328010,
2005-04-29,CF509,15190,15170,15245,15170,15205,15210,,20,11122,12540,8458051,
2005-04-28,CF509,15200,15130,15245,15100,15220,15190,,-10,13970,12744,10611193,
2005-04-27,CF509,15260,15250,15295,15120,15180,15200,,-60,9804,12274,7451324,
2005-04-26,CF509,15150,15515,15515,15200,15220,15260,,110,9588,11848,7315079,
2005-04-25,CF509,15120,15120,15180,15110,15160,15150,,30,14798,10960,11209329,
2005-04-22,CF509,15195,15195,15195,15090,15140,15120,,-75,15700,10340,11870259,
2005-04-21,CF509,15290,15290,15340,15050,15100,15195,,-95,11658,10214,8856812,
2005-04-20,CF509,15185,15185,15350,15185,15280,15290,,105,11884,9976,9085196,
2005-02-24,CF509,13955,14160,14200,14130,14200,14160,,205,32,122,226.59,
2005-02-23,CF509,13955,14045,14175,13795,14175,13955,,0,34,118,237.21,
2005-02-22,CF509,14040,13860,14045,13860,14045,13955,,-85,4,108,27.91,
2005-02-21,CF509,14020,14140,14140,13975,13975,14040,,20,6,108,42.12,
2005-02-18,CF509,13985,13790,14140,13790,14085,14020,,35,20,106,140.19,
2005-02-17,CF509,13930,13720,14140,13720,13980,13985,,55,24,100,167.81,
2005-02-16,CF509,13725,13700,14160,13700,14160,13930,,205,4,94,27.86,
2005-02-04,CF509,13775,13610,13800,13610,13800,13725,,-50,8,92,54.9,
2005-02-03,CF509,13750,13790,13790,13760,13760,13775,,25,4,88,27.55,
2005-02-02,CF509,13825,13620,13880,13620,13880,13750,,-75,4,90,27.5,
