交易日期,合约码,昨日结算,今开盘,最高价,最低价,今收盘,今结算,涨跌1,涨跌2,成交量,增减量,成交额（万元）,空盘量（手）
2014-06-18,CF411,15745,15725,15730,15640,15650,15685,,-60,338,9686,2650.4,-120
2014-06-17,CF411,15765,15770,15770,15725,15760,15745,,-20,286,9806,2251.83,2
2014-06-16,CF411,15690,15735,15800,15700,15800,15765,,75,608,9804,4792.45,208
2014-06-13,CF411,15685,15690,15715,15645,15690,15690,,5,534,9596,4188.58,134
2014-06-12,CF411,15715,15730,15730,15665,15675,15685,,-30,198,9462,1552.67,-90
2014-06-11,CF411,15635,15695,15730,15690,15715,15715,,80,508,9552,3992.17,-22
2014-06-10,CF411,15590,15625,15690,15600,15690,15635,,45,1228,9574,9599.7,56
2014-06-09,CF411,15605,15625,15570,15595,15560,15590,,30,228,1611602,9518,-8
2014-06-06,CF411,15520,15610,15500,15520,15535,15560,,25,1224,1611374,9526,228
2014-06-05,CF411,15725,15650,15650,15490,15500,15535,,-190,1070,9298,8311.29,-156
2014-06-04,CF411,15730,15755,15690,15700,15805,15725,,-80,994,1609080,9454,-384
2014-06-03,CF411,15895,15895,15770,15770,15905,15805,,-100,1196,1608086,9838,-712
2014-05-30,CF411,15865,15940,15866,15870,15930,15905,,-25,636,1606890,10550,38
2014-05-29,CF411,15950,15950,15915,15925,15975,15930,,-45,702,1606254,10512,-414
2014-05-28,CF411,16140,16140,15925,15940,16030,15975,,-55,1744,1605552,10926,-1202
2014-05-27,CF411,16040,16040,16010,16035,16025,16030,,5,994,1603808,12128,-956
2014-05-26,CF411,16095,16095,16005,16030,16035,16025,,-10,276,1602814,13084,-90
2014-05-23,CF411,16020,16000,16000,16060,16070,16035,,-35,214,1602538,13174,-60
2014-08-11,CF411,15220,15230,15530,15215,15490,15405,,185,2318,16602,17852.61,578
2014-08-08,CF411,15220,15215,15260,15170,15260,15220,,0,2314,16024,17608.05,966
2014-08-07,CF411,15230,15220,15290,15180,15230,15220,,-10,1966,15058,14961.82,-262
2014-08-06,CF411,15230,15280,15190,15260,15220,15230,,10,1594,1660946,15320,222
2014-08-05,CF411,15080,15170,15340,15115,15225,15220,,140,3424,15098,26057.23,520
2014-08-04,CF411,15040,15185,14975,15150,15035,15080,,45,2510,1655928,14578,260
