交易日期,合约码,昨日结算,今开盘,最高价,最低价,今收盘,今结算,涨跌1,涨跌2,成交量,增减量,成交额（万元）,空盘量（手）
2013-12-06,CF403,19235,0,0,0,0,19235,,0,0,84,0,0
2013-12-05,CF403,19340,19280,19280,19210,19215,19235,,-105,14,84,134.64,-2
2013-12-04,CF403,19340,0,0,0,0,19340,,0,0,86,0,0
2013-12-03,CF403,19340,0,0,0,0,19340,,0,0,86,0,0
2013-12-02,CF403,19320,19355,19320,19355,19230,19340,,110,12,4128,86,-8
2013-11-29,CF403,19230,0,0,0,0,19230,,0,0,94,0,0
2013-11-28,CF403,19230,0,0,0,0,19230,,0,0,94,0,0
2013-11-27,CF403,19250,0,0,0,0,19230,,-20,0,94,0,0
2013-11-26,CF403,19220,19250,19250,19250,19250,19250,,30,4,94,38.5,0
2013-11-25,CF403,19180,19220,19240,19180,19235,19220,,40,10,94,96.1,4
2013-11-22,CF403,19175,19180,19175,19180,19250,19180,,-70,20,4102,90,0
2013-11-21,CF403,19215,19250,19250,19250,19250,19250,,35,2,90,19.25,-2
2013-11-20,CF403,19055,19150,19280,19150,19280,19215,,160,14,92,134.5,-6
2013-11-19,CF403,19095,0,0,0,0,19055,,-40,0,98,0,0
2013-11-18,CF403,19220,19100,19215,19020,19035,19095,,-125,14,98,133.67,-4
2013-11-15,CF403,19220,0,0,0,0,19220,,0,0,102,0,0
2013-11-14,CF403,19260,19220,19220,19220,19220,19220,,-40,2,102,19.22,0
2013-11-13,CF403,19230,19260,19260,19260,19260,19260,,30,2,102,19.26,2
2013-11-12,CF403,19235,19130,19265,19130,19230,19230,,-5,22,100,211.51,-2
2013-11-11,CF403,19260,19295,19295,19155,19250,19235,,-25,6,102,57.7,-4
2014-03-14,CF403,19500,0,0,0,0,19500,,0,0,0,0,-16
2014-03-13,CF403,19500,0,0,0,0,19500,,0,0,16,0,0
2014-03-12,CF403,19500,0,0,0,0,19500,,0,0,16,0,0
2014-03-11,CF403,19500,0,0,0,0,19500,,0,0,16,0,0
2014-03-10,CF403,19500,0,0,0,0,19500,,0,0,16,0,0
2014-03-07,CF403,19500,0,0,0,0,19500,,0,0,16,0,0
2014-03-06,CF403,19500,0,0,0,0,19500,,0,0,16,0,0
2014-03-05,CF403,19500,0,0,0,0,19500,,0,0,16,0,0
2014-03-04,CF403,19500,0,0,0,0,19500,,0,0,16,0,0
2014-03-03,CF403,19500,0,0,0,0,19500,,0,0,16,0,0
2014-02-28,CF403,0,0,0,0,19500,19500,,0,0,4414,16,0
2013-04-03,CF403,20110,0,0,0,0,20110,,0,0,16,0,0
2013-04-02,CF403,20140,20130,20130,20100,20100,20110,,-30,6,16,60.33,2
2013-04-01,CF403,20140,0,0,0,0,20140,,0,0,14,0,0
2013-03-29,CF403,20135,20170,20170,20110,20135,20140,,5,6,14,60.42,4
2013-03-28,CF403,0,0,0,0,20135,20135,,0,0,18,10,0
2013-03-27,CF403,0,0,0,0,20135,20135,,0,0,18,10,0
2013-03-26,CF403,20075,20175,20075,20175,20045,20135,,90,6,18,10,4
2013-03-25,CF403,20135,20135,19995,19995,20125,20045,,-80,6,12,6,2
2013-03-22,CF403,20125,0,0,0,0,20125,,0,0,4,0,0
2013-03-21,CF403,20005,20120,20130,20120,20130,20125,,120,4,4,40.25,2
2013-03-20,CF403,20075,20005,20005,20005,20005,20005,,-70,2,2,20.01,2
2013-03-19,CF403,20075,0,0,0,0,20075,,0,0,0,0,0
2013-03-18,CF403,20195,0,0,0,0,20075,,-120,0,0,0,0
2013-03-15,CF403,20180,0,0,0,0,20195,,15,0,0,0,0
2014-01-03,CF403,19145,0,0,0,0,19145,,0,0,48,0,0
2014-01-02,CF403,19115,19145,19145,19145,19145,19145,,30,2,48,19.15,0
2013-12-31,CF403,18940,19080,19145,19080,19145,19115,,175,26,48,248.49,0
2013-12-30,CF403,19115,18930,18965,18930,18965,18940,,-175,8,48,75.76,-4
2013-12-27,CF403,18915,19100,19155,19100,19155,19115,,200,10,52,95.59,-6
2013-12-26,CF403,18955,18915,18915,18915,18915,18915,,-40,4,58,37.83,-4
2013-12-25,CF403,18955,0,0,0,0,18955,,0,0,62,0,0
2013-12-24,CF403,18955,0,0,0,0,18955,,0,0,62,0,0
2013-12-23,CF403,18945,18955,18955,18955,18955,18955,,10,2,62,18.96,0
2013-12-20,CF403,19115,18990,18990,18840,18965,18945,,-170,10,62,94.72,0
2013-12-19,CF403,19035,19155,19155,19090,19090,19115,,80,8,62,76.47,0
2013-12-18,CF403,19065,18895,19055,18895,19055,19035,,-30,20,62,190.34,-10
2013-12-17,CF403,19065,0,0,0,0,19065,,0,0,72,0,0
2013-12-16,CF403,19175,19040,19085,19040,19085,19065,,-110,8,72,76.25,-4
2013-12-13,CF403,19200,19175,19175,19175,19175,19175,,-25,4,76,38.35,-4
2013-12-12,CF403,19245,19120,19280,19120,19280,19200,,-45,4,80,38.4,-2
2013-12-11,CF403,19270,19245,19245,19245,19245,19245,,-25,4,82,38.49,0
2013-12-10,CF403,19270,0,0,0,0,19270,,0,0,82,0,0
2013-12-09,CF403,19235,19270,19270,19270,19270,19270,,35,2,82,19.27,-2
2014-01-30,CF403,19565,0,0,0,0,19565,,0,0,34,0,0
2014-01-29,CF403,19565,0,0,0,0,19565,,0,0,34,0,0
2014-01-28,CF403,19565,0,0,0,0,19565,,0,0,34,0,0
2014-01-27,CF403,19565,0,0,0,0,19565,,0,0,34,0,0
2014-01-24,CF403,19590,19565,19565,19565,19565,19565,,-25,4,34,39.13,-4
2014-01-23,CF403,19590,0,0,0,0,19590,,0,0,38,0,0
2014-01-22,CF403,19590,0,0,0,0,19590,,0,0,38,0,0
2014-01-21,CF403,19645,19590,19590,19590,19590,19590,,-55,2,38,19.59,-2
2014-01-20,CF403,19675,0,0,0,0,19645,,-30,0,40,0,0
2014-01-17,CF403,19575,19635,19710,19635,19710,19675,,100,4,40,39.35,0
2014-01-16,CF403,19560,19520,19620,19515,19590,19575,,15,20,40,195.73,-4
2014-01-15,CF403,19635,19560,19560,19560,19560,19560,,-75,2,44,19.56,0
2014-01-14,CF403,0,0,0,0,19550,19635,,85,0,4294,44,0
2014-01-13,CF403,19560,19550,19550,19550,19550,19550,,-10,4,44,39.1,0
2014-01-10,CF403,19445,19680,19690,19410,19430,19560,,115,24,44,234.7,-4
2014-01-09,CF403,19315,0,0,0,0,19445,,130,0,48,0,0
2014-01-08,CF403,19110,19315,19315,19315,19315,19315,,205,2,48,19.32,0
2014-01-07,CF403,19125,19050,19150,19050,19150,19110,,-15,10,48,95.54,0
2014-01-06,CF403,19145,0,0,0,0,19125,,-20,0,48,0,0
2013-05-02,CF403,19895,19850,19850,19845,19845,19850,,-45,4,712,39.7,2
2013-04-26,CF403,19830,19920,19920,19860,19860,19895,,65,230,710,2288.02,80
2013-04-25,CF403,19890,19830,19830,19830,19830,19830,,-60,4,630,39.66,0
2013-04-24,CF403,19925,19895,19895,19880,19880,19890,,-35,4,630,39.78,0
2013-04-23,CF403,19925,0,0,0,0,19925,,0,0,630,0,0
2013-04-22,CF403,19960,19925,19925,19925,19925,19925,,-35,4,630,39.85,-4
2013-04-19,CF403,20045,20010,20010,19895,19935,19960,,-85,32,634,319.35,22
2013-04-18,CF403,20045,20040,20045,20040,20045,20045,,0,6,612,60.13,6
2013-04-17,CF403,20015,20060,20075,20010,20010,20045,,30,20,606,200.43,0
2013-04-16,CF403,20060,20015,20015,20015,20015,20015,,-45,2,606,20.02,2
2013-04-15,CF403,20095,20090,20095,20025,20025,20060,,-35,96,604,962.89,88
2013-04-12,CF403,20110,20100,20100,20090,20090,20095,,-15,92,516,924.39,88
2013-04-11,CF403,20155,20180,20180,20100,20100,20110,,-45,416,428,4182.6,410
2013-04-10,CF403,20155,0,0,0,0,20155,,0,0,18,0,0
2013-04-09,CF403,20155,0,0,0,0,20155,,0,0,18,0,0
2013-04-08,CF403,20110,20135,20170,20135,20170,20155,,45,4,18,40.31,2
2013-07-22,CF403,19670,19670,19670,19670,19670,19670,,0,6,162,59.01,6
2013-07-19,CF403,19670,0,0,0,0,19670,,0,0,156,0,0
2013-07-18,CF403,19580,19655,19695,19655,19665,19670,,90,6,156,59.02,2
2013-07-17,CF403,19620,19580,19580,19580,19580,19580,,-40,2,154,19.58,2
2013-07-16,CF403,19550,19605,19640,19605,19615,19620,,70,6,152,58.86,0
2013-07-15,CF403,19550,19550,19550,19550,19550,19550,,0,2,152,19.55,0
2013-07-12,CF403,19580,19580,19510,19510,19575,19550,,-25,8,3084,152,-2
2013-07-11,CF403,19505,19635,19480,19615,19575,19575,,0,30,3076,154,-2
2013-07-10,CF403,19650,19650,19495,19495,19660,19575,,-85,18,3046,156,10
2013-07-09,CF403,19685,19685,19650,19650,19680,19660,,-20,6,3028,146,2
2013-07-08,CF403,19660,19715,19660,19705,19715,19680,,-35,16,3022,144,4
2013-07-05,CF403,19715,19700,19730,19700,19730,19715,,0,4,140,39.43,4
2013-07-04,CF403,19675,19690,19785,19690,19740,19715,,40,410,136,4041.34,-244
2013-07-03,CF403,19670,19655,19710,19655,19710,19675,,5,724,380,7121.81,-246
2013-07-02,CF403,19695,19670,19675,19660,19675,19670,,-25,98,626,963.79,-24
2013-07-01,CF403,19770,19720,19720,19650,19650,19695,,-75,26,650,256.06,24
2013-06-28,CF403,19800,19820,19820,19715,19715,19770,,-30,12,626,118.61,6
2013-06-27,CF403,19800,0,0,0,0,19800,,0,0,620,0,0
2013-06-26,CF403,19890,0,0,0,0,19800,,-90,0,620,0,0
2013-09-13,CF403,19360,19365,19365,19365,19365,19365,,5,2,202,19.37,0
2013-09-12,CF403,19360,0,0,0,0,19360,,0,0,202,0,0
2013-09-11,CF403,19425,19360,19360,19360,19360,19360,,-65,2,202,19.36,0
2013-09-10,CF403,19415,19425,19425,19425,19425,19425,,10,4,202,38.85,-4
2013-09-09,CF403,19325,19405,19420,19405,19420,19415,,90,8,206,77.66,-8
2013-09-06,CF403,19325,19325,19325,19325,19325,19325,,0,2,214,19.33,0
2013-09-05,CF403,19365,19330,19345,19315,19345,19325,,-40,8,214,77.31,0
2013-09-04,CF403,19405,19425,19425,19335,19335,19365,,-40,6,214,58.1,-4
2013-09-03,CF403,19355,19370,19440,19370,19430,19405,,50,22,218,213.46,-16
2013-09-02,CF403,19350,19355,19355,19355,19355,19355,,5,2,234,19.36,0
2013-08-30,CF403,19375,19270,19360,19270,19350,19350,,-25,32,234,309.61,8
2013-08-29,CF403,19450,19355,19470,19290,19290,19375,,-75,100,226,968.69,4
2013-08-28,CF403,19450,19465,19470,19440,19440,19450,,0,20,222,194.52,-8
2013-08-27,CF403,19420,19470,19470,19430,19430,19450,,30,8,230,77.8,0
2013-08-26,CF403,19225,19400,19465,19370,19445,19420,,195,56,230,543.7,-10
2013-08-23,CF403,19315,19245,19290,19180,19290,19225,,-25,12,240,115.36,-4
2013-08-22,CF403,19405,19335,19335,19280,19280,19315,,-125,10,244,96.59,10
2013-08-21,CF403,19485,19400,19435,19390,19390,19405,,-95,10,234,97.04,6
2013-08-20,CF403,19480,19495,19495,19460,19460,19485,,-20,6,228,58.45,-4
2013-11-08,CF403,19215,19270,19295,19220,19295,19260,,45,6,106,57.79,-4
2013-11-07,CF403,19205,0,0,0,0,19215,,10,0,110,0,0
2013-11-06,CF403,19290,19205,19205,19205,19205,19205,,-85,4,110,38.41,2
2013-11-05,CF403,19290,0,0,0,0,19290,,0,0,108,0,0
2013-11-04,CF403,19290,0,0,0,0,19290,,0,0,108,0,0
2013-11-01,CF403,19290,0,0,0,0,19290,,0,0,108,0,0
2013-10-31,CF403,19290,0,0,0,0,19290,,0,0,108,0,0
2013-10-30,CF403,19290,0,0,0,0,19290,,0,0,108,0,0
2013-10-29,CF403,19290,0,0,0,0,19290,,0,0,108,0,0
2013-10-28,CF403,19385,19290,19290,19290,19290,19290,,-95,4,108,38.58,4
2013-10-25,CF403,19385,0,0,0,0,19385,,0,0,104,0,0
2013-10-24,CF403,19400,0,0,0,0,19385,,-15,0,104,0,0
2013-10-23,CF403,19480,0,0,0,0,19400,,-80,0,104,0,0
2013-10-22,CF403,19480,0,0,0,0,19480,,0,0,104,0,0
2013-10-21,CF403,19490,0,0,0,0,19480,,-10,0,104,0,0
2013-10-18,CF403,19490,0,0,0,0,19490,,0,0,104,0,0
2013-10-17,CF403,19490,0,0,0,0,19490,,0,0,104,0,0
2013-10-16,CF403,19485,19490,19490,19490,19490,19490,,5,4,104,38.98,-2
2013-10-15,CF403,19500,19485,19485,19485,19485,19485,,-15,2,106,19.49,-2
2013-10-14,CF403,19485,19500,19500,19500,19500,19500,,15,4,108,39,-4
2013-08-19,CF403,19450,0,0,0,0,19480,,30,0,232,0,0
2013-08-16,CF403,19550,19450,19480,19420,19480,19450,,-100,6,232,58.35,0
2013-08-15,CF403,19470,20250,20250,19395,19450,19550,,80,14,232,136.84,0
2013-08-14,CF403,19380,19445,19490,19445,19490,19470,,90,20,232,194.68,-10
2013-08-13,CF403,19295,19360,19400,19360,19400,19380,,85,6,242,58.14,2
2013-08-12,CF403,19390,19295,19315,19290,19315,19295,,-95,12,240,115.77,2
2013-08-09,CF403,19330,19365,19400,19350,19350,19390,,60,26,238,252.07,8
2013-08-08,CF403,19315,19330,19330,19330,19330,19330,,15,2,230,19.33,-2
2013-08-07,CF403,19365,19315,19315,19310,19310,19315,,-50,4,232,38.63,0
2013-08-06,CF403,19340,19365,19365,19365,19365,19365,,25,4,232,38.73,4
2013-08-05,CF403,19265,19380,19380,19275,19380,19340,,75,16,228,154.72,-8
2013-08-02,CF403,19245,19265,19270,19265,19270,19265,,20,16,236,154.13,-4
2013-08-01,CF403,19275,19255,19285,19195,19240,19245,,-30,58,240,558.11,32
2013-07-31,CF403,19260,19265,19310,19260,19290,19275,,15,24,208,231.32,14
2013-07-30,CF403,19220,19240,19315,19215,19310,19260,,40,56,194,539.3,16
2013-07-29,CF403,19595,19530,19530,19055,19300,19220,,-375,34,178,326.71,6
2013-07-26,CF403,19655,19655,19440,19440,19710,19595,,-115,10,3130,172,2
2013-07-25,CF403,19720,19720,19690,19715,19690,19710,,20,10,3120,170,8
2013-07-24,CF403,19670,19690,19690,19690,19690,19690,,20,4,162,39.38,0
2013-07-23,CF403,19670,0,0,0,0,19670,,0,0,162,0,0
2013-05-29,CF403,19850,19860,19860,19860,19860,19860,,10,4,790,39.72,0
2013-05-28,CF403,19800,19850,19855,19850,19855,19850,,50,20,790,198.52,-20
2013-05-27,CF403,19865,19850,19855,19740,19740,19800,,-65,56,810,554.45,18
2013-05-24,CF403,19865,19850,19885,19850,19870,19865,,0,16,792,158.93,6
2013-05-23,CF403,19885,19885,19855,19860,19900,19865,,-35,6,1234,786,-2
2013-05-22,CF403,19890,19900,19900,19900,19900,19900,,10,10,788,99.5,10
2013-05-21,CF403,19890,0,0,0,0,19890,,0,0,778,0,0
2013-05-20,CF403,19880,19890,19890,19890,19890,19890,,10,2,778,19.89,0
2013-05-17,CF403,19895,19855,19880,19855,19860,19880,,-15,72,778,715.64,-2
2013-05-16,CF403,19870,19885,19900,19885,19900,19895,,25,6,780,59.69,6
2013-05-15,CF403,19870,0,0,0,0,19870,,0,0,774,0,0
2013-05-14,CF403,19890,19830,19910,19830,19910,19870,,-20,4,774,39.74,0
2013-05-13,CF403,19940,19890,19890,19890,19890,19890,,-50,4,774,39.78,4
2013-05-10,CF403,19895,19915,19980,19900,19925,19940,,45,78,770,777.62,40
2013-05-09,CF403,19915,19915,19930,19865,19905,19895,,-20,32,730,318.32,20
2013-05-08,CF403,19930,0,0,0,0,19915,,-15,0,710,0,0
2013-05-07,CF403,19920,19930,19930,19930,19930,19930,,10,20,710,199.3,-6
2013-05-06,CF403,19900,19925,19925,19900,19900,19920,,20,28,716,278.89,2
2013-05-03,CF403,19850,19890,19905,19880,19880,19900,,50,28,714,278.57,2
2014-02-27,CF403,19725,0,0,0,0,19500,,-225,0,16,0,0
2014-02-26,CF403,19725,0,0,0,0,19725,,0,0,16,0,0
2014-02-25,CF403,20060,19720,19735,19720,19730,19725,,-335,40,16,394.54,-34
2014-02-24,CF403,20060,0,0,0,0,20060,,0,0,50,0,0
2014-02-21,CF403,20060,0,0,0,0,20060,,0,0,50,0,0
