交易日期,合约码,昨日结算,今开盘,最高价,最低价,今收盘,今结算,涨跌1,涨跌2,成交量,增减量,成交额（万元）,空盘量（手）
2018-02-14,CF807,"15,020.00","15,005.00","15,105.00","15,005.00","15,060.00","15,060.00",,40,8,2,60.24,162
2018-02-13,CF807,"15,040.00",0.00,0.00,0.00,0.00,"15,020.00",,-20,0,0,0.00,160
2018-02-12,CF807,"15,095.00","15,010.00","15,055.00","15,010.00","15,050.00","15,040.00",,-55.00,8,6,60.17,160
2018-02-09,CF807,"15,165.00","15,110.00","15,110.00","15,050.00","15,050.00","15,095.00",,-70.00,8,-4,60.38,154
2018-02-08,CF807,"15,205.00","15,175.00","15,175.00","15,155.00","15,155.00","15,165.00",,-40,8,0,60.66,158
2018-02-07,CF807,"15,200.00","15,215.00","15,245.00","15,195.00","15,195.00","15,205.00",,5,34,0,258.50,158
2018-02-06,CF807,"15,235.00","15,235.00","15,235.00","15,180.00","15,195.00","15,200.00",,-35.00,56,52,425.56,158
2018-02-05,CF807,"15,315.00","15,260.00","15,260.00","15,230.00","15,230.00","15,235.00",,-80,22,22,167.56,106
2018-02-02,CF807,"15,305.00",0.00,0.00,0.00,0.00,"15,315.00",,10,0,0,0.00,84
2018-02-01,CF807,"15,335.00",0.00,0.00,0.00,0.00,"15,305.00",,-30,0,0,0.00,84
2018-01-31,CF807,"15,435.00",0.00,0.00,0.00,0.00,"15,335.00",,-100,0,0,0.00,84
2018-01-30,CF807,"15,530.00","15,480.00","15,480.00","15,390.00","15,390.00","15,435.00",,-95,4,2,30.87,84
2018-01-29,CF807,"15,620.00",0.00,0.00,0.00,0.00,"15,530.00",,-90,0,0,0.00,82
2018-01-26,CF807,"15,610.00",0.00,0.00,0.00,0.00,"15,620.00",,10,0,0,0.00,82
2018-04-16,CF807,"14,985.00","15,010.00","15,050.00","15,010.00","15,045.00","15,035.00",,50,28,10,210.46,688
2018-04-13,CF807,"15,015.00","14,930.00","15,015.00","14,930.00","15,015.00","14,985.00",,-30,30,4,224.79,678
