交易日期,合约码,昨日结算,今开盘,最高价,最低价,今收盘,今结算,涨跌1,涨跌2,成交量,增减量,成交额（万元）,空盘量（手）
2013-04-11,小计,,,,,,,,,107240,171452,1091098.71,-11854
2013-04-10,小计,,,,,,,,,115854,183306,1176885.45,-1278
