交易日期,合约码,昨日结算,今开盘,最高价,最低价,今收盘,今结算,涨跌1,涨跌2,成交量,增减量,成交额（万元）,空盘量（手）
2013-05-02,CF309,19915,19835,19910,19785,19870,19860,,-55,36680,140012,364204.67,2030
2013-04-26,CF309,19805,19830,20030,19830,19910,19915,,110,54232,137982,540057.3,-8934
2013-04-25,CF309,19890,19820,19850,19750,19830,19805,,-85,62982,146916,623719.31,-1852
2013-04-24,CF309,19900,19900,19950,19830,19875,19890,,-10,61678,148768,613420.66,-3252
2013-04-23,CF309,19960,19975,19990,19810,19930,19900,,-60,117436,152020,1168514.54,2326
2013-04-22,CF309,19980,19915,20015,19875,19955,19960,,-20,96574,149694,963928.77,-5240
2013-04-19,CF309,20185,20180,20185,19860,19885,19980,,-205,324646,154934,3243531.69,37446
2013-04-18,CF309,20180,20150,20280,20135,20160,20185,,5,54952,117488,554543.06,458
2013-04-17,CF309,20115,20175,20230,20115,20185,20180,,65,53830,117030,543150.3,-222
2013-04-16,CF309,20200,20105,20185,20005,20165,20115,,-85,52976,117252,532859.86,-6050
2013-04-15,CF309,20275,20240,20290,20140,20170,20200,,-75,71592,123302,723014.54,984
2013-04-12,CF309,20360,20285,20370,20255,20260,20275,,-85,42074,122318,426545.2,-3866
2013-04-11,CF309,20315,20370,20425,20290,20305,20360,,45,96228,126184,979560.57,-9732
2013-04-10,CF309,20275,20270,20390,20230,20385,20315,,40,109032,135916,1107575.09,-1852
2013-04-09,CF309,20225,20250,20310,20235,20275,20275,,50,51874,137768,525923.08,-1408
2013-04-08,CF309,20245,20180,20310,20115,20305,20225,,-20,89014,139176,900058.49,-10646
2012-12-14,CF309,18935,18920,18980,18920,18970,18960,,25,5510,36738,52237.85,-1020
2012-12-13,CF309,18925,18925,18975,18905,18950,18935,,10,6252,37758,59183.47,-318
2012-12-12,CF309,18965,18910,18960,18860,18905,18925,,-40,5912,38076,55940.35,2124
2012-12-11,CF309,18975,18980,19005,18870,18880,18965,,-10,6114,35952,57973.75,768
2012-12-10,CF309,18945,18955,19030,18935,19010,18975,,30,15480,35184,146859.14,6632
2012-12-07,CF309,18960,18965,18920,18935,18940,18945,,5,3514,96544,28552,1396
2012-12-06,CF309,18950,18950,18920,18930,18925,18940,,15,3572,93030,27156,1954
2012-12-05,CF309,18905,18950,18885,18930,18915,18925,,10,2672,89458,25202,20
2012-12-04,CF309,18925,18940,18905,18925,18935,18915,,-20,2734,86786,25182,-162
