序号,日期,价格,涨跌
6,2004-3-8,17618,-41
1,2004-4-15,17270,-30
2,2004-4-12,17300,-18
3,2004-4-8,17318,-39
4,2004-4-5,17357,-10
5,2004-4-1,17367,-15
6,2004-3-29,17382,-3
1,2004-5-2,16999,-43
2,2004-4-29,17042,-87
3,2004-4-26,17129,-83
4,2004-4-22,17212,-50
5,2004-4-19,17262,-8
1,2004-5-24,16528,-150
2,2004-5-20,16678,-121
3,2004-5-17,16799,-37
4,2004-5-13,16836,-82
5,2004-5-10,16918,-81
1,2004-6-14,15416,-155
2,2004-6-10,15571,-235
3,2004-6-7,15806,-172
4,2004-6-3,15978,-217
5,2004-5-31,16195,-171
6,2004-5-27,16366,-162
1,2004-7-5,13929,-59
2,2004-7-1,13988,-76
3,2004-6-28,14064,-261
4,2004-6-24,14325,-398
5,2004-6-21,14723,-360
6,2004-6-17,15083,-333
1,2004-7-23,13482,7
2,2004-7-22,13475,-1
3,2004-7-21,13476,4
4,2004-7-20,13472,0
5,2004-7-19,13472,4
6,2004-7-16,13468,-18
7,2004-7-15,13486,-63
8,2004-7-12,13549,-70
9,2004-7-8,13619,-310
1,2004-8-13,13176,-85
2,2004-8-12,13261,-129
3,2004-8-11,13390,-12
4,2004-8-10,13402,-10
5,2004-8-9,13412,-70
6,2004-8-6,13482,-3
7,2004-8-5,13485,0
8,2004-8-4,13485,0
9,2004-8-3,13485,2
10,2004-8-2,13483,0
11,2004-7-30,13483,1
12,2004-7-29,13482,0
13,2004-7-28,13482,-6
14,2004-7-27,13488,2
15,2004-7-26,13486,4
1,2004-9-3,12745,-3
2,2004-9-2,12748,1
3,2004-9-1,12747,-1
4,2004-8-31,12748,0
5,2004-8-30,12748,-20
6,2004-8-27,12768,-1
7,2004-8-26,12769,0
8,2004-8-25,12769,-9
9,2004-8-24,12778,-18
10,2004-8-23,12796,-49
11,2004-8-20,12845,0
12,2004-8-19,12845,-55
13,2004-8-18,12900,-15
14,2004-8-17,12915,-98
15,2004-8-16,13013,-163
1,2004-9-23,13128,119
2,2004-9-22,13009,53
3,2004-9-21,12956,75
4,2004-9-20,12881,2
5,2004-9-17,12879,8
6,2004-9-16,12871,19
7,2004-9-15,12852,26
8,2004-9-14,12826,28
9,2004-9-13,12798,39
10,2004-9-10,12759,20
11,2004-9-9,12739,3
12,2004-9-8,12736,-7
13,2004-9-7,12743,1
14,2004-9-6,12742,-3
1,2004-10-13,12505,-56
2,2004-10-12,12561,-168
3,2004-10-11,12729,-160
4,2004-10-10,12889,-27
5,2004-10-9,12916,-100
6,2004-10-8,13016,-10
7,2004-10-8,13026,-7
8,2004-10-6,13033,-6
9,2004-10-6,13039,-90
10,2004-9-30,13129,-13
11,2004-9-29,13142,6
12,2004-9-28,13136,0
13,2004-9-27,13136,7
14,2004-9-24,13129,1
1,2004-11-2,11503,45
2,2004-11-1,11458,43
3,2004-10-29,11415,13
4,2004-10-28,11402,6
5,2004-10-27,11396,-85
6,2004-10-26,11481,-138
7,2004-10-25,11619,-149
8,2004-10-22,11768,-89
9,2004-10-21,11857,-119
10,2004-10-20,11976,-101
11,2004-10-19,12077,-175
12,2004-10-18,12252,-127
13,2004-10-15,12379,-76
14,2004-10-14,12455,-50
1,2004-12-10,11336,-5
2,2004-12-9,11341,-12
3,2004-12-8,11353,6
4,2004-12-7,11359,-6
5,2004-12-6,11365,-6
6,2004-12-3,11371,-8
7,2004-12-2,11379,-8
8,2004-12-1,11387,-32
9,2004-11-30,11419,-19
10,2004-11-29,11438,-9
11,2004-11-26,11447,-6
12,2004-11-25,11453,-6
13,2004-11-24,11459,-9
14,2004-11-23,11468,-11
1,2004-12-31,11265,0
2,2004-12-30,11265,2
3,2004-12-29,11263,-2
4,2004-12-28,11265,0
5,2004-12-27,11265,-1
6,2004-12-24,11266,-5
7,2004-12-23,11271,-8
8,2004-12-22,11279,-6
9,2004-12-21,11285,-18
10,2004-12-20,11303,-6
11,2004-12-17,11309,-7
12,2004-12-16,11316,-1
13,2004-12-15,11317,-6
14,2004-12-14,11323,-6
15,2004-12-13,11329,-7
1,2005-1-21,11359,3
2,2005-1-20,11356,5
3,2005-1-19,11351,6
4,2005-1-18,11345,36
5,2005-1-17,11309,7
6,2005-1-14,11302,3
7,2005-1-13,11299,3
8,2005-1-12,11296,3
9,2005-1-11,11293,2
10,2005-1-10,11291,6
11,2005-1-7,11285,6
12,2005-1-6,11279,6
13,2005-1-5,11273,6
14,2005-1-4,11267,1
15,2005-1-3,11266,1
1,2005-2-8,11539,0
2,2005-2-7,11539,1
3,2005-2-6,11538,5
4,2005-2-5,11533,2
5,2005-2-4,11531,3
6,2005-2-3,11528,19
7,2005-2-2,11509,26
8,2005-2-1,11483,12
9,2005-1-31,11471,12
10,2005-1-28,11459,29
11,2005-1-27,11430,17
12,2005-1-26,11413,20
13,2005-1-25,11393,25
14,2005-1-24,11368,9
1,2005-3-2,11903,52
2,2005-3-1,11851,55
3,2005-2-28,11796,8
4,2005-2-25,11788,43
5,2005-2-24,11745,23
6,2005-2-23,11722,33
7,2005-2-22,11689,134
8,2005-2-21,11555,5
9,2005-2-18,11550,5
10,2005-2-17,11545,6
11,2005-2-16,11539,0
1,2005-4-11,12112,2
2,2005-4-8,12110,11
3,2005-4-7,12099,1
4,2005-4-6,12098,21
5,2005-4-5,12077,16
6,2005-4-4,12061,9
7,2005-4-1,12052,29
8,2005-3-31,12023,2
9,2005-3-30,12021,3
10,2005-3-29,12018,1
11,2005-3-28,12017,-2
12,2005-3-25,12019,-9
13,2005-3-24,12028,-6
14,2005-3-23,12034,1
1,2005-4-30,13166,18
2,2005-4-29,13148,76
3,2005-4-28,13072,147
4,2005-4-27,12925,86
5,2005-4-26,12839,111
6,2005-4-25,12728,28
7,2005-4-22,12700,11
8,2005-4-21,12689,103
9,2005-4-20,12586,87
10,2005-4-19,12499,186
11,2005-4-18,12313,27
12,2005-4-15,12286,69
13,2005-4-14,12217,13
14,2005-4-13,12186,8
15,2005-4-12,12178,66
1,2005-5-20,13476,71
2,2005-5-19,13405,20
3,2005-5-18,13385,10
4,2005-5-17,13375,2
5,2005-5-16,13373,1
6,2005-5-13,13372,5
7,2005-5-12,13367,62
8,2005-5-11,13305,52
9,2005-5-10,13253,6
10,2005-5-9,13247,5
11,2005-5-8,13242,36
12,2005-5-7,13206,18
13,2005-5-6,13188,6
14,2005-5-5,13182,16
1,2005-6-10,13231,3
2,2005-6-9,13228,7
3,2005-6-8,13221,-2
4,2005-6-7,13223,1
5,2005-6-6,13222,-16
6,2005-6-3,13238,-1
7,2005-6-2,13239,-7
8,2005-6-1,13246,0
9,2005-5-31,13246,0
10,2005-5-30,13246,-23
11,2005-5-27,13269,-117
12,2005-5-26,13386,-85
13,2005-5-25,13471,-28
14,2005-5-24,13499,-23
15,2005-5-23,13522,46
1,2005-6-30,13432,-1
2,2005-6-29,13433,7
3,2005-6-28,13426,6
4,2005-6-27,13420,48
5,2005-6-24,13372,20
6,2005-6-24,13372,20
7,2005-6-23,13352,0
8,2005-6-22,13352,6
9,2005-6-21,13346,14
10,2005-6-20,13332,6
11,2005-6-17,13326,20
12,2005-6-16,13306,14
13,2005-6-15,13292,6
14,2005-6-14,13286,50
15,2005-6-13,13236,5
1,2005-8-29,13306,-6
2,2005-8-26,13312,-23
3,2005-8-25,13335,-20
4,2005-8-24,13355,-30
5,2005-8-23,13385,0
6,2005-8-22,13385,-4
7,2005-8-19,13389,-1
8,2005-8-18,13390,-9
9,2005-8-17,13399,-9
10,2005-8-16,13408,-27
11,2005-8-15,13435,-33
12,2005-8-12,13468,-3
13,2005-8-11,13471,-15
14,2005-8-10,13486,-6
1,2005-9-16,13318,17
2,2005-9-15,13301,6
3,2005-9-14,13295,2
4,2005-9-13,13293,5
5,2005-9-12,13288,2
6,2005-9-9,13286,4
7,2005-9-8,13282,1
8,2005-9-7,13281,2
9,2005-9-6,13279,0
10,2005-9-5,13279,-2
11,2005-9-2,13281,-12
12,2005-9-1,13293,-12
13,2005-8-31,13305,0
14,2005-8-30,13305,-1
1,2005-10-8,13928,2
2,2005-10-7,13926,33
3,2005-10-6,13893,97
4,2005-10-5,13796,48
5,2005-9-30,13748,177
6,2005-9-29,13571,76
7,2005-9-28,13495,87
8,2005-9-27,13408,6
9,2005-9-26,13402,5
10,2005-9-23,13397,17
11,2005-9-22,13380,25
12,2005-9-21,13355,13
13,2005-9-20,13342,7
14,2005-9-19,13335,17
1,2005-10-28,14227,-15
2,2005-10-27,14242,-6
3,2005-10-26,14248,0
4,2005-10-25,14248,-1
5,2005-10-24,14249,-44
6,2005-10-21,14293,-3
7,2005-10-20,14296,0
8,2005-10-19,14296,79
9,2005-10-18,14217,1
10,2005-10-17,14216,35
11,2005-10-14,14181,31
12,2005-10-13,14150,1
13,2005-10-12,14149,62
14,2005-10-11,14087,1
15,2005-10-10,14086,3
16,2005-10-9,14083,155
1,2005-11-17,14181,12
2,2005-11-16,14169,6
3,2005-11-15,14163,0
4,2005-11-14,14163,1
5,2005-11-11,14162,0
6,2005-11-10,14162,-9
7,2005-11-9,14171,10
8,2005-11-8,14161,3
9,2005-11-7,14158,-7
10,2005-11-4,14165,-8
11,2005-11-3,14173,-5
12,2005-11-2,14178,-13
13,2005-11-1,14191,-17
14,2005-10-31,14208,-19
1,2005-12-7,14127,-9
2,2005-12-6,14136,-25
3,2005-12-5,14161,-7
4,2005-12-2,14168,-5
5,2005-12-1,14173,-9
6,2005-11-30,14182,-5
7,2005-11-29,14187,-6
8,2005-11-28,14193,-5
9,2005-11-25,14198,-1
10,2005-11-24,14199,0
11,2005-11-23,14199,0
12,2005-11-22,14199,2
13,2005-11-21,14197,11
14,2005-11-18,14186,5
1,2005-12-27,14156,6
2,2005-12-26,14150,0
3,2005-12-23,14150,1
4,2005-12-22,14149,0
5,2005-12-21,14149,1
6,2005-12-20,14148,10
7,2005-12-19,14138,6
8,2005-12-16,14132,6
9,2005-12-15,14126,1
10,2005-12-14,14125,3
11,2005-12-13,14122,1
12,2005-12-12,14121,0
13,2005-12-9,14121,-2
14,2005-12-8,14123,-4
1,2006-1-16,14315,0
2,2006-1-13,14315,0
3,2006-1-12,14315,2
4,2006-1-11,14313,5
5,2006-1-10,14308,87
6,2006-1-9,14221,46
7,2006-1-6,14175,1
8,2006-1-5,14174,1
9,2006-1-4,14173,5
10,2005-12-31,14168,1
11,2005-12-30,14167,1
12,2005-12-29,14166,3
13,2005-12-28,14163,7
1,2006-2-5,14327,1
2,2006-2-5,14327,1
3,2006-1-27,14326,-1
4,2006-1-26,14327,0
5,2006-1-25,14327,8
6,2006-1-24,14319,1
7,2006-1-23,14318,-1
8,2006-1-20,14319,0
9,2006-1-19,14319,3
10,2006-1-18,14316,0
11,2006-1-17,14316,1
1,2006-2-24,14421,-1
2,2006-2-23,14422,1
3,2006-2-22,14421,0
4,2006-2-21,14421,6
5,2006-2-20,14415,2
6,2006-2-17,14413,0
7,2006-2-16,14413,6
8,2006-2-15,14407,5
9,2006-2-14,14402,15
10,2006-2-13,14387,0
11,2006-2-10,14387,2
12,2006-2-9,14385,13
13,2006-2-8,14372,17
14,2006-2-7,14355,27
15,2006-2-6,14328,1
1,2006-3-17,14230,-2
2,2006-3-16,14232,-5
3,2006-3-15,14237,-1
4,2006-3-14,14238,-1
5,2006-3-10,14240,-9
6,2006-3-9,14249,-12
7,2006-3-8,14261,-10
8,2006-3-7,14271,-16
9,2006-3-6,14287,-39
10,2006-3-3,14326,-29
11,2006-3-2,14355,-25
12,2006-3-1,14380,-25
13,2006-2-28,14405,-15
14,2006-2-27,14420,-1
1,2006-4-6,14115,0
2,2006-4-5,14115,0
3,2006-4-4,14115,-1
4,2006-4-3,14116,-1
5,2006-3-31,14117,-2
6,2006-3-30,14119,-23
7,2006-3-29,14142,-3
8,2006-3-28,14145,-2
9,2006-3-27,14147,-1
10,2006-3-24,14148,-3
11,2006-3-23,14151,-55
12,2006-3-22,14206,-19
13,2006-3-21,14225,0
14,2006-3-20,14239,-1
15,2006-3-20,14225,-5
1,2006-5-16,14072,0
2,2006-5-15,14072,-1
3,2006-5-12,14073,-2
4,2006-5-11,14075,-2
5,2006-5-10,14077,-3
6,2006-5-9,14080,-1
7,2006-5-8,14081,-9
8,2006-4-30,14090,-2
9,2006-4-29,14092,-1
10,2006-4-28,14093,-3
11,2006-4-27,14096,-2
1,2006-6-5,14039,1
2,2006-6-2,14038,-7
3,2006-6-1,14045,-5
4,2006-5-31,14050,-5
5,2006-5-30,14055,-2
6,2006-5-29,14057,0
7,2006-5-26,14057,0
8,2006-5-25,14057,-2
9,2006-5-24,14059,-8
10,2006-5-23,14067,-2
11,2006-5-22,14069,-2
12,2006-5-19,14071,0
13,2006-5-18,14071,-1
14,2006-5-17,14072,0
1,2006-6-23,14055,0
2,2006-6-22,14055,0
3,2006-6-21,14055,-5
4,2006-6-20,14060,-6
5,2006-6-19,14066,-1
6,2006-6-16,14067,0
7,2006-6-15,14067,1
8,2006-6-14,14066,0
9,2006-6-13,14066,0
10,2006-6-12,14066,1
11,2006-6-9,14065,2
12,2006-6-8,14063,21
13,2006-6-7,14042,2
14,2006-6-6,14040,1
1,2006-7-14,13963,-9
2,2006-7-13,13972,-3
3,2006-7-12,13975,0
4,2006-7-11,13975,-1
5,2006-7-10,13976,-1
6,2006-7-7,13977,-5
7,2006-7-6,13982,-7
8,2006-7-5,13989,-3
9,2006-7-4,13992,-3
10,2006-7-3,13995,-6
11,2006-6-30,14001,-28
12,2006-6-29,14029,-18
13,2006-6-28,14047,-5
14,2006-6-27,14055,0
15,2006-6-26,14055,0
1,2006-8-4,13919,1
2,2006-8-3,13918,0
3,2006-8-2,13918,3
4,2006-8-2,13918,3
5,2006-8-1,13915,0
6,2006-7-31,13915,0
7,2006-7-28,13915,-1
8,2006-7-27,13916,-2
9,2006-7-26,13918,-2
10,2006-7-25,13918,-2
11,2006-7-24,13920,-6
12,2006-7-21,13926,0
13,2006-7-20,13926,-5
14,2006-7-19,13931,-9
15,2006-7-18,13940,-15
16,2006-7-17,13955,-8
1,2006-8-24,14059,2
2,2006-8-23,14057,1
3,2006-8-22,14056,0
4,2006-8-21,14056,3
5,2006-8-18,14053,0
6,2006-8-17,14053,0
7,2006-8-16,14053,-3
8,2006-8-15,14056,1
9,2006-8-14,14055,19
10,2006-8-11,14036,57
11,2006-8-10,13979,12
12,2006-8-9,13967,18
13,2006-8-8,13949,27
14,2006-8-7,13922,3
1,2006-9-13,14089,1
2,2006-9-12,14088,1
3,2006-9-11,14087,1
4,2006-9-8,14086,1
5,2006-9-7,14085,1
6,2006-9-6,14084,4
7,2006-9-5,14080,4
8,2006-9-4,14076,6
9,2006-9-1,14070,2
10,2006-8-31,14068,0
11,2006-8-30,14068,1
12,2006-8-29,14067,1
13,2006-8-28,14066,1
14,2006-8-25,14065,6
1,2006-9-30,13624,-38
2,2006-9-29,13662,-40
3,2006-9-28,13702,-112
4,2006-9-27,13814,-75
5,2006-9-26,13889,-53
6,2006-9-25,13942,-9
7,2006-9-22,13951,-2
8,2006-9-21,13953,-16
9,2006-9-20,13969,-30
10,2006-9-19,13999,-13
11,2006-9-18,14012,-66
12,2006-9-15,14078,-4
13,2006-9-14,14082,-7
1,2006-10-23,12743,-68
2,2006-10-20,12811,-32
3,2006-10-19,12843,-26
4,2006-10-18,12869,-51
5,2006-10-17,12920,-69
6,2006-10-16,12989,-54
7,2006-10-13,13043,-4
8,2006-10-12,13047,-22
9,2006-10-11,13069,-24
10,2006-10-10,13093,-54
11,2006-10-9,13147,-55
12,2006-10-8,13202,-84
13,2006-10-7,13286,-10
14,2006-10-6,13296,-57
15,2006-10-5,13353,-271
1,2006-12-1,12736,6
2,2006-11-30,12730,16
3,2006-11-29,12714,12
4,2006-11-28,12702,9
5,2006-11-27,12693,11
6,2006-11-24,12682,3
7,2006-11-23,12679,1
8,2006-11-22,12678,3
9,2006-11-21,12675,7
10,2006-11-20,12668,9
11,2006-11-17,12659,9
12,2006-11-16,12650,8
13,2006-11-15,12642,2
14,2006-11-14,12640,20
15,2006-11-13,12620,7
1,2006-12-22,12830,5
2,2006-12-21,12825,2
3,2006-12-20,12823,15
4,2006-12-19,12808,5
5,2006-12-18,12803,15
6,2006-12-15,12788,13
7,2006-12-14,12775,7
8,2006-12-13,12768,4
9,2006-12-12,12764,2
10,2006-12-11,12762,9
11,2006-12-8,12753,2
12,2006-12-7,12751,4
13,2006-12-6,12747,3
14,2006-12-5,12744,2
15,2006-12-4,12742,6
1,2007-1-11,12892,9
2,2007-1-10,12883,6
3,2007-1-9,12877,7
4,2007-1-8,12870,5
5,2007-1-5,12865,6
6,2007-1-4,12859,2
7,2006-12-31,12857,3
8,2006-12-30,12854,1
9,2006-12-29,12853,4
10,2006-12-28,12849,14
11,2006-12-27,12835,3
12,2006-12-26,12832,1
13,2006-12-25,12831,1
1,2007-1-31,12993,6
2,2007-1-30,12987,6
3,2007-1-29,12981,7
4,2007-1-26,12974,8
5,2007-1-25,12966,3
6,2007-1-24,12963,6
7,2007-1-23,12957,15
8,2007-1-22,12942,18
9,2007-1-19,12924,10
10,2007-1-18,12914,9
11,2007-1-17,12905,4
12,2007-1-16,12901,1
13,2007-1-15,12900,1
14,2007-1-12,12899,7
1,2007-2-17,13026,0
2,2007-2-16,13026,2
3,2007-2-15,13024,1
4,2007-2-14,13023,5
5,2007-2-13,13018,3
6,2007-2-12,13015,6
7,2007-2-9,13009,2
8,2007-2-8,13007,0
9,2007-2-7,13007,4
10,2007-2-6,13003,3
11,2007-2-5,13000,2
12,2007-2-2,12998,3
13,2007-2-1,12995,2
1,2007-3-12,13049,2
2,2007-3-9,13047,1
3,2007-3-8,13046,3
4,2007-3-7,13043,3
5,2007-3-6,13040,1
6,2007-3-5,13039,4
7,2007-3-2,13035,2
8,2007-3-1,13033,1
9,2007-2-28,13032,0
10,2007-2-27,13032,2
11,2007-2-26,13030,3
12,2007-2-25,13027,1
1,2007-3-30,13067,-3
2,2007-3-29,13070,0
3,2007-3-28,13070,2
4,2007-3-27,13068,5
5,2007-3-26,13063,0
6,2007-3-23,13063,4
7,2007-3-22,13059,3
8,2007-3-21,13056,2
9,2007-3-20,13054,2
10,2007-3-19,13052,0
11,2007-3-16,13052,1
12,2007-3-15,13051,0
13,2007-3-14,13051,1
14,2007-3-13,13050,1
1,2007-4-20,12992,-9
2,2007-4-19,13001,-7
3,2007-4-18,13008,-14
4,2007-4-17,13022,-10
5,2007-4-16,13032,-7
6,2007-4-13,13039,-9
7,2007-4-12,13048,-2
8,2007-4-11,13050,-7
9,2007-4-10,13057,-9
10,2007-4-9,13066,0
11,2007-4-6,13066,3
12,2007-4-5,13063,0
13,2007-4-4,13063,0
14,2007-4-3,13063,-3
15,2007-4-2,13066,-1
1,2007-5-11,12955,-1
2,2007-5-10,12956,-10
3,2007-5-9,12966,-13
4,2007-5-8,12979,1
5,2007-4-30,12978,1
6,2007-4-29,12977,4
7,2007-4-28,12973,0
8,2007-4-27,12973,-4
9,2007-4-26,12977,0
10,2007-4-25,12977,2
11,2007-4-24,12975,-1
12,2007-4-23,12976,-16
1,2007-5-31,13026,17
2,2007-5-30,13009,6
3,2007-5-29,13003,5
4,2007-5-28,12998,9
5,2007-5-25,12989,17
6,2007-5-24,12972,2
7,2007-5-23,12970,12
8,2007-5-22,12958,6
9,2007-5-21,12952,1
10,2007-5-18,12951,1
11,2007-5-17,12950,1
12,2007-5-16,12949,1
13,2007-5-15,12948,0
14,2007-5-14,12948,-7
1,2007-6-20,13542,65
2,2007-6-19,13477,97
3,2007-6-18,13380,42
4,2007-6-15,13338,40
5,2007-6-14,13298,10
6,2007-6-13,13288,140
7,2007-6-12,13148,26
8,2007-6-11,13122,11
9,2007-6-8,13111,7
10,2007-6-7,13104,13
11,2007-6-6,13091,6
12,2007-6-5,13085,18
13,2007-6-4,13067,17
14,2007-6-1,13050,24
1,2007-7-10,14009,30
2,2007-7-9,13979,42
3,2007-7-6,13937,50
4,2007-7-5,13887,35
5,2007-7-4,13852,47
6,2007-7-3,13805,14
7,2007-7-2,13791,10
8,2007-6-29,13781,24
9,2007-6-28,13757,19
10,2007-6-27,13737,45
11,2007-6-26,13692,18
12,2007-6-25,13674,52
13,2007-6-22,13622,67
14,2007-6-21,13555,13
1,2007-7-30,14474,-5
2,2007-7-27,14479,-8
3,2007-7-26,14487,11
4,2007-7-25,14476,31
5,2007-7-24,14445,62
6,2007-7-23,14383,44
7,2007-7-20,14339,28
8,2007-7-19,14311,65
9,2007-7-18,14246,46
10,2007-7-17,14200,24
11,2007-7-16,14176,51
12,2007-7-13,14125,32
13,2007-7-12,14093,47
14,2007-7-11,14046,37
1,2007-9-7,14111,-28
2,2007-9-6,14139,-93
3,2007-9-5,14232,-11
4,2007-9-4,14243,-24
5,2007-9-3,14267,-6
6,2007-8-31,14273,-10
7,2007-8-30,14283,-6
8,2007-8-29,14289,-7
9,2007-8-28,14296,-18
10,2007-8-27,14314,-44
11,2007-8-24,14358,-43
12,2007-8-23,14401,-10
13,2007-8-22,14411,-26
14,2007-8-21,14437,-16
15,2007-8-20,14453,-15
1,2007-9-28,13032,-55
2,2007-9-27,13087,-48
3,2007-9-26,13135,-98
4,2007-9-25,13233,-136
5,2007-9-24,13369,-86
6,2007-9-21,13455,-75
7,2007-9-20,13530,-69
8,2007-9-19,13599,-39
9,2007-9-18,13638,-129
10,2007-9-17,13767,-71
11,2007-9-14,13838,-61
12,2007-9-13,13889,-46
13,2007-9-12,13935,-32
14,2007-9-11,13967,-100
15,2007-9-10,14067,-44
1,2007-10-18,13400,29
2,2007-10-17,13371,77
3,2007-10-16,13294,64
4,2007-10-15,13230,5
5,2007-10-12,13225,20
6,2007-10-11,13205,52
7,2007-10-10,13153,20
8,2007-10-9,13133,96
9,2007-10-8,13037,47
10,2007-9-30,12990,-33
11,2007-9-29,13023,-9
1,2007-11-7,13533,-15
2,2007-11-6,13548,29
3,2007-11-5,13519,2
4,2007-11-2,13517,5
5,2007-11-1,13512,-24
6,2007-10-31,13536,0
7,2007-10-30,13536,-10
8,2007-10-29,13546,-17
9,2007-10-26,13563,-13
10,2007-10-25,13577,-1
11,2007-10-24,13578,23
12,2007-10-23,13555,23
13,2007-10-22,13532,63
14,2007-10-19,13469,69
1,2007-12-17,13520,1
2,2007-12-14,13519,8
3,2007-12-13,13511,2
4,2007-12-12,13509,0
5,2007-12-11,13509,-2
6,2007-12-10,13511,-1
7,2007-12-7,13512,-3
8,2007-12-6,13515,0
9,2007-12-5,13515,-4
10,2007-12-4,13519,-6
11,2007-12-3,13525,0
12,2007-11-30,13525,0
13,2007-11-29,13525,-8
14,2007-11-28,13533,-8
1,2008-1-4,13588,2
2,2008-1-3,13586,5
3,2008-1-2,13581,9
4,2007-12-29,13572,5
5,2007-12-28,13567,2
6,2007-12-27,13565,13
7,2007-12-26,13552,6
8,2007-12-25,13546,3
9,2007-12-24,13543,5
10,2007-12-21,13538,6
11,2007-12-20,13532,-1
12,2007-12-19,13533,8
13,2007-12-18,13525,5
1,2008-1-25,13649,8
2,2008-1-24,13641,2
3,2008-1-23,13639,6
4,2008-1-22,13633,-1
5,2008-1-21,13634,17
6,2008-1-18,13617,1
7,2008-1-17,13616,0
8,2008-1-16,13616,8
9,2008-1-15,13608,-1
10,2008-1-14,13609,-2
11,2008-1-11,13611,2
12,2008-1-10,13609,1
13,2008-1-9,13608,6
14,2008-1-8,13602,13
15,2008-1-7,13589,1
1,2008-2-15,13683,3
2,2008-2-14,13680,1
3,2008-2-13,13679,3
4,2008-2-5,13676,1
5,2008-2-4,13675,2
6,2008-2-3,13673,0
7,2008-2-2,13673,2
8,2008-2-1,13671,2
9,2008-1-31,13669,3
10,2008-1-30,13666,3
11,2008-1-29,13663,6
12,2008-1-28,13657,8
