序号,日期,价格,涨跌
8,2014-6-25,17352,-6
9,2014-6-24,17358,-2
10,2014-6-23,17360,-8
11,2014-6-20,17368,0
12,2014-6-19,17368,-5
13,2014-6-18,17373,-3
14,2014-6-17,17376,-1
15,2014-6-16,17377,0
1,2014-7-24,17183,-6
2,2014-7-23,17189,-8
3,2014-7-22,17197,-12
4,2014-7-21,17209,-5
5,2014-7-18,17214,-17
6,2014-7-17,17231,-17
7,2014-7-16,17248,-17
8,2014-7-15,17265,-5
9,2014-7-14,17270,-3
10,2014-7-11,17273,-9
11,2014-7-10,17282,-6
12,2014-7-9,17288,-18
13,2014-7-8,17306,-3
14,2014-7-7,17309,-9
1,2014-9-22,16650,-175
2,2014-9-19,16825,-41
3,2014-9-18,16866,-12
4,2014-9-17,16878,-5
5,2014-9-16,16883,-8
6,2014-9-15,16891,-7
7,2014-9-12,16898,-12
8,2014-9-11,16910,-11
9,2014-9-10,16921,-12
10,2014-9-9,16933,-3
11,2014-9-5,16936,-11
12,2014-9-4,16947,-5
13,2014-9-3,16952,0
1,2014-10-11,14935,-61
2,2014-10-10,14996,-159
3,2014-10-9,15155,-42
4,2014-10-8,15197,-181
5,2014-9-30,15378,-199
6,2014-9-29,15577,-189
7,2014-9-28,15766,-192
8,2014-9-26,15958,-165
9,2014-9-25,16123,-180
10,2014-9-24,16303,-162
11,2014-9-23,16465,-185
1,2014-10-31,14786,7
2,2014-10-30,14779,1
3,2014-10-29,14778,1
4,2014-10-28,14777,0
5,2014-10-27,14777,9
6,2014-10-24,14768,0
7,2014-10-23,14768,11
8,2014-10-22,14757,1
9,2014-10-21,14756,-13
10,2014-10-20,14769,-16
11,2014-10-17,14785,-7
12,2014-10-16,14792,-5
13,2014-10-15,14797,-65
14,2014-10-14,14862,-23
15,2014-10-13,14885,-50
1,2014-11-21,14651,-30
2,2014-11-20,14681,-25
3,2014-11-19,14706,-30
4,2014-11-18,14736,-37
5,2014-11-17,14773,-13
6,2014-11-14,14786,-15
7,2014-11-13,14801,-1
8,2014-11-12,14802,1
9,2014-11-11,14801,9
10,2014-11-10,14792,-3
11,2014-11-7,14795,-5
12,2014-11-6,14800,5
13,2014-11-5,14795,-1
14,2014-11-4,14796,5
15,2014-11-3,14791,5
1,2014-12-31,13605,-2
2,2014-12-30,13607,-2
3,2014-12-29,13609,-8
4,2014-12-26,13617,-3
5,2014-12-25,13620,-1
6,2014-12-24,13621,-3
7,2014-12-23,13624,-1
8,2014-12-22,13625,-3
9,2014-12-19,13628,-5
10,2014-12-18,13633,-2
11,2014-12-17,13635,-5
12,2014-12-16,13640,-1
13,2014-12-15,13641,0
14,2014-12-12,13641,-59
1,2015-1-20,13507,-25
2,2015-1-19,13532,-33
3,2015-1-16,13565,-5
4,2015-1-15,13570,-15
5,2015-1-14,13585,-5
6,2015-1-13,13590,-11
7,2015-1-12,13601,-1
8,2015-1-9,13602,-1
9,2015-1-8,13603,0
10,2015-1-7,13603,-2
11,2015-1-6,13605,-1
12,2015-1-5,13606,-1
13,2015-1-4,13607,2
1,2015-2-9,13445,-6
2,2015-2-6,13451,-1
3,2015-2-5,13452,-5
4,2015-2-4,13457,-1
5,2015-2-3,13458,-2
6,2015-2-2,13460,1
7,2015-1-30,13459,2
8,2015-1-29,13457,3
9,2015-1-28,13454,-5
10,2015-1-27,13459,0
11,2015-1-26,13459,-13
12,2015-1-23,13472,-13
13,2015-1-22,13485,-11
14,2015-1-21,13496,-11
1,2015-2-28,13449,2
2,2015-2-27,13447,2
3,2015-2-26,13445,2
4,2015-2-25,13443,1
5,2015-2-17,13442,3
6,2015-2-16,13439,2
7,2015-2-15,13437,1
8,2015-2-13,13436,1
9,2015-2-12,13435,2
10,2015-2-11,13433,-9
11,2015-2-10,13442,-3
1,2015-3-20,13448,-2
2,2015-3-19,13450,-7
3,2015-3-18,13457,-5
4,2015-3-17,13462,-1
5,2015-3-16,13463,-3
6,2015-3-13,13466,-1
7,2015-3-12,13467,-3
8,2015-3-11,13470,-3
9,2015-3-10,13473,-2
10,2015-3-9,13475,-3
11,2015-3-6,13478,3
12,2015-3-5,13475,8
13,2015-3-4,13467,1
14,2015-3-3,13466,10
15,2015-3-2,13456,7
1,2015-4-10,13452,-1
2,2015-4-9,13453,-3
3,2015-4-8,13456,-1
4,2015-4-7,13457,5
5,2015-4-3,13452,-19
6,2015-4-2,13471,-2
7,2015-4-1,13473,-2
8,2015-3-31,13475,0
9,2015-3-30,13475,2
10,2015-3-27,13473,2
11,2015-3-26,13471,0
12,2015-3-25,13471,22
13,2015-3-24,13449,3
14,2015-3-23,13446,-2
1,2015-4-30,13395,8
2,2015-4-29,13387,-2
3,2015-4-28,13389,1
4,2015-4-27,13388,-3
5,2015-4-24,13391,-1
6,2015-4-23,13392,-7
7,2015-4-22,13399,1
8,2015-4-21,13398,-11
9,2015-4-20,13409,-6
10,2015-4-17,13415,-5
11,2015-4-16,13420,-7
12,2015-4-15,13427,-6
13,2015-4-14,13433,-10
14,2015-4-13,13443,-9
1,2015-5-20,13361,2
2,2015-5-19,13359,0
3,2015-5-18,13359,3
4,2015-5-15,13356,-10
5,2015-5-14,13366,-15
6,2015-5-13,13381,-1
7,2015-5-12,13382,-11
8,2015-5-11,13393,-3
9,2015-5-8,13396,-13
10,2015-5-7,13409,6
11,2015-5-6,13403,0
12,2015-5-5,13403,7
13,2015-5-4,13396,1
1,2015-6-9,13329,6
2,2015-6-8,13323,18
3,2015-6-5,13305,-8
4,2015-6-4,13313,0
5,2015-6-3,13313,6
6,2015-6-2,13307,-5
7,2015-6-1,13312,-1
8,2015-5-29,13313,-10
9,2015-5-28,13323,0
10,2015-5-27,13323,-2
11,2015-5-26,13325,-31
12,2015-5-25,13356,-9
13,2015-5-22,13365,-1
14,2015-5-21,13366,5
1,2015-6-29,13263,-28
2,2015-6-26,13291,-6
3,2015-6-25,13297,0
4,2015-6-24,13297,-33
5,2015-6-23,13330,-5
6,2015-6-19,13335,-2
7,2015-6-18,13337,0
8,2015-6-17,13337,1
9,2015-6-16,13336,3
10,2015-6-15,13333,3
11,2015-6-12,13330,-1
12,2015-6-11,13331,2
13,2015-6-10,13329,0
1,2015-7-17,13175,-10
2,2015-7-16,13185,5
3,2015-7-15,13180,-21
4,2015-7-14,13201,-2
5,2015-7-13,13203,0
6,2015-7-10,13203,-9
7,2015-7-9,13212,-6
8,2015-7-8,13218,-8
9,2015-7-7,13226,0
10,2015-7-6,13226,-12
11,2015-7-3,13238,-1
12,2015-7-2,13239,-9
13,2015-7-1,13248,-15
14,2015-6-30,13263,0
1,2015-8-7,13156,7
2,2015-8-6,13149,8
3,2015-8-5,13141,13
4,2015-8-4,13128,-8
5,2015-8-3,13136,-2
6,2015-7-31,13138,-5
7,2015-7-30,13143,-6
8,2015-7-29,13149,-1
9,2015-7-28,13150,-5
10,2015-7-27,13155,-3
11,2015-7-24,13158,-1
12,2015-7-23,13159,8
13,2015-7-22,13151,-8
14,2015-7-21,13159,-6
15,2015-7-20,13165,-10
1,2015-8-28,13085,-1
2,2015-8-27,13086,0
3,2015-8-26,13086,-1
4,2015-8-25,13087,-11
5,2015-8-24,13098,-5
6,2015-8-21,13103,0
7,2015-8-20,13103,1
8,2015-8-19,13102,-1
9,2015-8-18,13103,-3
10,2015-8-17,13106,-17
11,2015-8-14,13123,-2
12,2015-8-13,13125,-2
13,2015-8-12,13127,-40
14,2015-8-11,13167,1
15,2015-8-10,13166,10
1,2015-9-17,13058,1
2,2015-9-16,13057,-2
3,2015-9-15,13059,0
4,2015-9-14,13059,-1
5,2015-9-11,13060,-2
6,2015-9-10,13062,-3
7,2015-9-9,13065,-2
8,2015-9-8,13067,1
9,2015-9-7,13066,-11
10,2015-9-6,13077,0
11,2015-9-1,13077,-2
12,2015-8-31,13079,-6
1,2015-9-30,13051,-8
2,2015-9-29,13059,-2
3,2015-9-28,13061,5
4,2015-9-25,13056,-9
5,2015-9-24,13065,-2
6,2015-9-23,13067,6
7,2015-9-22,13061,2
8,2015-9-21,13059,0
9,2015-9-18,13059,1
1,2015-10-27,12993,-5
2,2015-10-26,12998,-8
3,2015-10-23,13006,-21
4,2015-10-22,13027,-26
5,2015-10-21,13053,-8
6,2015-10-20,13061,-15
7,2015-10-19,13076,3
8,2015-10-16,13073,-2
9,2015-10-15,13075,6
10,2015-10-14,13069,2
11,2015-10-13,13067,2
12,2015-10-12,13065,-6
13,2015-10-10,13071,-2
14,2015-10-9,13073,-3
15,2015-10-8,13076,25
1,2015-11-16,12942,-18
2,2015-11-13,12960,-3
3,2015-11-12,12963,-6
4,2015-11-11,12969,-3
5,2015-11-10,12972,-9
6,2015-11-9,12981,-11
7,2015-11-6,12992,-5
8,2015-11-5,12997,6
9,2015-11-4,12991,10
10,2015-11-3,12981,2
11,2015-11-2,12979,-10
12,2015-10-30,12989,10
13,2015-10-29,12979,1
14,2015-10-28,12978,-15
1,2015-12-4,12950,-15
2,2015-12-3,12965,2
3,2015-12-2,12963,3
4,2015-12-1,12960,1
5,2015-11-30,12959,1
6,2015-11-27,12958,7
7,2015-11-26,12951,-8
8,2015-11-25,12959,1
9,2015-11-24,12958,0
10,2015-11-23,12958,2
11,2015-11-20,12956,1
12,2015-11-19,12955,6
13,2015-11-18,12949,2
14,2015-11-17,12947,5
1,2015-12-25,12931,-1
2,2015-12-24,12932,5
3,2015-12-23,12927,2
4,2015-12-22,12925,9
5,2015-12-21,12916,0
6,2015-12-18,12916,-6
7,2015-12-17,12922,-3
8,2015-12-16,12925,-3
9,2015-12-15,12928,-5
10,2015-12-14,12933,-6
11,2015-12-11,12939,-3
12,2015-12-10,12942,-3
13,2015-12-9,12945,-3
14,2015-12-8,12948,-1
15,2015-12-7,12949,-1
1,2016-2-4,12317,-5
2,2016-2-3,12322,-6
3,2016-2-2,12328,-5
4,2016-2-1,12333,-15
5,2016-1-29,12348,-10
6,2016-1-28,12358,-31
7,2016-1-27,12389,-46
8,2016-1-26,12435,-16
9,2016-1-25,12451,-47
10,2016-1-22,12498,-27
11,2016-1-21,12525,-47
12,2016-1-20,12572,-47
13,2016-1-19,12619,-44
14,2016-1-18,12663,-16
1,2016-2-24,12193,-7
2,2016-2-23,12200,-9
3,2016-2-22,12209,-10
4,2016-2-19,12219,-18
5,2016-2-18,12237,-33
6,2016-2-17,12270,-10
7,2016-2-16,12280,-16
8,2016-2-15,12296,-5
9,2016-2-14,12301,-7
10,2016-2-6,12308,-3
11,2016-2-5,12311,-6
1,2016-3-15,11955,-28
2,2016-3-14,11983,-22
3,2016-3-11,12005,-2
4,2016-3-10,12007,-6
5,2016-3-9,12013,-2
6,2016-3-8,12015,-5
7,2016-3-7,12020,-43
8,2016-3-4,12063,-5
9,2016-3-3,12068,-13
10,2016-3-2,12081,-7
11,2016-3-1,12088,-2
12,2016-2-29,12090,-29
13,2016-2-26,12119,-71
14,2016-2-25,12190,-3
1,2016-4-1,11679,1
2,2016-3-31,11678,-1
3,2016-3-30,11679,0
4,2016-3-29,11679,-3
5,2016-3-28,11682,0
6,2016-3-25,11682,-7
7,2016-3-24,11689,-9
8,2016-3-23,11698,-11
9,2016-3-22,11709,-58
10,2016-3-21,11767,-135
11,2016-3-18,11902,-39
12,2016-3-17,11941,-7
13,2016-3-16,11948,-7
1,2016-4-22,12369,98
2,2016-4-21,12271,96
3,2016-4-20,12175,92
4,2016-4-19,12083,82
5,2016-4-18,12001,51
6,2016-4-15,11950,37
7,2016-4-14,11913,97
8,2016-4-13,11816,61
9,2016-4-12,11755,48
10,2016-4-11,11707,11
11,2016-4-8,11696,1
12,2016-4-7,11695,8
13,2016-4-6,11687,0
14,2016-4-5,11687,8
1,2016-5-13,12523,0
2,2016-5-12,12523,36
3,2016-5-11,12487,9
4,2016-5-10,12478,2
5,2016-5-9,12476,11
6,2016-5-6,12465,53
7,2016-5-5,12412,21
8,2016-5-4,12391,16
9,2016-5-3,12375,3
10,2016-4-29,12372,0
11,2016-4-28,12372,3
12,2016-4-27,12369,1
13,2016-4-26,12368,1
14,2016-4-25,12367,-2
1,2016-6-3,12618,2
2,2016-6-2,12616,1
3,2016-6-1,12615,2
4,2016-5-31,12613,38
5,2016-5-30,12575,-2
6,2016-5-27,12577,10
7,2016-5-26,12567,6
8,2016-5-25,12561,5
9,2016-5-24,12556,20
10,2016-5-23,12536,6
11,2016-5-20,12530,9
12,2016-5-19,12521,2
13,2016-5-18,12519,8
14,2016-5-17,12511,-15
15,2016-5-16,12526,3
1,2016-6-23,12717,0
2,2016-6-22,12717,19
3,2016-6-21,12698,12
4,2016-6-20,12686,19
5,2016-6-17,12667,-2
6,2016-6-16,12669,0
7,2016-6-15,12669,1
8,2016-6-14,12668,12
9,2016-6-13,12656,11
10,2016-6-12,12645,8
11,2016-6-8,12637,5
12,2016-6-7,12632,13
13,2016-6-6,12619,1
1,2016-7-13,13766,100
2,2016-7-12,13666,1
3,2016-7-11,13665,-1
4,2016-7-8,13666,28
5,2016-7-7,13638,6
6,2016-7-6,13632,3
7,2016-7-5,13629,296
8,2016-7-4,13333,48
9,2016-7-1,13285,210
10,2016-6-30,13075,259
11,2016-6-29,12816,97
12,2016-6-28,12719,0
13,2016-6-27,12719,2
14,2016-6-24,12717,0
1,2016-8-2,15190,-27
2,2016-8-1,15217,-91
3,2016-7-29,15308,-107
4,2016-7-28,15415,93
5,2016-7-27,15322,33
6,2016-7-26,15289,1
7,2016-7-25,15288,0
8,2016-7-22,15288,143
9,2016-7-21,15145,253
10,2016-7-20,14892,505
11,2016-7-19,14387,206
12,2016-7-18,14181,183
13,2016-7-15,13998,156
14,2016-7-14,13842,76
1,2016-8-22,14462,-71
2,2016-8-19,14533,-25
3,2016-8-18,14558,-3
4,2016-8-17,14561,-41
5,2016-8-16,14602,-89
6,2016-8-15,14691,-55
7,2016-8-12,14746,-21
8,2016-8-11,14767,-72
9,2016-8-10,14839,-49
10,2016-8-9,14888,-11
11,2016-8-8,14899,-29
12,2016-8-5,14928,-2
13,2016-8-4,14930,-188
14,2016-8-3,15118,-72
1,2016-9-9,14115,26
2,2016-9-8,14089,31
3,2016-9-7,14058,-5
4,2016-9-6,14063,-5
5,2016-9-5,14068,-13
6,2016-9-2,14081,-57
7,2016-9-1,14138,-88
8,2016-8-31,14226,-46
9,2016-8-30,14272,-66
10,2016-8-29,14338,-63
11,2016-8-26,14401,-36
12,2016-8-25,14437,-8
13,2016-8-24,14445,0
14,2016-8-23,14445,-17
1,2016-9-30,14866,68
2,2016-9-29,14798,119
3,2016-9-28,14679,252
4,2016-9-27,14427,61
5,2016-9-26,14366,43
6,2016-9-23,14323,88
7,2016-9-22,14235,23
8,2016-9-21,14212,30
9,2016-9-20,14182,27
10,2016-9-19,14155,13
11,2016-9-18,14142,1
12,2016-9-14,14141,2
13,2016-9-13,14139,3
14,2016-9-12,14136,21
1,2016-10-21,15359,-2
2,2016-10-20,15361,-10
3,2016-10-19,15371,79
4,2016-10-18,15292,3
5,2016-10-17,15289,-59
6,2016-10-14,15348,-68
7,2016-10-13,15416,-1
8,2016-10-12,15417,-2
9,2016-10-11,15419,1
10,2016-10-10,15418,66
11,2016-10-9,15352,43
12,2016-10-8,15309,40
13,2016-10-7,15269,41
14,2016-10-6,15228,21
15,2016-10-5,15207,119
16,2016-10-4,15088,163
17,2016-10-3,14925,59
1,2016-11-30,15999,-20
2,2016-11-29,16019,22
3,2016-11-28,15997,35
4,2016-11-25,15962,26
5,2016-11-24,15936,48
6,2016-11-23,15888,12
7,2016-11-22,15876,60
8,2016-11-21,15816,17
9,2016-11-18,15799,88
10,2016-11-17,15711,13
11,2016-11-16,15698,72
12,2016-11-15,15626,8
13,2016-11-14,15618,3
14,2016-11-11,15615,199
1,2016-12-20,15896,-61
2,2016-12-19,15957,2
3,2016-12-16,15955,0
4,2016-12-15,15955,2
5,2016-12-14,15953,0
6,2016-12-13,15953,45
7,2016-12-12,15908,3
8,2016-12-9,15905,-2
9,2016-12-8,15907,-2
10,2016-12-7,15909,-36
11,2016-12-6,15945,-2
12,2016-12-5,15947,-2
13,2016-12-2,15949,-20
14,2016-12-1,15969,-30
1,2017-1-9,15776,-9
2,2017-1-6,15785,-1
3,2017-1-5,15786,-1
4,2017-1-4,15787,-9
5,2017-1-3,15796,-2
6,2016-12-30,15798,0
7,2016-12-29,15798,19
8,2016-12-28,15779,-3
9,2016-12-27,15782,-71
10,2016-12-26,15853,1
11,2016-12-23,15852,16
12,2016-12-22,15836,3
13,2016-12-21,15833,-63
1,2017-3-10,15972,-3
2,2017-3-9,15975,0
3,2017-3-8,15975,10
4,2017-3-7,15965,0
5,2017-3-6,15965,10
6,2017-3-3,15955,0
7,2017-3-2,15955,-8
8,2017-3-1,15963,0
9,2017-2-28,15963,0
10,2017-2-27,15963,-9
11,2017-2-24,15972,-3
12,2017-2-23,15975,-1
13,2017-2-22,15976,-2
14,2017-2-21,15978,-1
15,2017-2-20,15979,-19
1,2017-4-19,15859,10
2,2017-4-18,15849,0
3,2017-4-17,15849,1
4,2017-4-14,15848,2
5,2017-4-13,15846,-2
6,2017-4-12,15848,-2
7,2017-4-11,15850,-3
8,2017-4-10,15853,5
9,2017-4-7,15848,0
10,2017-4-6,15848,-3
11,2017-4-5,15851,-8
12,2017-4-1,15859,-3
13,2017-3-31,15862,-5
1,2017-5-9,16003,-28
2,2017-5-8,16031,0
3,2017-5-5,16031,35
4,2017-5-4,15996,16
5,2017-5-3,15980,15
6,2017-5-2,15965,16
7,2017-4-28,15949,21
8,2017-4-27,15928,8
9,2017-4-26,15920,-2
10,2017-4-25,15922,9
11,2017-4-24,15913,41
12,2017-4-21,15872,11
13,2017-4-20,15861,2
1,2017-5-27,16076,-2
2,2017-5-26,16078,0
3,2017-5-25,16078,2
4,2017-5-24,16076,4
5,2017-5-23,16072,2
6,2017-5-22,16070,11
7,2017-5-19,16059,13
8,2017-5-18,16046,14
9,2017-5-17,16032,4
10,2017-5-16,16028,29
11,2017-5-15,15999,0
12,2017-5-12,15999,20
13,2017-5-11,15979,-17
14,2017-5-10,15996,-7
1,2017-6-16,16004,-15
2,2017-6-15,16019,-29
3,2017-6-14,16048,-20
4,2017-6-13,16068,-15
5,2017-6-12,16083,7
6,2017-6-9,16076,2
7,2017-6-8,16074,1
8,2017-6-7,16073,3
9,2017-6-6,16070,-1
10,2017-6-5,16071,6
11,2017-6-2,16065,-1
12,2017-6-1,16066,-11
13,2017-5-31,16077,1
1,2017-7-7,15893,-5
2,2017-7-6,15898,-8
3,2017-7-5,15906,-1
4,2017-7-4,15907,-11
5,2017-7-3,15918,-21
6,2017-6-30,15939,-7
7,2017-6-29,15946,-3
8,2017-6-28,15949,-10
9,2017-6-27,15959,-7
10,2017-6-26,15966,0
11,2017-6-23,15966,-2
12,2017-6-22,15968,-11
13,2017-6-21,15979,-9
14,2017-6-20,15988,-5
15,2017-6-19,15993,-11
1,2017-7-28,15899,0
2,2017-7-27,15899,-1
3,2017-7-26,15900,-3
4,2017-7-25,15903,0
5,2017-7-24,15903,1
6,2017-7-21,15902,3
7,2017-7-20,15899,0
8,2017-7-19,15899,26
9,2017-7-18,15873,3
10,2017-7-17,15870,-1
11,2017-7-14,15871,-1
12,2017-7-13,15872,-2
13,2017-7-12,15874,-5
14,2017-7-11,15879,-12
15,2017-7-10,15891,-2
1,2017-8-17,15895,12
2,2017-8-16,15883,2
3,2017-8-15,15881,12
4,2017-8-14,15869,6
5,2017-8-11,15863,4
6,2017-8-10,15859,0
7,2017-8-9,15859,1
8,2017-8-8,15858,0
9,2017-8-7,15858,-2
10,2017-8-4,15860,0
11,2017-8-3,15860,-1
12,2017-8-2,15861,-10
13,2017-8-1,15871,-17
14,2017-7-31,15888,-11
1,2017-9-6,15938,5
2,2017-9-5,15933,5
3,2017-9-4,15928,9
4,2017-9-1,15919,3
5,2017-8-31,15916,0
6,2017-8-30,15916,5
7,2017-8-29,15911,0
8,2017-8-28,15911,4
9,2017-8-25,15907,1
10,2017-8-24,15906,-3
11,2017-8-23,15909,1
12,2017-8-22,15908,0
13,2017-8-21,15908,13
14,2017-8-18,15895,0
1,2017-9-26,15992,1
2,2017-9-25,15991,12
3,2017-9-22,15979,5
4,2017-9-21,15974,2
5,2017-9-20,15972,0
6,2017-9-19,15972,6
7,2017-9-18,15966,1
8,2017-9-15,15965,3
9,2017-9-14,15962,5
10,2017-9-13,15957,2
11,2017-9-12,15955,6
12,2017-9-11,15949,1
13,2017-9-8,15948,9
14,2017-9-7,15939,1
1,2017-10-16,15998,28
2,2017-10-13,15970,-9
3,2017-10-12,15979,-2
4,2017-10-11,15981,0
5,2017-10-10,15981,0
6,2017-10-9,15981,-7
7,2017-10-6,15988,0
8,2017-10-5,15988,-1
9,2017-10-4,15989,-8
10,2017-10-3,15997,1
11,2017-10-2,15996,0
12,2017-9-30,15996,1
13,2017-9-29,15995,-4
14,2017-9-28,15999,3
15,2017-9-27,15996,4
1,2017-11-3,16007,5
2,2017-11-2,16002,3
3,2017-11-1,15999,1
4,2017-10-31,15998,0
5,2017-10-30,15998,6
6,2017-10-27,15992,6
7,2017-10-26,15986,-1
8,2017-10-25,15987,-1
9,2017-10-24,15988,-3
10,2017-10-23,15991,0
11,2017-10-20,15991,0
12,2017-10-19,15991,-1
13,2017-10-18,15992,-7
14,2017-10-17,15999,1
1,2017-12-15,15797,-6
2,2017-12-14,15803,-13
3,2017-12-13,15816,-6
4,2017-12-12,15822,-16
5,2017-12-11,15838,-4
6,2017-12-8,15842,0
7,2017-12-7,15842,-1
8,2017-12-6,15843,-5
9,2017-12-5,15848,2
10,2017-12-4,15846,1
11,2017-12-1,15845,-15
12,2017-11-30,15860,-9
13,2017-11-29,15869,-3
14,2017-11-28,15872,-9
15,2017-11-27,15881,-1
1,2018-1-4,15680,-9
2,2018-1-3,15689,-9
3,2018-1-2,15698,-1
4,2017-12-29,15699,-6
5,2017-12-28,15705,-8
6,2017-12-27,15713,-6
7,2017-12-26,15719,-1
8,2017-12-25,15720,-1
9,2017-12-22,15721,-61
10,2017-12-21,15782,-8
11,2017-12-20,15790,-3
12,2017-12-19,15793,-4
13,2017-12-18,15797,0
1,2018-1-24,15696,3
2,2018-1-23,15693,5
3,2018-1-22,15688,22
4,2018-1-19,15666,3
5,2018-1-18,15663,3
6,2018-1-17,15660,-1
7,2018-1-16,15661,1
8,2018-1-15,15660,2
9,2018-1-12,15658,1
10,2018-1-11,15657,1
11,2018-1-10,15656,0
12,2018-1-9,15656,-10
13,2018-1-8,15666,1
14,2018-1-5,15665,-15
1,2018-3-5,15699,2
2,2018-3-2,15697,1
3,2018-3-1,15696,11
4,2018-2-28,15685,2
5,2018-2-27,15683,0
6,2018-2-26,15683,-8
7,2018-2-24,15691,3
8,2018-2-23,15688,-1
9,2018-2-22,15689,0
10,2018-2-14,15689,1
1,2018-3-23,15657,-13
2,2018-3-22,15670,-1
3,2018-3-21,15671,-6
4,2018-3-20,15677,-11
5,2018-3-19,15688,-13
6,2018-3-16,15701,-11
7,2018-3-15,15712,-9
8,2018-3-14,15721,-1
9,2018-3-13,15722,-1
10,2018-3-12,15723,1
11,2018-3-9,15722,11
12,2018-3-8,15711,6
13,2018-3-7,15705,3
14,2018-3-6,15702,3
1,2018-4-13,15486,-11
2,2018-4-12,15497,-1
3,2018-4-11,15498,-7
4,2018-4-10,15505,-1
5,2018-4-9,15506,-5
6,2018-4-8,15511,-11
7,2018-4-4,15522,-9
8,2018-4-3,15531,-2
9,2018-4-2,15533,-13
10,2018-3-30,15546,-31
11,2018-3-29,15577,-26
12,2018-3-28,15603,-33
13,2018-3-27,15636,-11
14,2018-3-26,15647,-10
1,2018-5-24,16012,-11
2,2018-5-23,16023,95
3,2018-5-22,15928,175
4,2018-5-21,15753,57
5,2018-5-18,15696,39
6,2018-5-17,15657,111
7,2018-5-16,15546,3
8,2018-5-15,15543,5
9,2018-5-14,15538,13
10,2018-5-11,15525,7
11,2018-5-10,15518,9
12,2018-5-9,15509,3
13,2018-5-8,15506,28
14,2018-5-7,15478,13
1,2018-6-13,16403,-2
2,2018-6-12,16405,-2
3,2018-6-11,16407,-51
4,2018-6-8,16458,-3
