序号,日期,价格,涨跌
6,2004-7-1,15097,-69
7,2004-6-28,15166,-213
1,2004-8-5,14616,-9
2,2004-8-4,14625,-1
3,2004-8-3,14626,-1
4,2004-8-2,14627,0
5,2004-7-30,14627,-4
6,2004-7-29,14631,-3
7,2004-7-28,14634,-3
8,2004-7-27,14637,2
9,2004-7-26,14635,2
10,2004-7-23,14633,10
11,2004-7-22,14623,-5
12,2004-7-21,14628,1
13,2004-7-20,14627,-6
14,2004-7-19,14633,-9
1,2004-9-14,13807,15
2,2004-9-13,13792,22
3,2004-9-10,13770,19
4,2004-9-9,13751,5
5,2004-9-8,13746,-11
6,2004-9-7,13757,9
7,2004-9-6,13748,-4
8,2004-9-3,13752,3
9,2004-9-2,13749,2
10,2004-9-1,13747,2
11,2004-8-31,13745,8
12,2004-8-30,13737,-11
13,2004-8-27,13748,-3
14,2004-8-26,13751,-15
1,2004-9-30,13997,-36
2,2004-9-29,14033,1
3,2004-9-28,14032,-1
4,2004-9-27,14033,0
5,2004-9-24,14033,-3
6,2004-9-23,14036,138
7,2004-9-22,13898,32
8,2004-9-21,13866,31
9,2004-9-20,13835,3
10,2004-9-17,13832,2
11,2004-9-16,13830,13
12,2004-9-15,13817,10
1,2004-10-22,12397,-138
2,2004-10-21,12535,-188
3,2004-10-20,12723,-268
4,2004-10-19,12991,-226
5,2004-10-18,13217,-98
6,2004-10-15,13315,-82
7,2004-10-14,13397,-90
8,2004-10-13,13487,-82
9,2004-10-12,13569,-102
10,2004-10-11,13671,-118
11,2004-10-10,13789,-16
12,2004-10-9,13805,-92
13,2004-10-8,13897,-3
14,2004-10-8,13900,-1
15,2004-10-6,13901,-18
16,2004-10-6,13919,-78
1,2004-12-3,11993,0
2,2004-12-2,11993,0
3,2004-12-1,11993,-3
4,2004-11-30,11996,0
5,2004-11-29,11996,-7
6,2004-11-26,12003,-3
7,2004-11-25,12006,-9
8,2004-11-24,12015,-1
9,2004-11-23,12016,-9
10,2004-11-22,12025,-1
11,2004-11-19,12026,3
12,2004-11-18,12023,6
13,2004-11-17,12017,2
14,2004-11-16,12015,7
15,2004-11-15,12006,-2
1,2004-12-23,11899,-6
2,2004-12-22,11905,-8
3,2004-12-21,11913,-14
4,2004-12-20,11927,-12
5,2004-12-17,11939,-10
6,2004-12-16,11949,-3
7,2004-12-15,11952,-11
8,2004-12-14,11963,-6
9,2004-12-13,11696,-6
10,2004-12-10,11975,-1
11,2004-12-9,11976,-5
12,2004-12-8,11981,0
13,2004-12-7,11981,-7
14,2004-12-6,11988,-5
1,2005-1-12,11902,1
2,2005-1-11,11901,1
3,2005-1-10,11900,3
4,2005-1-7,11897,1
5,2005-1-6,11896,3
6,2005-1-5,11893,3
7,2005-1-4,11890,1
8,2005-1-3,11889,1
9,2004-12-31,11888,-1
10,2004-12-30,11889,0
11,2004-12-29,11889,-2
12,2004-12-28,11891,0
13,2004-12-27,11891,-5
14,2004-12-24,11896,-3
1,2005-2-1,12101,15
2,2005-1-31,12086,16
3,2005-1-28,12070,25
4,2005-1-27,12045,10
5,2005-1-26,12035,49
6,2005-1-25,11986,25
7,2005-1-24,11961,12
8,2005-1-21,11949,2
9,2005-1-20,11947,2
10,2005-1-19,11945,3
11,2005-1-18,11942,27
12,2005-1-17,11915,6
13,2005-1-14,11909,2
14,2005-1-13,11907,5
1,2005-3-11,12555,2
2,2005-3-10,12553,5
3,2005-3-9,12548,1
4,2005-3-8,12547,12
5,2005-3-7,12535,10
6,2005-3-4,12525,12
7,2005-3-3,12513,41
8,2005-3-2,12472,77
9,2005-3-1,12395,50
10,2005-2-28,12345,6
11,2005-2-25,12339,20
12,2005-2-24,12319,20
13,2005-2-23,12299,12
14,2005-2-22,12287,131
1,2005-4-22,13200,13
2,2005-4-21,13187,55
3,2005-4-20,13132,120
4,2005-4-19,13012,121
5,2005-4-18,12891,45
6,2005-4-15,12846,67
7,2005-4-14,12779,11
8,2005-4-13,12768,10
9,2005-4-12,12758,78
10,2005-4-11,12680,1
11,2005-4-8,12679,12
12,2005-4-7,12667,6
13,2005-4-6,12661,13
14,2005-4-5,12648,31
15,2005-4-4,12617,12
1,2005-5-12,13805,56
2,2005-5-11,13749,47
3,2005-5-10,13702,19
4,2005-5-9,13683,5
5,2005-5-8,13678,36
6,2005-5-7,13642,22
7,2005-5-6,13620,7
8,2005-5-5,13613,15
9,2005-4-30,13598,33
10,2005-4-29,13565,72
11,2005-4-28,13493,79
12,2005-4-27,13414,78
13,2005-4-26,13336,116
14,2005-4-25,13220,20
1,2005-6-1,13719,-1
2,2005-5-31,13720,2
3,2005-5-30,13718,-23
4,2005-5-27,13741,-108
5,2005-5-26,13849,-92
6,2005-5-25,13941,-17
7,2005-5-24,13958,-17
8,2005-5-23,13975,67
9,2005-5-20,13908,49
10,2005-5-19,13859,32
11,2005-5-18,13827,6
12,2005-5-17,13821,6
13,2005-5-16,13815,2
14,2005-5-13,13813,8
1,2005-6-21,13805,6
2,2005-6-20,13799,2
3,2005-6-17,13797,28
4,2005-6-16,13769,6
5,2005-6-15,13763,8
6,2005-6-14,13755,38
7,2005-6-13,13717,5
8,2005-6-10,13712,0
9,2005-6-9,13712,7
10,2005-6-8,13705,-1
11,2005-6-7,13706,1
12,2005-6-6,13705,-10
13,2005-6-3,13715,-1
14,2005-6-2,13716,-3
1,2005-7-11,13925,9
2,2005-7-8,13916,10
3,2005-7-7,13906,7
4,2005-7-6,13899,3
5,2005-7-5,13896,8
6,2005-7-4,13888,1
7,2005-7-1,13887,1
8,2005-6-30,13886,-1
9,2005-6-29,13887,15
10,2005-6-28,13872,5
11,2005-6-27,13867,38
12,2005-6-24,13829,12
13,2005-6-24,13829,12
14,2005-6-23,13817,6
15,2005-6-22,13811,6
1,2005-7-29,13978,-2
2,2005-7-28,13980,1
3,2005-7-27,13979,1
4,2005-7-26,13978,-1
5,2005-7-25,13979,1
6,2005-7-22,13978,0
7,2005-7-21,13978,-2
8,2005-7-20,13980,7
9,2005-7-19,13973,6
10,2005-7-18,13967,15
11,2005-7-15,13952,1
12,2005-7-14,13951,0
13,2005-7-13,13951,23
14,2005-7-12,13928,3
1,2005-8-19,13878,3
2,2005-8-18,13875,-4
3,2005-8-17,13879,-2
4,2005-8-16,13881,-17
5,2005-8-15,13898,-29
6,2005-8-12,13927,-4
7,2005-8-11,13931,-11
8,2005-8-10,13942,-11
9,2005-8-9,13953,-3
10,2005-8-8,13956,-1
11,2005-8-5,13957,-11
12,2005-8-4,13968,-3
13,2005-8-3,13971,-5
14,2005-8-2,13976,0
15,2005-8-1,13976,-2
1,2005-9-9,13748,1
2,2005-9-8,13747,-1
3,2005-9-7,13748,-1
4,2005-9-6,13749,0
5,2005-9-5,13749,-2
6,2005-9-2,13751,-13
7,2005-9-1,13764,-42
8,2005-8-31,13806,-3
9,2005-8-30,13809,-3
10,2005-8-29,13812,-5
11,2005-8-26,13817,-18
12,2005-8-25,13835,-13
13,2005-8-24,13848,-21
14,2005-8-23,13869,-2
15,2005-8-22,13871,-7
1,2005-9-29,14002,87
2,2005-9-28,13915,46
3,2005-9-27,13869,4
4,2005-9-26,13865,7
5,2005-9-23,13858,23
6,2005-9-22,13835,36
7,2005-9-21,13799,10
8,2005-9-20,13789,3
9,2005-9-19,13786,21
10,2005-9-16,13765,8
11,2005-9-15,13757,1
12,2005-9-14,13756,1
13,2005-9-13,13755,6
14,2005-9-12,13749,1
1,2005-10-19,14686,51
2,2005-10-18,14635,15
3,2005-10-17,14620,18
4,2005-10-14,14602,32
5,2005-10-13,14570,8
6,2005-10-12,14562,87
7,2005-10-11,14475,3
8,2005-10-10,14472,7
9,2005-10-9,14465,179
10,2005-10-8,14286,0
11,2005-10-7,14286,35
12,2005-10-6,14251,46
13,2005-10-5,14205,53
14,2005-9-30,14152,150
1,2005-11-8,14597,6
2,2005-11-7,14591,-5
3,2005-11-4,14596,-11
4,2005-11-3,14607,-2
5,2005-11-2,14609,-12
6,2005-11-1,14621,-6
7,2005-10-31,14627,-12
8,2005-10-28,14639,-8
9,2005-10-27,14647,-6
10,2005-10-26,14653,-13
11,2005-10-25,14666,-3
12,2005-10-24,14669,-16
13,2005-10-21,14685,-3
14,2005-10-20,14688,2
1,2005-11-28,14656,-1
2,2005-11-25,14657,-3
3,2005-11-24,14660,3
4,2005-11-23,14657,0
5,2005-11-22,14657,2
6,2005-11-21,14655,17
7,2005-11-18,14638,17
8,2005-11-17,14621,18
9,2005-11-16,14603,4
10,2005-11-15,14599,3
11,2005-11-14,14596,-2
12,2005-11-11,14598,-2
13,2005-11-10,14600,-3
14,2005-11-9,14603,6
1,2006-1-6,14658,0
2,2006-1-5,14658,2
3,2006-1-4,14656,3
4,2005-12-31,14653,7
5,2005-12-30,14646,1
6,2005-12-29,14645,5
7,2005-12-28,14640,12
8,2005-12-27,14628,7
9,2005-12-26,14621,2
10,2005-12-23,14619,0
11,2005-12-22,14619,0
12,2005-12-21,14619,3
13,2005-12-20,14616,6
14,2005-12-19,14610,8
1,2006-2-16,14885,3
2,2006-2-15,14882,6
3,2006-2-14,14876,10
4,2006-2-13,14866,3
5,2006-2-10,14863,2
6,2006-2-9,14861,3
7,2006-2-8,14858,10
8,2006-2-7,14848,45
9,2006-2-6,14803,1
10,2006-2-5,14802,1
11,2006-2-5,14802,1
1,2006-3-8,14720,-5
2,2006-3-7,14725,-15
3,2006-3-6,14740,-47
4,2006-3-3,14787,-21
5,2006-3-2,14808,-23
6,2006-3-1,14831,-33
7,2006-2-28,14864,-22
8,2006-2-27,14886,0
9,2006-2-24,14886,-7
10,2006-2-23,14893,-3
11,2006-2-22,14896,-1
12,2006-2-21,14897,7
13,2006-2-20,14890,2
14,2006-2-17,14888,3
1,2006-3-28,14641,1
2,2006-3-27,14640,-1
3,2006-3-24,14641,-1
4,2006-3-23,14642,-35
5,2006-3-22,14676,-17
6,2006-3-21,14693,-3
7,2006-3-20,14700,-2
8,2006-3-20,14696,-1
9,2006-3-17,14697,-1
10,2006-3-16,14698,-2
11,2006-3-15,14700,0
12,2006-3-14,14700,0
13,2006-3-10,14702,-7
14,2006-3-9,14709,-11
1,2006-4-17,14597,-2
2,2006-4-14,14599,-3
3,2006-4-13,14602,-1
4,2006-4-12,14603,-6
5,2006-4-11,14609,-12
6,2006-4-10,14621,-1
7,2006-4-7,14622,-3
8,2006-4-6,14625,2
9,2006-4-5,14623,2
10,2006-4-4,14621,-5
11,2006-4-3,14626,1
12,2006-3-31,14625,-3
13,2006-3-30,14628,-11
14,2006-3-29,14639,-2
1,2006-4-30,14581,0
2,2006-4-29,14581,-3
3,2006-4-28,14584,-1
4,2006-4-27,14585,-5
5,2006-4-26,14590,-7
6,2006-4-25,14596,-1
7,2006-4-24,14596,-1
8,2006-4-21,14597,0
9,2006-4-20,14597,-1
10,2006-4-19,14598,1
11,2006-4-18,14597,0
1,2006-5-26,14537,1
2,2006-5-25,14536,-5
3,2006-5-24,14541,-5
4,2006-5-23,14546,-6
5,2006-5-22,14552,-3
6,2006-5-19,14555,-2
7,2006-5-18,14557,0
8,2006-5-17,14557,-1
9,2006-5-16,14558,-2
10,2006-5-15,14560,-8
11,2006-5-12,14568,-2
12,2006-5-11,14570,-2
13,2006-5-10,14572,-1
14,2006-5-9,14573,-2
15,2006-5-8,14575,-6
1,2006-6-16,14553,-3
2,2006-6-15,14556,0
3,2006-6-14,14556,0
4,2006-6-13,14556,1
5,2006-6-12,14555,2
6,2006-6-9,14553,2
7,2006-6-8,14551,16
8,2006-6-7,14535,2
9,2006-6-6,14533,3
10,2006-6-5,14530,3
11,2006-6-2,14527,-5
12,2006-6-1,14532,-3
13,2006-5-31,14535,0
14,2006-5-30,14535,0
15,2006-5-29,14535,-2
1,2006-7-6,14457,-5
2,2006-7-5,14462,-5
3,2006-7-4,14467,-1
4,2006-7-3,14468,-11
5,2006-6-30,14479,-27
6,2006-6-29,14506,-23
7,2006-6-28,14529,-6
8,2006-6-27,14537,-1
9,2006-6-26,14537,-1
10,2006-6-23,14541,-3
11,2006-6-22,14541,0
12,2006-6-21,14541,-1
13,2006-6-20,14542,-8
14,2006-6-19,14550,-3
1,2006-7-26,14403,-2
2,2006-7-25,14403,-2
3,2006-7-24,14405,-2
4,2006-7-21,14407,-2
5,2006-7-20,14409,-2
6,2006-7-19,14411,-6
7,2006-7-18,14417,-11
8,2006-7-17,14428,-16
9,2006-7-14,14444,0
10,2006-7-13,14444,-3
11,2006-7-12,14447,-2
12,2006-7-11,14449,0
13,2006-7-10,14449,-5
14,2006-7-7,14454,-3
1,2006-9-4,14520,4
2,2006-9-1,14516,1
3,2006-8-31,14515,0
4,2006-8-30,14515,0
5,2006-8-29,14515,2
6,2006-8-28,14513,5
7,2006-8-25,14508,1
8,2006-8-24,14507,1
9,2006-8-23,14506,1
10,2006-8-22,14505,2
11,2006-8-21,14503,3
12,2006-8-18,14500,1
13,2006-8-17,14499,2
14,2006-8-16,14497,1
1,2006-10-13,13602,-17
2,2006-10-12,13619,-49
3,2006-10-11,13668,-25
4,2006-10-10,13693,-71
5,2006-10-9,13764,-22
6,2006-10-8,13786,-73
7,2006-10-7,13859,-1
8,2006-10-6,13860,-21
9,2006-10-5,13881,-202
10,2006-9-30,14083,-55
11,2006-9-29,14138,-10
12,2006-9-28,14148,-113
13,2006-9-27,14261,-56
14,2006-9-26,14317,-60
15,2006-9-25,14377,-9
1,2006-11-3,13136,-18
2,2006-11-2,13154,-7
3,2006-11-1,13161,-33
4,2006-10-31,13194,-21
5,2006-10-30,13215,-4
6,2006-10-27,13219,-20
7,2006-10-26,13239,-15
8,2006-10-25,13254,-7
9,2006-10-24,13261,-15
10,2006-10-23,13276,-63
11,2006-10-20,13339,-50
12,2006-10-19,13389,-38
13,2006-10-18,13427,-62
14,2006-10-17,13489,-76
15,2006-10-16,13565,-37
1,2006-12-13,13294,4
2,2006-12-12,13290,2
3,2006-12-11,13288,3
4,2006-12-8,13285,6
5,2006-12-7,13279,4
6,2006-12-6,13275,9
7,2006-12-5,13266,3
8,2006-12-4,13263,5
9,2006-12-1,13258,4
10,2006-11-30,13254,12
11,2006-11-29,13242,11
12,2006-11-28,13231,2
13,2006-11-27,13229,9
14,2006-11-24,13220,7
1,2007-2-9,13548,1
2,2007-2-8,13547,1
3,2007-2-7,13546,2
4,2007-2-6,13544,6
5,2007-2-5,13538,10
6,2007-2-2,13528,1
7,2007-2-1,13527,5
8,2007-1-31,13522,9
9,2007-1-30,13513,3
10,2007-1-29,13510,0
11,2007-1-26,13510,5
12,2007-1-25,13505,3
13,2007-1-24,13502,2
14,2007-1-23,13500,11
1,2007-3-2,13575,0
2,2007-3-1,13575,5
3,2007-2-28,13570,1
4,2007-2-27,13569,4
5,2007-2-26,13565,4
6,2007-2-25,13561,2
7,2007-2-17,13559,1
8,2007-2-16,13558,0
9,2007-2-15,13558,0
10,2007-2-14,13558,1
11,2007-2-13,13557,4
12,2007-2-12,13553,5
1,2007-5-22,13480,1
2,2007-5-21,13479,1
3,2007-5-18,13478,2
4,2007-5-17,13476,4
5,2007-5-16,13472,1
6,2007-5-15,13471,2
7,2007-5-14,13469,-9
8,2007-5-11,13478,-4
9,2007-5-10,13482,-2
10,2007-5-9,13484,-13
11,2007-5-8,13497,5
1,2007-6-11,13556,5
2,2007-6-8,13551,4
3,2007-6-7,13547,7
4,2007-6-6,13540,6
5,2007-6-5,13534,8
6,2007-6-4,13526,6
7,2007-6-1,13520,9
8,2007-5-31,13511,9
9,2007-5-30,13502,5
10,2007-5-29,13497,3
11,2007-5-28,13494,1
12,2007-5-25,13493,9
13,2007-5-24,13484,0
14,2007-5-23,13484,4
1,2007-8-30,14891,-8
2,2007-8-29,14899,-5
3,2007-8-28,14904,-18
4,2007-8-27,14922,-42
5,2007-8-24,14964,-28
6,2007-8-23,14992,-21
7,2007-8-22,15012,-11
8,2007-8-21,15024,-12
9,2007-8-20,15036,-12
10,2007-8-17,15048,-30
11,2007-8-16,15051,-8
12,2007-8-15,15059,-17
13,2007-8-14,15076,2
14,2007-8-13,15074,-13
1,2007-10-29,14095,-13
2,2007-10-26,14108,-4
3,2007-10-25,14112,7
4,2007-10-24,14105,7
5,2007-10-23,14098,43
6,2007-10-22,14055,109
7,2007-10-19,13946,24
8,2007-10-18,13922,11
9,2007-10-17,13911,70
10,2007-10-16,13841,38
11,2007-10-15,13803,26
12,2007-10-12,13777,23
13,2007-10-11,13754,18
14,2007-10-10,13736,54
1,2007-12-28,14218,1
2,2007-12-27,14217,2
3,2007-12-26,14215,2
4,2007-12-25,14213,3
5,2007-12-24,14210,5
6,2007-12-21,14205,2
7,2007-12-20,14203,-2
8,2007-12-19,14205,12
9,2007-12-18,14193,2
10,2007-12-17,14191,-1
11,2007-12-14,14192,0
12,2007-12-13,14192,1
13,2007-12-12,14191,3
14,2007-12-11,14188,-4
15,2007-12-10,14192,-4
1,2008-1-17,14255,-4
2,2008-1-16,14259,0
3,2008-1-15,14259,-2
4,2008-1-14,14261,-5
5,2008-1-11,14266,4
6,2008-1-10,14262,1
7,2008-1-9,14261,1
8,2008-1-8,14260,12
9,2008-1-7,14248,0
10,2008-1-4,14248,4
11,2008-1-3,14244,11
12,2008-1-2,14223,5
13,2007-12-29,14218,0
1,2008-2-5,14301,1
2,2008-2-4,14300,5
3,2008-2-3,14295,0
4,2008-2-2,14295,0
5,2008-2-1,14295,0
6,2008-1-31,14295,0
7,2008-1-30,14295,3
8,2008-1-29,14292,10
9,2008-1-28,14282,9
10,2008-1-25,14273,6
11,2008-1-24,14267,2
12,2008-1-23,14265,2
13,2008-1-22,14263,1
14,2008-1-21,14262,12
15,2008-1-18,14250,-5
1,2008-3-17,14413,-2
2,2008-3-14,14415,0
3,2008-3-13,14415,2
4,2008-3-12,14413,1
5,2008-3-11,14412,3
6,2008-3-10,14409,9
7,2008-3-7,14400,2
8,2008-3-6,14398,7
9,2008-3-5,14391,14
10,2008-3-4,14377,2
11,2008-3-3,14375,0
12,2008-2-29,14375,3
13,2008-2-28,14372,5
14,2008-2-27,14367,39
1,2008-4-3,14384,3
2,2008-4-2,14381,-6
3,2008-4-1,14387,-12
4,2008-3-31,14399,-1
5,2008-3-28,14400,0
6,2008-3-27,14400,-3
7,2008-3-26,14403,10
8,2008-3-25,14393,3
9,2008-3-24,14390,-9
10,2008-3-21,14399,-1
11,2008-3-20,14400,-13
12,2008-3-19,14413,-2
13,2008-3-18,14415,2
1,2008-4-25,14360,-11
2,2008-4-24,14371,2
3,2008-4-23,14369,6
4,2008-4-22,14363,1
5,2008-4-21,14362,0
6,2008-4-18,14362,-7
7,2008-4-17,14369,1
8,2008-4-16,14368,1
9,2008-4-15,14367,-5
10,2008-4-14,14372,4
11,2008-4-11,14368,3
12,2008-4-10,14365,0
13,2008-4-9,14365,0
14,2008-4-8,14365,0
15,2008-4-7,14365,-19
1,2008-6-5,14412,2
2,2008-6-4,14410,1
3,2008-6-3,14409,2
4,2008-6-2,14407,1
5,2008-5-30,14406,5
6,2008-5-29,14401,6
7,2008-5-28,14395,2
8,2008-5-27,14393,10
9,2008-5-26,14383,17
10,2008-5-23,14366,7
11,2008-5-22,14359,10
12,2008-5-21,14349,-1
13,2008-5-20,14350,8
14,2008-5-19,14342,2
1,2008-7-15,14267,-23
2,2008-7-14,14290,-8
3,2008-7-11,14298,-40
4,2008-7-10,14338,-25
5,2008-7-9,14363,-16
6,2008-7-8,14379,-12
7,2008-7-7,14391,-8
8,2008-7-4,14399,-2
9,2008-7-3,14401,-16
10,2008-7-2,14417,2
11,2008-7-1,14415,2
12,2008-6-30,14413,-13
13,2008-6-27,14426,-6
14,2008-6-26,14432,-7
1,2008-9-28,13235,-9
2,2008-9-27,13244,-13
3,2008-9-26,13257,-29
4,2008-9-25,13286,-5
5,2008-9-24,13291,-43
6,2008-9-23,13334,-34
7,2008-9-22,13368,-47
8,2008-9-19,13415,-116
9,2008-9-18,13531,-31
10,2008-9-17,13562,-46
11,2008-9-16,13608,-38
1,2008-11-12,11270,-127
2,2008-11-11,11397,-130
3,2008-11-10,11527,-166
4,2008-11-7,11693,-149
5,2008-11-6,11842,-62
6,2008-11-5,11904,-78
7,2008-11-4,11982,-109
8,2008-11-3,12091,-47
9,2008-10-31,12138,-21
10,2008-10-30,12159,-186
11,2008-10-29,12345,-14
12,2008-10-28,12359,-121
13,2008-10-27,12480,-15
14,2008-10-24,12495,-35
1,2008-12-2,11183,+20
2,2008-12-1,11163,+12
3,2008-11-28,11151,+27
4,2008-11-27,11124,+24
5,2008-11-26,11100,+79
6,2008-11-25,11021,+73
7,2008-11-24,10948,+5
8,2008-11-21,10943,+26
9,2008-11-20,10917,-2
10,2008-11-19,10919,-1
11,2008-11-18,10920,-95
12,2008-11-17,11015,-50
13,2008-11-14,11065,-66
14,2008-11-13,11131,-139
1,2009-1-9,11638,+17
2,2009-1-8,11621,+28
3,2009-1-7,11593,+12
4,2009-1-6,11581,+43
5,2009-1-5,11538,+35
6,2009-1-4,11503,+9
7,2008-12-31,11494,+7
8,2008-12-30,11487,+1
9,2008-12-29,11486,+8
10,2008-12-26,11478,+17
11,2008-12-25,11461,+12
12,2008-12-24,11449,+20
13,2008-12-23,11429,+12
1,2009-2-20,11785,+6
2,2009-2-19,11779,+45
3,2009-2-18,11734,+13
4,2009-2-17,11721,7
5,2009-2-16,11714,+22
6,2009-2-13,11692,10
7,2009-2-12,11682,+10
8,2009-2-11,11672,+2
9,2009-2-10,11670,+25
10,2009-2-9,11645,12
11,2009-2-6,11633,+1
12,2009-2-5,11632,+3
13,2009-2-4,11629,0
14,2009-2-3,11629,0
15,2009-2-2,11629,-2
16,2009-2-1,11631,0
1,2009-3-12,12010,+25
2,2009-3-11,11985,+15
3,2009-3-10,11970,+24
4,2009-3-9,11946,+5
5,2009-3-6,11941,+3
6,2009-3-5,11938,5
7,2009-3-4,11933,+7
8,2009-3-3,11926,+6
9,2009-3-2,11920,+2
10,2009-2-27,11918,-2
11,2009-2-26,11920,23
12,2009-2-25,11897,+68
13,2009-2-24,11829,21
14,2009-2-23,11808,+23
1,2009-4-1,12148,+13
2,2009-3-31,12135,+6
3,2009-3-30,12129,+2
4,2009-3-27,12127,5
5,2009-3-26,12122,1
6,2009-3-25,12121,1
7,2009-3-24,12120,+15
8,2009-3-23,12105,+11
9,2009-3-20,12094,+9
10,2009-3-19,12085,+11
11,2009-3-18,12074,+15
12,2009-3-17,12059,+24
13,2009-3-16,12035,+6
14,2009-3-13,12029,+19
1,2009-4-21,12920,92
2,2009-4-20,12828,27
3,2009-4-17,12801,59
4,2009-4-16,12742,44
5,2009-4-15,12698,67
6,2009-4-14,12631,+72
7,2009-4-13,12559,+83
8,2009-4-10,12476,+24
9,2009-4-9,12452,+112
10,2009-4-8,12340,+44
11,2009-4-7,12296,+35
12,2009-4-3,12261,+45
13,2009-4-2,12216,+68
1,2009-5-11,13121,8
2,2009-5-8,13113,+2
3,2009-5-7,13111,+15
4,2009-5-6,13096,+10
5,2009-5-5,13086,+19
6,2009-5-4,13067,+2
7,2009-4-30,13065,7
8,2009-4-29,13058,15
9,2009-4-28,13043,10
10,2009-4-27,13033,4
