序号,日期,价格,涨跌,折1%关税,折滑准税
10,2012-12-10,85.21,0.08,13687,14609
11,2012-12-7,85.13,0.44,13675,14595
12,2012-12-6,84.69,0.00,13605,14547
13,2012-12-5,84.69,-0.54,13605,14547
14,2012-12-4,85.23,0.00,13691,14612
15,2012-12-3,85.23,0.91,13691,14612
1,2013-1-10,85.82,-0.15,13775,14877
2,2013-1-9,85.97,-0.39,13798,14889
3,2013-1-8,86.36,0.29,13860,14929
4,2013-1-7,86.07,0.00,13814,14893
5,2013-1-6,86.07,0.00,13814,14893
6,2013-1-5,86.07,0.00,13814,14893
7,2013-1-4,86.07,0.66,13814,14893
8,2012-12-31,85.41,-0.88,13719,14629
9,2012-12-28,86.29,-0.76,13858,14737
10,2012-12-27,87.05,0.42,13979,14825
11,2012-12-26,86.63,0.00,13912,14781
12,2012-12-25,86.63,0.2,13912,14781
13,2012-12-24,86.43,0.19,13881,14747
1,2013-1-30,89.97,0.50,14431,15333
2,2013-1-29,89.47,0.30,14352,15277
3,2013-1-28,89.17,-1.00,14305,15240
4,2013-1-25,90.17,1.05,14463,15352
5,2013-1-24,89.12,0.42,14297,15232
6,2013-1-23,88.70,0.50,14230,15189
7,2013-1-22,88.20,0,14151,15132
8,2013-1-21,88.20,0.50,14151,15132
9,2013-1-18,87.70,0.29,14072,15075
10,2013-1-17,87.41,1.15,14026,15039
11,2013-1-16,86.26,0.25,13844,14925
12,2013-1-15,86.01,0.00,13805,14896
13,2013-1-14,86.01,0.05,13805,14896
14,2013-1-11,85.96,0.14,13797,14887
1,2013-2-19,91.58,0.00,14658,15503
2,2013-2-18,91.58,1.06,14658,15503
3,2013-2-17,90.52,0.00,14491,15382
4,2013-2-16,90.52,0.00,14491,15382
5,2013-2-8,90.52,-0.09,14491,15382
6,2013-2-7,90.61,0.15,14505,15383
7,2013-2-6,90.46,-0.14,14481,15372
8,2013-2-5,90.60,-0.39,14503,15381
9,2013-2-4,90.99,0.00,14565,15433
10,2013-2-1,90.99,0.22,14565,15433
11,2013-1-31,90.77,0.80,14558,15425
1,2013-3-11,95.30,0.23,15260,15945
2,2013-3-8,95.07,-0.40,15223,15922
3,2013-3-7,95.47,0.16,15286,15959
4,2013-3-6,95.31,0.33,15261,15947
5,2013-3-5,94.98,0.66,15209,15907
6,2013-3-4,94.32,0.00,15105,15828
7,2013-3-1,94.32,0.53,15105,15828
8,2013-2-28,93.79,2.48,15007,15755
9,2013-2-27,91.31,0.19,14616,15472
10,2013-2-26,91.12,-0.28,14586,15440
11,2013-2-25,91.40,-0.09,14630,15473
12,2013-2-22,91.49,-0.59,14644,15488
13,2013-2-21,92.08,0.15,14737,15558
14,2013-2-20,91.93,0.35,14713,15533
1,2013-3-29,97.95,0.00,15678,16261
2,2013-3-28,97.95,0.48,15678,16261
3,2013-3-27,97.47,1.12,15603,16213
4,2013-3-26,96.35,-0.47,15426,16074
5,2013-3-25,96.82,-0.72,15500,16121
6,2013-3-22,97.54,-0.69,15614,16224
7,2013-3-21,98.23,-1.37,15723,16307
8,2013-3-20,99.60,0.20,15939,16469
9,2013-3-19,99.40,-0.51,15908,16452
10,2013-3-18,99.91,0.99,15988,16504
11,2013-3-15,98.92,1.90,15832,16389
12,2013-3-14,97.02,1.11,15531,16154
13,2013-3-13,95.91,0.37,15356,16016
14,2013-3-12,95.54,0.24,15298,15970
1,2013-5-10,96.43,0.20,15326,16000
2,2013-5-9,96.23,0.47,15295,15967
3,2013-5-8,95.76,-0.32,15221,15920
4,2013-5-7,96.08,0.40,15271,15958
5,2013-5-6,95.68,0.39,15208,15907
6,2013-5-3,95.29,1.40,15147,15858
7,2013-5-2,93.89,-0.31,14928,15700
8,2013-4-28,94.20,0.00,15065,15801
9,2013-4-27,94.2,0.31,15065,15801
10,2013-4-26,93.89,0.29,15016,15764
11,2013-4-25,93.60,-0.76,14970,15731
12,2013-4-24,94.36,-0.94,15090,15813
13,2013-4-23,95.30,0.66,15239,15923
14,2013-4-22,94.64,-0.54,15134,15844
1,2013-5-30,92.98,-0.35,14785,15594
2,2013-5-29,93.33,0.26,14840,15637
3,2013-5-28,93.07,0,14799,15594
4,2013-5-27,93.07,0.17,14799,15594
5,2013-5-24,92.90,-0.68,14772,15580
6,2013-5-23,93.58,-0.32,14879,15664
7,2013-5-22,93.90,-1.13,14929,15702
8,2013-5-21,95.03,-0.31,15106,15830
9,2013-5-20,95.34,0.30,15155,15866
10,2013-5-17,95.04,-0.16,15108,15831
11,2013-5-16,95.20,-0.42,15133,15843
12,2013-5-15,95.62,0.46,15199,15897
13,2013-5-14,95.16,-0.19,15127,15851
14,2013-5-13,95.35,-1.08,15157,15867
1,2013-6-19,96.37,-1.48,15251,15936
2,2013-6-18,97.85,-1.21,15482,16117
3,2013-6-17,99.06,0.00,15671,16268
4,2013-6-14,99.06,1.02,15671,16268
5,2013-6-13,98.04,2.40,15512,16133
6,2013-6-9,95.64,0.00,15137,15847
7,2013-6-8,95.64,0.00,15137,15847
8,2013-6-7,95.64,0.24,15137,15847
9,2013-6-6,95.40,-0.22,15099,15822
10,2013-6-5,95.62,0.93,15134,15843
11,2013-6-4,94.69,2.24,14988,15735
12,2013-6-3,92.45,-0.36,14639,15482
13,2013-5-31,92.81,-0.17,14758,15565
1,2013-7-9,96.44,0.39,15166,15878
2,2013-7-8,96.05,-0.57,15106,15829
3,2013-7-5,96.62,0.00,15194,15892
4,2013-7-4,96.62,1.19,15194,15892
5,2013-7-3,95.43,-0.41,15010,15757
6,2013-7-2,95.84,0.63,15073,15809
7,2013-7-1,95.21,-0.10,14975,15736
8,2013-6-28,95.31,0.00,15085,15807
9,2013-6-27,95.31,-0.57,15085,15807
10,2013-6-26,95.88,1.18,15174,15886
11,2013-6-25,94.70,-0.78,14990,15737
12,2013-6-24,95.48,-0.06,15112,15835
13,2013-6-21,95.54,-0.50,15121,15845
14,2013-6-20,96.04,-0.33,15199,15897
1,2013-9-6,95.43,-0.30,15009,15757
2,2013-9-5,95.73,0.33,15056,15791
3,2013-9-4,95.40,-0.53,15004,15752
4,2013-9-3,95.93,0.00,15087,15809
5,2013-9-2,95.93,0.79,15087,15809
6,2013-8-30,95.14,-0.05,14959,15718
7,2013-8-29,95.19,-0.41,14966,15727
8,2013-8-28,95.60,-0.29,15030,15764
9,2013-8-27,95.89,1.40,15075,15811
10,2013-8-26,94.49,0.80,14858,15641
11,2013-8-23,93.69,-0.10,14734,15554
12,2013-8-22,93.79,-1.50,14749,15570
13,2013-8-21,95.29,－4.31,14982,15728
14,2013-8-20,99.60,0.12,15650,16247
15,2013-8-19,99.48,0.21,15632,16228
1,2013-10-17,93.46,-0.88,14676,15507
2,2013-10-16,94.34,-3.04,14812,15608
3,2013-10-15,97.38,0.31,15283,15955
4,2013-10-14,97.07,0.05,15235,15919
5,2013-10-12,97.02,0.00,15227,15926
6,2013-10-11,97.02,-0.01,15227,15926
7,2013-10-10,97.03,-0.38,15229,15928
8,2013-10-9,97.41,-0.21,15287,15960
9,2013-10-8,97.62,-0.86,15320,15994
10,2013-9-30,98.48,1.05,15482,16118
1,2013-11-6,88.48,-0.54,13871,14940
2,2013-11-5,89.02,-0.21,13955,14990
3,2013-11-4,89.23,-0.89,13987,15024
4,2013-11-1,90.12,-0.12,14125,15117
5,2013-10-31,90.24,-0.84,14177,15146
6,2013-10-30,91.08,0.12,14307,15243
7,2013-10-29,90.96,-0.07,14288,15237
8,2013-10-28,91.03,0.19,14299,15235
9,2013-10-25,90.84,-1.08,14270,15217
10,2013-10-24,91.92,-0.99,14437,15339
11,2013-10-23,92.91,-0.42,14590,15445
12,2013-10-22,93.33,-0.20,14655,15500
13,2013-10-21,93.53,-0.53,14686,15518
14,2013-10-18,94.06,0.60,14769,15576
1,2013-11-26,88.93,1.16,13941,14988
2,2013-11-25,87.77,-1.73,13761,14862
3,2013-11-22,89.50,0.04,14029,15042
4,2013-11-21,89.46,0.62,14023,15049
5,2013-11-20,88.84,0.00,13927,14973
6,2013-11-19,88.84,-0.43,13927,14973
7,2013-11-18,89.27,-0.20,13993,15017
8,2013-11-15,89.47,-0.61,14024,15051
9,2013-11-14,90.08,0.48,14118,15111
10,2013-11-13,89.60,0.35,14044,15058
11,2013-11-12,89.25,0.11,13990,15014
12,2013-11-11,89.14,-0.66,13973,15009
13,2013-11-8,89.80,-0.28,14075,15078
14,2013-11-7,90.08,1.60,14118,15111
1,2013-12-16,93.05,0.45,14553,15420
2,2013-12-13,92.60,1.00,14484,15375
3,2013-12-12,91.60,1.09,14329,15253
4,2013-12-11,90.51,-0.17,14161,15143
5,2013-12-10,90.68,0.00,14188,15157
6,2013-12-9,90.68,1.40,14188,15157
7,2013-12-6,89.28,-0.15,13972,15008
8,2013-12-5,89.43,0.44,13995,15019
9,2013-12-4,88.99,0.17,13927,14973
10,2013-12-3,88.82,-0.60,13901,14959
11,2013-12-2,89.42,0.57,13993,15017
12,2013-11-29,88.85,0.00,13928,14975
13,2013-11-28,88.85,-0.70,13928,14975
14,2013-11-27,89.55,0.62,14036,15050
1,2014-1-3,93.82,-0.41,14625,15753
2,2014-1-2,94.23,0.04,14688,15792
3,2013-12-31,94.19,0.67,14729,15549
4,2013-12-30,93.52,0.34,14626,15468
5,2013-12-27,93.18,0.11,14573,15441
6,2013-12-26,93.07,0.38,14556,15423
7,2013-12-25,92.69,0.49,14498,15375
8,2013-12-24,92.20,-0.70,14422,15323
9,2013-12-23,92.90,-0.46,14530,15410
10,2013-12-20,93.36,0.45,14601,15456
11,2013-12-19,92.91,0.09,14532,15411
12,2013-12-18,92.82,-0.84,14518,15397
13,2013-12-17,93.66,0.61,14647,15491
1,2014-2-14,97.83,-0.46,15217,16168
2,2014-2-13,98.29,-0.18,15287,16213
3,2014-2-12,98.47,1.21,15315,16243
4,2014-2-11,97.26,-0.26,15129,16105
5,2014-2-10,97.52,0.84,15169,16132
6,2014-2-8,96.68,0.00,15040,16039
7,2014-2-7,96.68,-0.33,15040,16039
8,2014-1-30,97.01,1.69,15115,16090
9,2014-1-29,95.32,0.12,14855,15915
10,2014-1-28,95.20,-2.99,14837,15895
11,2014-1-27,98.19,-0.10,15297,16223
12,2014-1-26,98.29,0,15312,16240
1,2014-3-6,97.74,-0.28,15227,16179
2,2014-3-5,98.02,0.66,15270,16210
3,2014-3-4,97.36,0.71,15168,16132
4,2014-3-3,96.65,-0.76,15059,16060
5,2014-2-28,97.41,1.09,15152,16129
6,2014-2-27,96.32,-0.45,14985,16009
7,2014-2-26,96.77,-1.08,15054,16054
8,2014-2-25,97.85,0.42,15220,16171
9,2014-2-24,97.43,0.62,15155,16132
10,2014-2-21,96.81,-0.30,15060,16060
11,2014-2-20,97.11,-1.20,15106,16095
12,2014-2-19,98.31,0.30,15290,16217
13,2014-2-18,98.01,0,15244,16183
14,2014-2-17,98.01,0.18,15244,16183
1,2014-3-26,101.21,3.38,15760,16561
2,2014-3-25,97.83,-2.62,15241,16194
3,2014-3-24,100.45,1.06,15644,16484
4,2014-3-21,99.39,-0.20,15481,16358
5,2014-3-20,99.59,-0.21,15511,16391
6,2014-3-19,99.80,0.71,15537,16403
7,2014-3-18,99.09,-0.16,15404,16307
8,2014-3-17,99.25,0.20,15459,16350
9,2014-3-14,99.05,-0.38,15428,16318
10,2014-3-13,99.43,0.61,15487,16365
11,2014-3-12,98.82,0.00,15393,16295
12,2014-3-11,98.82,0.30,15393,16295
13,2014-3-10,98.52,-1.17,15347,16262
14,2014-3-7,99.69,1.95,15527,16392
1,2014-4-15,97.05,1.60,15181,16145
2,2014-4-14,95.45,0.04,14934,15970
3,2014-4-11,95.41,-0.81,14928,15964
4,2014-4-10,96.22,-0.98,15053,16053
5,2014-4-9,97.2,0.52,15204,16155
6,2014-4-8,96.68,-0.41,15124,16099
7,2014-4-4,97.09,-0.62,15188,16152
8,2014-4-3,97.71,-0.85,15283,16224
9,2014-4-2,98.56,-1.03,15414,16318
10,2014-4-1,99.59,-1.00,15573,16426
11,2014-3-31,100.59,1.14,15665,16492
12,2014-3-28,99.45,0.72,15490,16368
13,2014-3-27,98.73,-2.48,15379,16281
1,2014-5-5,98.55,0.00,15472,16349
2,2014-5-4,98.55,0.16,15413,16317
3,2014-4-30,98.39,1.02,15388,16290
4,2014-4-29,97.37,-0.50,15231,16183
5,2014-4-28,97.87,0.04,15308,16235
6,2014-4-25,97.83,0.45,15302,16229
7,2014-4-24,97.38,-0.09,15232,16185
8,2014-4-23,97.47,0.84,15246,16185
9,2014-4-22,96.63,-0.10,15117,16091
10,2014-4-21,96.73,0.00,15132,16108
11,2014-4-18,96.73,-0.30,15132,16108
12,2014-4-17,97.03,0.69,15178,16142
13,2014-4-16,96.34,-0.71,15072,16058
1,2014-6-13,92.36,1.09,14526,15689
2,2014-6-12,91.27,-0.49,14357,15562
3,2014-6-11,91.76,0.22,14433,15616
4,2014-6-10,91.54,-0.07,14398,15593
5,2014-6-9,91.61,-0.06,14409,15605
6,2014-6-6,91.67,-0.43,14419,15615
7,2014-6-5,92.1,-0.52,14485,15659
8,2014-6-4,92.62,0.48,14566,15704
9,2014-6-3,92.14,1.15,14492,15666
10,2014-5-30,90.99,0.41,14300,15529
11,2014-5-29,90.58,-0.04,14237,15488
12,2014-5-28,90.62,-0.79,14243,15494
13,2014-5-27,91.41,0.00,14365,15572
14,2014-5-26,91.41,-1.59,14365,15572
1,2014-7-4,88.74,-0.54,13945,15292
2,2014-7-3,89.28,-0.38,14029,15343
3,2014-7-2,89.66,-0.23,14087,15380
4,2014-7-1,89.89,-0.56,14124,15406
5,2014-6-30,90.46,-0.19,14231,15481
6,2014-6-27,90.65,-0.06,14260,15499
7,2014-6-26,90.71,-0.20,14270,15510
8,2014-6-25,90.91,-2.00,14301,15529
9,2014-6-24,92.91,-0.22,14611,15738
10,2014-6-23,93.13,-0.14,14645,15761
11,2014-6-20,93.27,-0.52,14667,15784
12,2014-6-19,93.79,1.08,14747,15842
13,2014-6-18,92.71,0.78,14580,15719
14,2014-6-17,91.93,-0.38,14459,15631
15,2014-6-16,92.31,-0.05,14518,15680
1,2014-7-24,83.90,0.18,13195,14804
2,2014-7-23,83.72,0.00,13167,14798
3,2014-7-22,83.72,0.00,13167,14798
4,2014-7-21,83.72,0.07,13167,14798
5,2014-7-18,83.65,0.09,13157,14786
6,2014-7-17,83.56,-0.88,13143,14770
7,2014-7-16,84.44,-0.30,13279,14859
8,2014-7-15,84.74,0.02,13325,14885
9,2014-7-14,84.72,-0.27,13322,14894
10,2014-7-11,84.99,-1.00,13364,14915
11,2014-7-10,85.99,-0.45,13519,15009
12,2014-7-9,86.44,-0.86,13589,15060
13,2014-7-8,87.30,-0.26,13722,15141
14,2014-7-7,87.56,-1.18,13762,15172
1,2014-8-13,77.67,-0.60,12226,14226
2,2014-8-12,78.27,0.21,12319,14274
3,2014-8-11,78.06,0.12,12286,14261
4,2014-8-8,77.94,-0.04,12267,14251
5,2014-8-7,77.98,0.13,12274,14258
6,2014-8-6,77.85,-0.82,12254,14247
7,2014-8-5,78.67,0.85,12380,14310
8,2014-8-4,77.82,0.13,12249,14241
9,2014-8-1,77.69,-0.76,12229,14230
10,2014-7-31,78.45,-0.93,12351,14300
11,2014-7-30,79.38,-0.53,12495,14382
12,2014-7-29,79.91,0.06,12577,14428
13,2014-7-28,79.85,-2.45,12568,14429
14,2014-7-25,82.30,-1.60,12947,14651
1,2014-10-11,75.09,0,11810,13994
2,2014-10-10,75.09,-0.60,11835,14000
3,2014-10-9,75.69,-0.22,11928,14053
4,2014-10-8,75.91,1.67,11962,14070
5,2014-9-30,74.24,-0.47,11703,13935
6,2014-9-29,74.71,0.47,11776,13976
7,2014-9-28,74.24,0,11703,13935
8,2014-9-26,74.24,-0.13,11703,13935
9,2014-9-25,74.37,-1.63,11723,13937
10,2014-9-24,76.00,0.20,11976,14086
11,2014-9-23,75.80,-0.99,11945,14061
1,2014-10-31,74.65,-0.38,11742,13948
2,2014-10-30,75.03,0.51,11801,13983
3,2014-10-29,74.52,-0.49,11722,13947
4,2014-10-28,75.01,-0.07,11798,13980
5,2014-10-27,75.08,0.65,11809,13992
6,2014-10-24,74.43,0.19,11708,13930
7,2014-10-23,74.24,0.00,11679,13918
8,2014-10-22,74.24,0.00,11679,13918
9,2014-10-21,74.24,0.00,11679,13918
10,2014-10-20,74.24,-0.08,11679,13918
11,2014-10-17,74.32,-0.09,11691,13921
12,2014-10-16,74.41,-0.18,11705,13926
13,2014-10-15,74.59,-1.03,11733,13948
14,2014-10-14,75.62,0.49,11892,14034
15,2014-10-13,75.13,0.04,11816,13990
1,2014-12-11,71.24,-0.39,11205,13657
2,2014-12-10,71.63,1.05,11266,13698
3,2014-12-9,70.58,-0.31,11103,13608
4,2014-12-8,70.89,-0.71,11151,13634
5,2014-12-5,71.60,0.90,11261,13692
6,2014-12-4,70.70,0.88,11122,13620
7,2014-12-3,69.82,-0.21,10986,13549
8,2014-12-2,70.03,-0.67,11018,13568
9,2014-12-1,70.70,0.18,11132,13622
10,2014-11-28,70.52,0,11104,13609
11,2014-11-27,70.52,0.38,11104,13609
12,2014-11-26,70.14,0.19,11046,13580
13,2014-11-25,69.95,-0.58,11016,13565
14,2014-11-24,70.53,0.32,11106,13611
1,2014-12-31,72.19,0.06,11352,13737
2,2014-12-30,72.13,0.15,11343,13737
3,2014-12-29,71.98,-0.12,11320,13720
4,2014-12-26,72.10,0,11338,13731
5,2014-12-25,72.10,0,11338,13731
6,2014-12-24,72.10,-0.07,11338,13731
7,2014-12-23,72.17,0.69,11349,13733
8,2014-12-22,71.48,-0.28,11242,13681
9,2014-12-19,71.76,0,11286,13700
10,2014-12-18,71.76,0.11,11286,13700
11,2014-12-17,71.65,-0.40,11269,13691
12,2014-12-16,72.05,0.12,11331,13733
13,2014-12-15,71.93,0.04,11312,13721
14,2014-12-12,71.89,0.65,11306,13714
1,2015-2-9,70.99,-0.09,11144,13625
2,2015-2-6,71.08,0.30,11158,13631
3,2015-2-5,70.78,-0.37,11111,13607
4,2015-2-4,71.15,1.41,11168,13644
5,2015-2-3,69.74,0.04,10951,13527
6,2015-2-2,69.70,-0.23,10945,13530
7,2015-1-30,69.93,0.21,10957,13535
8,2015-1-29,69.72,0.54,10925,13516
9,2015-1-28,69.18,0.17,10842,13476
10,2015-1-27,69.01,1.12,10816,13454
11,2015-1-26,67.89,-0.45,10643,13373
12,2015-1-23,68.34,-0.24,10713,13408
13,2015-1-22,68.58,0.00,10750,13424
14,2015-1-21,68.58,-1.56,10750,13424
1,2015-3-20,70.39,1.19,11072,13591
2,2015-3-19,69.20,2.25,10888,13491
3,2015-3-18,66.95,-0.83,10540,13325
4,2015-3-17,67.78,-0.02,10669,13384
5,2015-3-16,67.80,-0.66,10672,13388
6,2015-3-13,68.46,0.74,10774,13433
7,2015-3-12,67.72,-0.21,10659,13383
8,2015-3-11,67.93,-1.13,10692,13393
9,2015-3-10,69.06,-0.61,10866,13485
10,2015-3-9,69.67,-0.22,10961,13528
11,2015-3-6,69.89,-0.35,10995,13549
12,2015-3-5,70.24,-0.05,11049,13584
13,2015-3-4,70.29,-0.91,11056,13582
14,2015-3-3,71.20,-0.05,11197,13658
15,2015-3-2,71.25,0.00,11205,13656
1,2015-4-10,73.04,-0.16,11513,13831
2,2015-4-9,73.20,0.17,11537,13839
3,2015-4-8,73.03,0.73,11511,13829
4,2015-4-7,72.30,1.06,11398,13760
5,2015-4-3,71.24,0.80,11234,13681
6,2015-4-2,70.44,-0.28,11110,13616
7,2015-4-1,70.72,0.95,11153,13637
8,2015-3-31,69.77,-0.68,10976,13537
9,2015-3-30,70.45,0.34,11081,13591
10,2015-3-27,70.11,-0.26,11029,13569
11,2015-3-26,70.37,-0.70,11069,13587
12,2015-3-25,71.07,0.00,11177,13644
13,2015-3-24,71.07,0.68,11177,13644
14,2015-3-23,70.39,0.00,11072,13591
1,2015-4-30,73.88,0.76,11643,13897
2,2015-4-29,73.12,0.00,11525,13835
3,2015-4-28,73.12,-0.23,11525,13835
4,2015-4-27,73.35,0.99,11561,13855
5,2015-4-24,72.36,1.37,11407,13771
6,2015-4-23,70.99,0.00,11195,13655
7,2015-4-22,70.99,-0.46,11195,13655
8,2015-4-21,71.45,0.00,11266,13699
9,2015-4-20,71.45,-0.31,11266,13699
10,2015-4-17,71.76,-0.57,11314,13724
11,2015-4-16,72.33,0.00,11403,13765
12,2015-4-15,72.33,-0.19,11403,13765
13,2015-4-14,72.52,0.00,11432,13779
14,2015-4-13,72.52,-0.52,11432,13779
1,2015-5-20,72.98,-0.30,11464,13795
2,2015-5-19,73.28,-0.89,11510,13828
3,2015-5-18,74.17,0.22,11647,13903
4,2015-5-15,73.95,0.35,11613,13885
5,2015-5-14,73.60,0.68,11559,13854
6,2015-5-13,72.92,-0.21,11454,13794
7,2015-5-12,73.13,-0.28,11487,13811
8,2015-5-11,73.41,0.16,11530,13841
9,2015-5-8,73.25,-0.25,11505,13822
10,2015-5-7,73.50,-0.56,11544,13846
11,2015-5-6,74.06,-0.04,11630,13894
12,2015-5-5,74.10,0.00,11637,13890
13,2015-5-4,74.10,0.22,11637,13890
1,2015-6-9,72.97,0.34,11423,13778
2,2015-6-8,72.63,-0.40,11370,13748
3,2015-6-5,73.03,0.00,11432,13778
4,2015-6-4,73.03,0.8,11432,13778
5,2015-6-3,72.23,-0.23,11309,13718
6,2015-6-2,72.46,-0.70,11344,13739
7,2015-6-1,73.16,0.08,11452,13791
8,2015-5-29,73.08,0.90,11479,13813
9,2015-5-28,72.18,-0.19,11340,13734
10,2015-5-27,72.37,-0.49,11370,13747
11,2015-5-26,72.86,0,11445,13794
12,2015-5-25,72.86,-0.38,11445,13794
13,2015-5-22,73.24,-0.25,11504,13821
14,2015-5-21,73.49,0.51,11542,13845
1,2015-6-29,74.55,1.85,11666,13913
2,2015-6-26,72.70,0.42,11381,13750
3,2015-6-25,72.28,0,11317,13716
4,2015-6-24,72.28,-1.04,11317,13716
5,2015-6-23,73.32,0,11477,13810
6,2015-6-19,73.32,0.13,11477,13810
7,2015-6-18,73.19,-0.38,11457,13797
8,2015-6-17,73.57,1.31,11515,13823
9,2015-6-16,72.26,-0.66,11313,13723
10,2015-6-15,72.92,0.40,11415,13769
11,2015-6-12,72.52,-0.66,11353,13739
12,2015-6-11,73.18,0.21,11455,13795
13,2015-6-10,72.97,0.00,11423,13778
1,2015-7-17,72.92,0.00,11421,13776
2,2015-7-16,72.92,-0.84,11421,13776
3,2015-7-15,73.76,0.50,11550,13843
4,2015-7-14,73.26,0.00,11473,13806
5,2015-7-13,73.26,0.07,11473,13806
6,2015-7-10,73.19,0.50,11463,13804
7,2015-7-9,72.69,-0.32,11386,13756
8,2015-7-8,73.01,-0.55,11435,13782
9,2015-7-7,73.56,-0.67,11520,13828
10,2015-7-6,74.23,0.00,11623,13885
11,2015-7-3,74.23,-0.18,11623,13885
12,2015-7-2,74.41,-0.35,11650,13906
13,2015-7-1,74.76,0.60,11704,13937
14,2015-6-30,74.16,-0.39,11606,13876
1,2015-8-7,70.28,-0.95,11014,13562
2,2015-8-6,71.23,-0.10,11160,13634
3,2015-8-5,71.33,-0.19,11175,13642
4,2015-8-4,71.52,-0.18,11205,13656
5,2015-8-3,71.70,0.60,11232,13679
6,2015-7-31,71.10,-0.45,11141,13632
7,2015-7-30,71.55,-0.52,11210,13663
8,2015-7-29,72.07,0.60,11290,13706
9,2015-7-28,71.47,-0.66,11198,13659
10,2015-7-27,72.13,0.00,11299,13706
11,2015-7-24,72.13,0.17,11299,13706
12,2015-7-23,72.13,0.17,11299,13706
13,2015-7-22,71.96,-0.97,11273,13696
14,2015-7-21,72.93,-0.25,11423,13778
15,2015-7-20,73.18,0.26,11461,13802
1,2015-9-17,70.67,0.31,11574,13860
2,2015-9-16,70.36,0.00,11524,13833
3,2015-9-15,70.36,-0.27,11524,13833
4,2015-9-14,70.63,0.47,11567,13852
5,2015-9-11,70.16,-0.03,11492,13817
6,2015-9-10,70.19,-0.23,11496,13823
7,2015-9-9,70.42,0.30,11533,13834
8,2015-9-8,70.12,0.00,11485,13809
9,2015-9-7,70.12,-0.12,11485,13809
10,2015-9-6,70.24,0.00,11504,13821
11,2015-9-1,70.24,0.11,11504,13821
12,2015-8-31,70.13,-0.08,10991,13544
1,2015-10-27,70.79,0.00,11548,13840
2,2015-10-26,70.79,0.19,11548,13840
3,2015-10-23,70.60,-1.39,11518,13826
4,2015-10-22,71.99,0.48,11741,13946
5,2015-10-21,71.51,0.42,11664,13911
6,2015-10-20,71.09,-0.37,11596,13876
7,2015-10-19,71.46,0.38,11656,13901
8,2015-10-16,71.08,-0.18,11595,13874
9,2015-10-15,71.26,0.00,11624,13886
10,2015-10-14,71.26,2.45,11624,13886
11,2015-10-13,68.81,0.00,11231,13677
12,2015-10-12,68.81,-0.20,11231,13677
13,2015-10-10,69.01,0.00,11263,13694
14,2015-10-9,69.01,-0.16,11263,13694
15,2015-10-8,69.17,1.08,11288,13704
1,2015-11-16,70.08,-0.04,11392,13764
2,2015-11-13,70.12,-0.11,11399,13760
3,2015-11-12,70.23,0.24,11416,13770
4,2015-11-11,69.99,0.00,11378,13757
5,2015-11-10,69.99,0.13,11378,13757
6,2015-11-9,69.86,-0.21,11357,13743
7,2015-11-6,70.07,0.00,11391,13762
8,2015-11-5,70.07,-0.67,11391,13762
9,2015-11-4,70.74,-0.46,11498,13813
10,2015-11-3,71.20,0.00,11571,13857
11,2015-11-2,71.20,0.69,11571,13857
12,2015-10-30,70.51,-0.21,11503,13820
13,2015-10-29,70.72,0.20,11537,13838
14,2015-10-28,70.52,-0.27,11505,13822
15,2015-10-28,70.52,-0.27,11505,13822
1,2015-12-4,71.43,0.36,11666,13914
2,2015-12-3,71.07,0.00,11608,13878
3,2015-12-2,71.07,0.79,11608,13878
4,2015-12-1,70.28,-1.08,11481,13805
5,2015-11-30,71.36,0.40,11597,13876
6,2015-11-27,70.96,0.00,11533,13833
7,2015-11-26,70.96,1.16,11533,13833
8,2015-11-25,69.80,0.42,11348,13732
9,2015-11-24,69.38,-0.94,11280,13705
10,2015-11-23,70.32,-0.05,11431,13777
11,2015-11-20,70.37,0.00,11439,13786
12,2015-11-19,70.37,0.00,11439,13786
13,2015-11-18,70.37,-0.16,11439,13786
14,2015-11-17,70.53,0.45,11464,13795
1,2015-12-25,71.03,0.66,11602,13871
2,2015-12-24,70.37,-0.38,11496,13822
3,2015-12-23,70.75,-0.01,11557,13851
4,2015-12-22,70.76,-0.25,11558,13852
5,2015-12-21,71.01,0.43,11598,13878
6,2015-12-18,70.58,-0.35,11529,13840
7,2015-12-17,70.93,0.00,11586,13863
8,2015-12-16,70.93,0.00,11586,13863
9,2015-12-15,70.93,-0.13,11586,13863
10,2015-12-14,71.06,0.00,11606,13877
11,2015-12-11,71.06,-0.94,11606,13877
12,2015-12-10,72.00,0.25,11757,13966
13,2015-12-9,71.75,-0.04,11717,13941
14,2015-12-8,71.79,-0.19,11724,13937
15,2015-12-7,71.98,0.55,11754,13962
1,2016-1-15,70.09,-0.06,11597,13877
2,2016-1-14,70.15,0.55,11607,13877
3,2016-1-13,69.60,0.10,11517,13826
4,2016-1-12,69.50,-0.12,11501,13817
5,2016-1-11,69.62,-0.12,11521,13830
6,2016-1-8,69.74,-0.48,11540,13842
7,2016-1-7,70.22,-0.49,11618,13879
8,2016-1-6,70.71,0.00,11698,13929
9,2016-1-5,70.71,-0.55,11698,13929
10,2016-1-4,71.26,-0.24,11787,13979
11,2015-12-31,71.50,0.00,11677,13916
12,2015-12-30,71.50,-0.13,11677,13916
13,2015-12-29,71.63,0.19,11698,13929
14,2015-12-28,71.44,0.41,11667,13916
1,2016-2-4,69.68,-0.48,11697,13929
