序号,日期,价格,涨跌,折1%关税,折滑准税
2,2016-2-3,70.16,0.66,11777,13966
3,2016-2-2,69.50,0.55,11668,13916
4,2016-2-1,68.95,-0.29,11577,13864
5,2016-1-29,69.24,0.21,11459,13800
6,2016-1-28,69.03,-0.56,11425,13781
7,2016-1-27,69.59,-0.17,11516,13824
8,2016-1-26,69.76,-0.98,11544,13846
9,2016-1-25,70.74,0.33,11703,13935
10,2016-1-22,70.41,0.07,11649,13905
11,2016-1-21,70.34,-0.23,11638,13891
12,2016-1-20,70.57,0.86,11675,13913
13,2016-1-19,69.71,0.00,11535,13836
14,2016-1-18,69.71,-0.38,11535,13836
1,2016-2-24,66.26,-0.40,11133,13623
2,2016-2-23,66.66,-0.55,11199,13660
3,2016-2-22,67.21,-0.45,11290,13705
4,2016-2-19,67.66,-0.42,11364,13741
5,2016-2-18,68.08,-0.26,11433,13780
6,2016-2-17,68.34,0.81,11476,13810
7,2016-2-16,67.53,0.00,11343,13737
8,2016-2-15,67.53,-0.9,11343,13737
9,2016-2-6,68.43,0.00,11491,13816
10,2016-2-5,68.43,-1.25,11491,13816
1,2016-3-15,66.88,0.90,11178,13645
2,2016-3-14,65.98,0.12,11030,13572
3,2016-3-11,65.86,0.32,11011,13558
4,2016-3-10,65.54,-0.23,10958,13536
5,2016-3-9,65.77,-0.42,10996,13550
6,2016-3-8,66.19,0.42,11065,13593
7,2016-3-7,65.77,0.46,10996,13550
8,2016-3-4,65.31,0.46,10920,13510
9,2016-3-3,64.85,-0.06,10845,13469
10,2016-3-2,64.91,-0.26,10855,13481
11,2016-3-1,65.17,-0.51,10897,13503
12,2016-2-29,65.68,-0.24,11037,13570
13,2016-2-26,65.92,0.05,11077,13597
14,2016-2-25,65.87,-0.39,11069,13587
1,2016-4-1,67.15,0.46,11211,13664
2,2016-3-31,66.69,0.42,11147,13629
3,2016-3-30,66.27,-0.62,11078,13598
4,2016-3-29,66.89,0.20,11180,13647
5,2016-3-28,66.69,0.00,11147,13629
6,2016-3-25,66.69,-0.54,11147,13629
7,2016-3-24,67.23,0.14,11235,13672
8,2016-3-23,67.09,0.22,11212,13666
9,2016-3-22,66.87,0.74,11176,13643
10,2016-3-21,66.13,-0.92,11055,13581
11,2016-3-18,67.05,0.00,11206,13658
12,2016-3-17,67.05,0.17,11206,13658
13,2016-3-16,66.88,0.00,11178,13645
1,2016-4-22,72.41,0.00,12074,14143
2,2016-4-21,72.41,0.59,12074,14143
3,2016-4-20,71.82,0.68,11977,14088
4,2016-4-19,71.14,1.74,11866,14026
5,2016-4-18,69.40,-0.74,11580,13868
6,2016-4-15,70.14,-0.26,11702,13934
7,2016-4-14,70.40,0.41,11744,13950
8,2016-4-13,69.99,0.53,11677,13916
9,2016-4-12,69.46,0.49,11590,13868
10,2016-4-11,68.97,0.87,11510,13828
11,2016-4-8,68.10,0.22,11367,13744
12,2016-4-7,67.88,-0.22,11331,13734
13,2016-4-6,68.10,0.00,11367,13744
14,2016-4-5,68.10,0.95,11367,13744
1,2016-5-13,69.27,0.00,11456,13796
2,2016-5-12,69.27,-0.2,11456,13796
3,2016-5-11,69.47,-0.87,11488,13813
4,2016-5-10,70.34,-0.50,11630,13893
5,2016-5-9,70.84,0.04,11711,13933
6,2016-5-6,70.80,-0.75,11704,13937
7,2016-5-5,71.55,-0.36,11826,14002
8,2016-5-4,71.91,-1.22,11885,14036
9,2016-5-3,73.13,0.75,12083,14142
10,2016-4-29,72.38,-0.16,12069,14137
11,2016-4-28,72.54,0.46,12095,14156
12,2016-4-27,72.08,-0.17,12020,14103
13,2016-4-26,72.25,0.11,12048,14124
14,2016-4-25,72.14,-0.27,12030,14114
1,2016-6-3,72.05,-0.54,12023,14106
2,2016-6-2,72.59,-0.40,12111,14164
3,2016-6-1,72.99,-0.21,12177,14193
4,2016-5-31,73.20,0.00,12094,14155
5,2016-5-30,73.20,0.24,12094,14155
6,2016-5-27,72.96,1.35,12055,14133
7,2016-5-26,71.61,0.02,11836,14002
8,2016-5-25,71.59,1.19,11833,13998
9,2016-5-24,70.40,-0.12,11639,13893
10,2016-5-23,70.52,0.51,11659,13905
11,2016-5-20,70.01,-0.86,11576,13862
12,2016-5-19,70.87,0.24,11716,13939
13,2016-5-18,70.63,1.27,11677,13915
14,2016-5-17,69.36,0.09,11470,13802
15,2016-5-16,69.27,0.00,11456,13796
1,2016-6-23,74.53,0.29,12430,14343
2,2016-6-22,74.24,-0.88,12382,14312
3,2016-6-21,75.12,0.00,12527,14406
4,2016-6-20,75.12,1.06,12527,14406
5,2016-6-17,74.06,0.75,12353,14302
6,2016-6-16,73.31,-0.23,12230,14231
7,2016-6-15,73.54,-0.23,12267,14251
8,2016-6-14,73.77,-0.10,12305,14271
9,2016-6-13,73.87,0,12321,14278
10,2016-6-12,73.87,-0.68,12321,14278
11,2016-6-8,74.55,0.22,12433,14347
12,2016-6-7,74.33,1.39,12397,14329
13,2016-6-6,72.94,0.89,12169,14195
1,2016-7-13,80.63,3.00,13590,15062
2,2016-7-12,77.63,2.18,13092,14738
3,2016-7-11,75.45,0.75,12730,14529
4,2016-7-8,74.70,0.00,12605,14448
5,2016-7-7,74.70,0.17,12605,14448
6,2016-7-6,74.53,0.25,12577,14427
7,2016-7-5,74.28,0.00,12535,14404
8,2016-7-4,74.28,0.69,12535,14404
9,2016-7-1,73.59,-1.41,12276,14260
10,2016-6-30,75.00,0.00,12507,14396
11,2016-6-29,75.00,1.29,12507,14396
12,2016-6-28,73.71,-0.18,12295,14271
13,2016-6-27,73.89,-0.95,12325,14282
14,2016-6-24,74.84,0.31,12481,14377
1,2016-8-2,84.65,0.20,14459,15631
2,2016-8-1,84.45,1.08,14425,15608
3,2016-7-29,83.37,-0.50,14045,15361
4,2016-7-28,83.87,-0.48,14128,15411
5,2016-7-27,84.35,1.17,14208,15470
6,2016-7-26,83.18,-0.28,14013,15340
7,2016-7-25,83.46,-0.24,14060,15364
8,2016-7-22,83.70,0.72,14100,15393
9,2016-7-21,82.98,-1.04,13980,15317
10,2016-7-20,84.02,-0.35,14153,15424
11,2016-7-19,84.37,-0.23,14211,15473
12,2016-7-18,84.60,0.68,14249,15487
13,2016-7-15,83.92,0.76,14136,15420
14,2016-7-14,83.16,2.53,14010,15336
1,2016-8-22,79.06,-1.76,13517,15007
2,2016-8-19,80.82,0.38,13814,15202
3,2016-8-18,80.44,0.38,13750,15158
4,2016-8-17,80.06,-0.56,13686,15114
5,2016-8-16,80.62,-1.41,13780,15178
6,2016-8-15,82.03,-0.72,14018,15345
7,2016-8-12,82.75,0.50,14139,15422
8,2016-8-11,82.25,-1.63,14055,15358
9,2016-8-10,83.88,-3.00,14329,15546
10,2016-8-9,86.88,-0.28,14835,15892
11,2016-8-8,87.16,1.28,14882,15928
12,2016-8-5,85.88,1.44,14666,15783
13,2016-8-4,84.44,0.26,14423,15606
14,2016-8-3,84.18,-0.47,14380,15587
1,2016-9-30,78.40,-0.85,13231,14830
2,2016-9-29,79.25,-1.28,13372,14924
3,2016-9-28,80.53,-0.23,13585,15056
4,2016-9-27,80.76,0.00,13623,15085
5,2016-9-26,80.76,-1.24,13623,15085
6,2016-9-23,82.00,0.07,13829,15219
7,2016-9-22,81.93,0.80,13817,15206
8,2016-9-21,81.13,1.99,13684,15126
9,2016-9-20,79.14,1.21,13354,14903
10,2016-9-19,77.93,0.24,13152,14781
11,2016-9-18,77.69,0.00,13113,14762
12,2016-9-14,77.69,0.24,13113,14762
13,2016-9-13,77.45,-1.94,13073,14730
14,2016-9-12,79.39,-0.37,13395,14937
1,2016-10-21,80.30,-1.12,13684,15126
2,2016-10-20,81.42,0.00,13872,15239
3,2016-10-19,81.42,-0.10,13872,15239
4,2016-10-18,81.52,0.86,13889,15258
5,2016-10-17,80.78,1.4,13765,15175
6,2016-10-14,79.38,0.27,13530,15021
7,2016-10-13,79.11,1.67,13484,14997
8,2016-10-12,77.44,-0.17,13204,14813
9,2016-10-11,77.61,0.58,13232,14832
10,2016-10-10,77.03,-0.96,13135,14774
11,2016-10-9,77.99,0.00,13296,14878
12,2016-10-8,77.99,-0.41,13296,14878
1,2016-11-10,77.89,-0.62,13395,14936
2,2016-11-9,78.51,-0.09,13500,15001
3,2016-11-8,78.60,0.00,13515,15005
4,2016-11-7,78.60,0.46,13515,15005
5,2016-11-4,78.14,-0.38,13437,14957
6,2016-11-3,78.52,0.48,13501,15003
7,2016-11-2,78.04,-0.30,13420,14951
8,2016-11-1,78.34,-2.02,13355,14905
9,2016-10-31,80.36,1.00,13694,15124
10,2016-10-28,79.36,0.38,13526,15017
11,2016-10-27,78.98,0.69,13462,14973
12,2016-10-26,78.29,-0.98,13347,14909
13,2016-10-25,79.27,-0.19,13511,15014
14,2016-10-24,79.46,-0.84,13543,15023
1,2016-11-30,80.77,-0.50,13883,15251
2,2016-11-29,81.27,0.57,13967,15303
3,2016-11-28,80.70,-0.38,13871,15238
4,2016-11-25,81.08,0.00,13935,15281
5,2016-11-24,81.08,-0.32,13935,15281
6,2016-11-23,81.4,-0.1,13989,15314
7,2016-11-22,81.50,-0.02,14006,15332
8,2016-11-21,81.52,-0.19,14010,15336
9,2016-11-18,81.71,0.39,14042,15357
10,2016-11-17,81.32,1.60,13976,15312
11,2016-11-16,79.72,1.03,13705,15135
12,2016-11-15,78.69,0.22,13530,15022
13,2016-11-14,78.47,-0.36,13493,14993
14,2016-11-11,78.83,0.94,13554,15035
1,2017-1-9,83.52,0.29,14803,15873
2,2017-1-6,83.23,-0.21,14752,15833
3,2017-1-5,83.44,2.08,14789,15872
4,2017-1-4,81.36,1.24,14425,15608
5,2017-1-3,80.12,0.09,14208,15471
6,2016-12-30,80.03,0.99,14012,15339
7,2016-12-29,79.04,0.00,13841,15219
8,2016-12-28,79.04,0.00,13841,15219
9,2016-12-27,79.04,0.00,13841,15219
10,2016-12-26,79.04,-0.21,13841,15219
11,2016-12-23,79.25,0.07,13877,15245
12,2016-12-22,79.18,0.73,13865,15232
13,2016-12-21,78.45,-0.25,13739,15160
1,2017-6-16,83.64,-1.44,14644,15760
2,2017-6-15,85.08,-0.99,14893,15940
3,2017-6-14,86.07,-0.61,15064,16065
4,2017-6-13,86.68,-0.16,15169,16133
5,2017-6-12,86.84,-0.45,15197,16162
6,2017-6-9,87.29,0.68,15275,16215
7,2017-6-8,86.61,-0.13,15157,16120
8,2017-6-7,86.74,0.00,15180,16144
9,2017-6-6,86.74,-0.31,15180,16144
10,2017-6-5,87.05,-0.42,15233,16186
11,2017-6-2,87.47,0.57,15306,16233
12,2017-6-1,86.90,-0.04,15207,16158
13,2017-5-31,86.94,-0.35,15220,16172
1,2017-7-7,85.10,0.31,14543,15594
2,2017-7-6,84.79,0.27,14491,15566
3,2017-7-5,84.52,0.00,14445,15532
4,2017-7-4,84.52,-1.06,14445,15532
5,2017-7-3,85.58,1.07,14624,15652
6,2017-6-30,84.51,-0.39,14794,15864
7,2017-6-29,84.90,0.00,14862,15921
8,2017-6-28,84.90,0.74,14862,15921
9,2017-6-27,84.16,0.60,14734,15828
10,2017-6-26,83.56,1.04,14630,15759
11,2017-6-23,82.52,0.09,14451,15636
12,2017-6-22,82.43,-0.70,14435,15619
13,2017-6-21,83.13,0.00,14556,15707
14,2017-6-20,83.13,-0.47,14556,15707
15,2017-6-19,83.60,-0.04,14637,15767
1,2017-7-28,85.52,0.42,14614,15642
2,2017-7-27,85.10,-0.44,14543,15594
3,2017-7-26,85.54,0.46,14617,15645
4,2017-7-25,85.08,0.00,14540,15591
5,2017-7-24,85.08,-0.50,14540,15591
6,2017-7-21,85.58,0.42,14624,15652
7,2017-7-20,85.16,-0.09,14553,15605
8,2017-7-19,85.25,0.49,14569,15621
9,2017-7-18,84.76,1.12,14486,15561
10,2017-7-17,83.64,0.21,14297,15428
11,2017-7-14,83.43,-0.81,14262,15403
12,2017-7-13,84.24,-0.41,14398,15495
13,2017-7-12,84.65,0.30,14467,15541
14,2017-7-11,84.35,-1.05,14417,15515
15,2017-7-10,85.40,0.30,14594,15634
1,2017-8-17,83.30,-0.37,14087,15283
2,2017-8-16,83.67,-0.42,14149,15323
3,2017-8-15,84.09,-0.39,14219,15371
4,2017-8-14,84.48,0.02,14284,15413
5,2017-8-11,84.46,-2.65,14280,15410
6,2017-8-10,87.11,0,14722,15729
7,2017-8-9,87.11,0.42,14722,15729
8,2017-8-8,86.69,0.05,14652,15668
9,2017-8-7,86.64,-0.02,14644,15674
10,2017-8-4,86.66,-0.15,14647,15677
11,2017-8-3,86.81,0.78,14672,15690
12,2017-8-2,86.03,0.65,14542,15593
13,2017-8-1,85.38,0.10,14434,15519
14,2017-7-31,85.28,-0.24,14574,15612
1,2017-9-6,83.65,2.36,14007,15223
2,2017-9-5,81.29,0.00,13617,14972
3,2017-9-4,81.29,0.52,13617,14972
4,2017-9-1,80.77,-6.30,13531,14917
5,2017-8-31,87.07,0.69,14716,15722
6,2017-8-30,86.38,0.01,14601,15641
7,2017-8-29,86.37,1.38,14599,15640
8,2017-8-28,84.99,-1.21,14369,15477
9,2017-8-25,86.20,0.79,14571,15609
10,2017-8-24,85.41,1.01,14439,15524
11,2017-8-23,84.40,0.25,14270,15413
12,2017-8-22,84.15,0.26,14229,15382
13,2017-8-21,83.89,0.59,14185,15349
14,2017-8-18,83.30,0.00,14087,15283
1,2017-9-26,79.28,0.84,13285,14749
2,2017-9-25,78.44,0.19,13147,14659
3,2017-9-22,78.25,-1.02,13115,14650
4,2017-9-21,79.27,0.16,13284,14747
5,2017-9-20,79.11,-0.35,13257,14731
6,2017-9-19,79.46,0.82,13315,14769
7,2017-9-18,78.64,-0.56,13180,14683
8,2017-9-15,79.20,0.00,13272,14747
9,2017-9-14,79.20,0.00,13272,14747
10,2017-9-13,79.20,-2.41,13272,14747
11,2017-9-12,81.61,-1.58,13670,15003
12,2017-9-11,83.19,0.37,13931,15181
13,2017-9-8,82.82,-0.36,13870,15142
14,2017-9-7,83.18,-0.47,13929,15179
1,2017-10-16,78.85,0.81,12998,14569
2,2017-10-13,78.04,-0.96,12867,14484
3,2017-10-12,79.00,0.00,13022,14584
4,2017-10-11,79.00,0.00,13022,14584
5,2017-10-10,79.00,0.00,13022,14584
6,2017-10-9,79.00,0.32,13022,14584
7,2017-9-29,78.68,0.27,13186,14691
8,2017-9-28,78.41,-0.18,13142,14666
9,2017-9-27,78.59,-0.69,13171,14674
1,2017-11-3,79.47,1.03,13162,14676
2,2017-11-2,78.44,-0.27,12994,14565
3,2017-11-1,78.71,-0.21,13038,14601
4,2017-10-31,78.92,0.38,13010,14582
5,2017-10-30,78.54,0.00,12948,14538
6,2017-10-27,78.54,-1.08,12948,14538
7,2017-10-26,79.62,0.00,13123,14646
8,2017-10-25,79.62,-0.20,13123,14646
9,2017-10-24,79.82,2.65,13156,14669
10,2017-10-23,77.17,-0.42,12725,14400
11,2017-10-20,77.59,-0.45,12794,14440
12,2017-10-19,78.04,0.00,12867,14484
13,2017-10-18,78.04,0.18,12867,14484
14,2017-10-17,77.86,-0.99,12837,14477
1,2017-12-15,86.21,1.09,14319,15437
2,2017-12-14,85.12,1.20,14141,15314
3,2017-12-13,83.92,0.00,13944,15182
4,2017-12-12,83.92,-0.60,13944,15182
5,2017-12-11,84.52,-0.40,14042,15248
6,2017-12-8,84.92,1.25,14108,15292
7,2017-12-7,83.67,0.20,13903,15151
8,2017-12-6,83.47,0.00,13870,15129
9,2017-12-5,83.47,-0.26,13870,15129
10,2017-12-4,83.73,0.59,13913,15162
11,2017-12-1,83.14,-0.24,13816,15097
12,2017-11-30,83.38,1.07,13800,15092
13,2017-11-29,82.31,0.74,13625,14968
14,2017-11-28,81.57,-0.33,13504,14901
15,2017-11-27,81.90,0.71,13558,14934
1,2018-1-4,88.09,0.21,14584,15624
2,2018-1-3,87.88,-0.89,14550,15601
3,2018-1-2,88.77,0.12,14695,15700
4,2017-12-29,88.65,-0.13,14719,15725
5,2017-12-28,88.78,1.41,14740,15733
6,2017-12-27,87.37,-0.41,14509,15572
7,2017-12-26,87.78,0.00,14576,15615
8,2017-12-25,87.78,0.00,14576,15615
9,2017-12-22,87.78,2.01,14576,15615
10,2017-12-21,85.77,0.61,14247,15387
11,2017-12-20,85.16,-1.04,14147,15321
12,2017-12-19,86.20,-0.61,14317,15436
13,2017-12-18,86.81,0.60,14417,15515
1,2018-2-13,87.35,-0.03,14090,15286
2,2018-2-12,87.38,-0.03,14094,15291
3,2018-2-11,87.41,0.00,14099,15296
4,2018-2-9,87.41,0.21,14099,15296
5,2018-2-8,87.20,-0.38,14066,15274
6,2018-2-7,87.58,-0.22,14126,15312
7,2018-2-6,87.80,-0.25,14161,15336
8,2018-2-5,88.05,-0.85,14201,15365
9,2018-2-2,88.90,0.85,14336,15456
10,2018-2-1,88.05,0.25,14201,15365
11,2018-1-31,87.80,-1.18,14537,15587
12,2018-1-30,88.98,-1.23,14729,15722
13,2018-1-29,90.21,-1.35,14930,15878
14,2018-1-26,91.56,-0.47,15151,16039
15,2018-1-25,92.03,0.00,15227,16090
1,2018-3-5,92.80,0.21,14717,15724
2,2018-3-2,92.59,0.63,14685,15703
3,2018-3-1,91.96,0.71,14823,15793
4,2018-2-28,91.25,0.00,14710,15715
5,2018-2-27,91.25,0.63,14710,15715
6,2018-2-26,90.62,2.64,14610,15637
7,2018-2-23,87.98,-1.32,14190,15353
8,2018-2-22,89.30,1.95,14400,15496
9,2018-2-14,87.35,0.00,14090,15286
1,2018-3-23,91.67,-0.50,14541,15591
2,2018-3-22,92.17,-0.44,14619,15647
3,2018-3-21,92.61,1.60,14688,15692
4,2018-3-20,91.01,-1.38,14437,15523
5,2018-3-19,92.39,-0.75,14653,15669
6,2018-3-16,93.14,0.02,14771,15752
7,2018-3-15,93.12,0.36,14767,15748
8,2018-3-14,92.76,-0.29,14711,15717
9,2018-3-13,93.05,-1.20,14757,15751
10,2018-3-12,94.25,-0.56,14944,15879
11,2018-3-9,94.81,2.13,15032,15942
12,2018-3-8,92.68,0.07,14699,15703
13,2018-3-7,92.61,-2.28,14688,15692
14,2018-3-6,94.89,2.09,15044,15956
1,2018-4-13,92.16,-0.28,14641,15670
2,2018-4-12,92.44,0.21,14684,15703
3,2018-4-11,92.23,-0.14,14651,15667
4,2018-4-10,92.37,0.55,14673,15691
5,2018-4-9,91.82,0.68,14587,15627
6,2018-4-4,91.14,0.79,14481,15555
7,2018-4-3,90.35,-0.45,14357,15464
8,2018-4-2,90.80,0.01,14427,15512
9,2018-3-30,90.79,0.69,14403,15500
10,2018-3-29,90.10,-1.56,14295,15425
11,2018-3-28,91.66,0.22,14539,15590
12,2018-3-27,91.44,0.00,14505,15567
13,2018-3-26,91.44,-0.23,14505,15567
1,2018-5-4,93.91,-0.20,14780,15762
2,2018-5-3,94.11,0.05,14811,15781
3,2018-5-2,94.06,0.48,14804,15787
4,2018-4-27,93.58,0.30,14863,15821
5,2018-4-26,93.28,2.23,14816,15786
6,2018-4-25,91.05,-1.08,14467,15540
7,2018-4-24,92.13,-0.77,14636,15665
8,2018-4-23,92.90,1.34,14756,15751
9,2018-4-20,91.56,-0.05,14546,15598
10,2018-4-19,91.61,-0.45,14554,15606
11,2018-4-18,92.06,-0.05,14625,15653
12,2018-4-17,92.11,-0.03,14633,15662
13,2018-4-16,92.14,-0.02,14637,15667
1,2018-5-24,94.73,-0.45,14775,15713
2,2018-5-23,95.18,-0.98,14844,15758
3,2018-5-22,96.16,0.69,14995,15874
4,2018-5-21,95.47,1.34,14889,15791
5,2018-5-18,94.13,0.71,14683,15644
6,2018-5-17,93.42,0.47,14574,15570
7,2018-5-16,92.95,0.00,14501,15521
8,2018-5-15,92.95,-1.02,14501,15521
9,2018-5-14,93.97,0.00,14658,15632
10,2018-5-11,93.97,-1.19,14658,15632
11,2018-5-10,95.16,0.29,14841,15769
12,2018-5-9,94.87,-0.59,14797,15736
13,2018-5-8,95.46,-0.82,14887,15789
14,2018-5-7,96.28,2.37,15014,15894
1,2018-7-23,98.52,-0.50,15785,16464
2,2018-7-20,99.02,-0.50,15864,16531
3,2018-7-19,99.52,-0.49,15943,16582
4,2018-7-18,100.01,0.45,16021,16647
5,2018-7-17,99.56,0.00,15950,16589
6,2018-7-16,99.56,-0.72,15950,16589
7,2018-7-13,100.28,4.00,16064,16676
8,2018-7-12,96.28,-1.99,15431,16200
9,2018-7-11,98.27,0.72,15746,16438
10,2018-7-10,97.55,1.00,15632,16350
11,2018-7-9,96.55,2.59,15473,16230
12,2018-7-6,93.96,-0.88,15064,15917
13,2018-7-5,94.84,0.00,15203,16020
14,2018-7-4,94.84,0,15203,16020
1,2018-8-10,97.62,0.00,16199,16786
2,2018-8-9,97.62,-0.76,16199,16786
3,2018-8-8,98.38,-0.43,16324,16883
4,2018-8-7,98.81,0.25,16394,16940
5,2018-8-6,98.56,-0.67,16353,16913
6,2018-8-3,99.23,0.50,16463,16995
7,2018-8-2,98.73,-1.65,16381,16942
8,2018-8-1,100.38,0.40,16652,17157
9,2018-7-31,99.98,0.65,16016,16642
10,2018-7-30,99.33,0.00,15913,16567
11,2018-7-27,99.33,0.26,15913,16567
12,2018-7-26,99.07,0.97,15872,16539
13,2018-7-25,98.10,0.00,15719,16410
14,2018-7-24,98.10,-0.42,15719,16410
1,2018-9-21,88.65,-0.25,15151,15995
2,2018-9-20,88.90,0.23,15193,16024
3,2018-9-19,88.67,-2.71,15154,15998
4,2018-9-18,91.38,-0.50,15611,16329
5,2018-9-17,91.88,0.26,15696,16401
6,2018-9-14,91.62,-1.02,15652,16371
7,2018-9-13,92.64,-0.27,15824,16489
8,2018-9-12,92.91,-0.99,15869,16537
9,2018-9-11,93.90,1.43,16036,16664
10,2018-9-10,92.47,0.71,15795,16475
11,2018-9-7,91.76,-0.46,15675,16380
12,2018-9-6,92.22,-1.00,15753,16446
13,2018-9-5,93.22,0.50,15922,16575
14,2018-9-4,92.72,0.00,15837,16503
15,2018-9-3,92.72,0.00,15837,16503
1,2018-10-11,88.27,-0.23,15087,15942
2,2018-10-10,88.50,-0.51,15126,15968
3,2018-10-9,89.01,1.06,15212,16029
4,2018-10-8,87.95,0.30,15033,15899
5,2018-9-28,87.65,-0.72,14982,15860
6,2018-9-27,88.37,-0.53,15104,15960
7,2018-9-26,88.90,0.50,15193,16024
8,2018-9-25,88.40,-0.25,15109,15965
1,2018-10-31,87.68,-0.25,14926,15830
2,2018-10-30,87.93,-1.21,14968,15860
3,2018-10-29,89.14,0.80,15171,16001
4,2018-10-26,88.34,0.59,15037,15903
5,2018-10-25,87.75,-2.03,14937,15828
6,2018-10-24,89.78,-0.93,15278,16085
7,2018-10-23,90.71,1.70,15435,16204
8,2018-10-22,89.01,0.00,15149,15993
9,2018-10-19,89.01,0.00,15149,15993
10,2018-10-18,89.01,-0.50,15149,15993
11,2018-10-17,89.51,-0.46,15233,16052
12,2018-10-16,89.97,0.25,15310,16103
13,2018-10-15,89.72,1.45,15268,16074
14,2018-10-12,88.27,0.00,15025,15891
1,2019-2-28,82.17,0.31,13808,14873.0771
2,2019-2-27,81.86,-1.16,13757,14843.6202
3,2019-2-26,83.02,0,13949,14983.175
4,2019-2-25,83.02,-0.35,13949,14983.175
5,2019-2-22,83.37,1.76,14007,15004.2851
6,2019-2-21,81.61,0.16,13716,14825.9795
7,2019-2-20,81.45,0.24,13689,14810.4794
8,2019-2-19,81.21,0.36,13649,14793.788
9,2019-2-18,80.85,0,13590,14743.1484
10,2019-2-15,80.85,0.21,13590,14743.1484
11,2019-2-14,80.64,0.22,13555,14732.1869
12,2019-2-13,80.42,-0.71,13518,14705.48
13,2019-2-12,81.13,-1.82,13636,14767.223
14,2019-2-11,82.95,-0.35,13937,14957.6275
1,2019-3-20,85.3,0.35,14314.635826412,15208.5056
2,2019-3-19,84.95,-0.23,14256.721142482,15174.9072
3,2019-3-18,85.18,0.86,14294.779363351,15202.3775
4,2019-3-15,84.32,-1.06,14152.474711408,15105.0902
5,2019-3-14,85.38,0.66,14327.873468454,15222.6824
6,2019-3-13,84.72,1.18,14218.662921614,15148.5446
7,2019-3-12,83.54,-0.13,14023.407701506,15022.1546
8,2019-3-11,83.67,0.34,14044.918869823,15032.2724
9,2019-3-8,83.33,-0.73,13988.658891148,14998.8764
10,2019-3-7,84.06,-0.16,14109.452374774,15087.532
11,2019-3-6,84.22,0.45,14135.927658856,15088.4736
12,2019-3-5,83.77,-0.56,14061.465922375,15036.4007
13,2019-3-4,84.33,0.69,14154.129416663,15107.464
14,2019-3-1,83.64,1.47,14040,15040.0241
1,2019-4-9,88.11,0.47,14549,15317
2,2019-4-8,87.64,0.68,14473,15264
3,2019-4-4,86.96,-0.2,14362,15189
4,2019-4-3,87.16,-0.06,14395,15210
5,2019-4-2,87.22,-0.23,14405,15220
6,2019-4-1,87.45,1.55,14442,15246
7,2019-3-29,85.9,-1,14413.918141721,15455.5656
8,2019-3-28,86.9,-0.34,14579.388667236,15391.1991
9,2019-3-27,87.24,0.24,14635.648645911,15421.2995
10,2019-3-26,87,0.88,14595.935719788,15394.5508
11,2019-3-25,86.12,-0.48,14450.321657335,15311.4887
12,2019-3-22,86.6,1.3,14529.747509582,15352.5704
13,2019-3-21,85.3,0,14314.635826412,15208.5056
1,2019-5-17,77.78,0.37,12869,14249
2,2019-5-16,77.41,-0.38,12809,14219
3,2019-5-15,77.79,0.81,12870,14250
4,2019-5-14,76.98,-2.32,12739,14179
5,2019-5-13,79.3,-0.15,13116,14395
6,2019-5-10,79.45,-1.93,13141,14422
7,2019-5-9,81.38,-0.9,13455,14610
8,2019-5-8,82.28,-0.35,13602,14703
9,2019-5-7,82.63,-2.09,13659,14738
10,2019-5-6,84.72,-1.08,13999,14956
11,2019-4-30,85.8,-0.55,14173,15073
1,2019-6-6,79.3,-0.25,13413,14577
2,2019-6-5,79.55,-0.45,13454,14609
3,2019-6-4,80,1.02,13529,14651
4,2019-6-3,78.98,-1.44,13359,14545
5,2019-5-31,80.42,0.27,13299,14518
6,2019-5-30,80.15,-0.35,13255,14483
7,2019-5-29,80.5,1,13312,14519
8,2019-5-28,79.5,0,13149,14418
9,2019-5-27,79.5,0.84,13149,14418
10,2019-5-24,78.66,0.67,13012,14344
11,2019-5-23,77.99,-0.43,12903,14274
12,2019-5-22,78.42,-0.55,12973,14314
13,2019-5-21,78.97,1.95,13063,14374
14,2019-5-20,77.02,-0.76,12745,14186
1,2019-6-28,76.63,-0.36,12968,14308
2,2019-6-27,76.99,0.47,13028,14349
3,2019-6-26,76.52,0,12949,14300
4,2019-6-25,76.52,0,12949,14300
5,2019-6-24,76.52,-0.36,12949,14300
6,2019-6-21,76.88,-0.91,13009,14341
7,2019-6-20,77.79,0.46,13161,14431
8,2019-6-19,77.33,0.09,13084,14386
9,2019-6-18,77.24,0.08,13069,14369
10,2019-6-17,77.16,-0.63,13056,14367
11,2019-6-14,77.79,0.27,13161,14431
12,2019-6-13,77.52,1,13116,14408
13,2019-6-12,76.52,-0.41,12949,14300
14,2019-6-11,76.93,0.19,13018,14338
15,2019-6-10,76.74,-2.56,12986,14328
1,2019-8-27,70.54,-0.7,11984,13745
2,2019-8-26,71.24,-0.55,12100,13809
3,2019-8-23,71.79,-0.55,12192,13867
4,2019-8-22,72.34,0.59,12284,13911
5,2019-8-21,71.75,-0.15,12186,13859
6,2019-8-20,71.9,-0.36,12211,13876
7,2019-8-19,72.26,0.16,12271,13908
8,2019-8-16,72.1,0.07,12244,13890
9,2019-8-15,72.03,0.3,12232,13888
10,2019-8-14,71.73,0.8,12182,13855
11,2019-8-13,70.93,-0.62,12049,13785
12,2019-8-12,71.55,-0.12,12152,13845
13,2019-8-9,71.67,0.06,12172,13856
14,2019-8-8,71.61,-0.18,12162,13844
