序号,日期,价格,涨跌
3,2014-8-29,17637,-6
4,2014-8-28,17643,-3
5,2014-8-27,17646,0
6,2014-8-26,17646,0
7,2014-8-25,17646,-7
8,2014-8-22,17653,-9
9,2014-8-21,17662,-30
10,2014-8-20,17692,-56
11,2014-8-19,17748,-5
12,2014-8-18,17753,-6
13,2014-8-15,17759,0
14,2014-8-14,17759,2
1,2014-10-11,15369,-40
2,2014-10-10,15409,-198
3,2014-10-9,15607,-182
4,2014-10-8,15789,-132
5,2014-9-30,15921,-196
6,2014-9-29,16117,-191
7,2014-9-28,16308,-197
8,2014-9-26,16505,-190
9,2014-9-25,16695,-191
10,2014-9-24,16886,-191
11,2014-9-23,17077,-170
1,2014-11-21,15166,-21
2,2014-11-20,15187,-42
3,2014-11-19,15229,-48
4,2014-11-18,15277,-22
5,2014-11-17,15299,-11
6,2014-11-14,15310,-16
7,2014-11-13,15326,-1
8,2014-11-12,15327,2
9,2014-11-11,15325,8
10,2014-11-10,15317,0
11,2014-11-7,15317,-1
12,2014-11-6,15318,2
13,2014-11-5,15316,9
14,2014-11-4,15307,2
15,2014-11-3,15305,17
1,2014-12-11,14360,-6
2,2014-12-10,14366,0
3,2014-12-9,14366,-107
4,2014-12-8,14473,-27
5,2014-12-5,14500,-20
6,2014-12-4,14520,-68
7,2014-12-3,14588,-9
8,2014-12-2,14597,-98
9,2014-12-1,14695,-92
10,2014-11-28,14787,-159
11,2014-11-27,14946,-112
12,2014-11-26,15058,-45
13,2014-11-25,15103,-26
14,2014-11-24,15129,-37
1,2014-12-31,14303,0
2,2014-12-30,14303,0
3,2014-12-29,14303,-12
4,2014-12-26,14315,0
5,2014-12-25,14315,0
6,2014-12-24,14315,-6
7,2014-12-23,14321,0
8,2014-12-22,14321,-1
9,2014-12-19,14322,-5
10,2014-12-18,14327,-2
11,2014-12-17,14329,-4
12,2014-12-16,14333,0
13,2014-12-15,14333,-2
14,2014-12-12,14335,-25
1,2015-2-9,14167,-5
2,2015-2-6,14172,-1
3,2015-2-5,14173,-2
4,2015-2-4,14175,-1
5,2015-2-3,14176,0
6,2015-2-2,14176,6
7,2015-1-30,14170,1
8,2015-1-29,14169,2
9,2015-1-28,14167,-5
10,2015-1-27,14172,-7
11,2015-1-26,14179,-14
12,2015-1-23,14193,-12
13,2015-1-22,14205,-1
14,2015-1-21,14206,-36
1,2015-2-28,14181,5
2,2015-2-27,14176,6
3,2015-2-26,14170,3
4,2015-2-25,14167,1
5,2015-2-17,14166,2
6,2015-2-16,14164,3
7,2015-2-15,14161,0
8,2015-2-13,14161,0
9,2015-2-12,14161,1
10,2015-2-11,14160,-7
11,2015-2-10,14167,0
1,2015-3-20,14149,-6
2,2015-3-19,14155,-16
3,2015-3-18,14171,-2
4,2015-3-17,14173,-6
5,2015-3-16,14179,-6
6,2015-3-13,14185,-2
7,2015-3-12,14187,0
8,2015-3-11,14187,-6
9,2015-3-10,14193,-2
10,2015-3-9,14195,-5
11,2015-3-6,14200,0
12,2015-3-5,14200,5
13,2015-3-4,14195,6
14,2015-3-3,14189,3
15,2015-3-2,14186,5
1,2015-4-10,14138,-2
2,2015-4-9,14140,-3
3,2015-4-8,14143,-2
4,2015-4-7,14145,0
5,2015-4-3,14145,0
6,2015-4-2,14145,-3
7,2015-4-1,14148,-1
8,2015-3-31,14149,0
9,2015-3-30,14149,0
10,2015-3-27,14149,0
11,2015-3-26,14149,0
12,2015-3-25,14149,9
13,2015-3-24,14140,0
14,2015-3-23,14140,-9
1,2015-4-30,14090,3
2,2015-4-29,14087,0
3,2015-4-28,14087,1
4,2015-4-27,14086,0
5,2015-4-24,14086,-5
6,2015-4-23,14091,-2
7,2015-4-22,14093,0
8,2015-4-21,14093,-5
9,2015-4-20,14098,-7
10,2015-4-17,14105,-5
11,2015-4-16,14110,-7
12,2015-4-15,14117,-8
13,2015-4-14,14125,-3
14,2015-4-13,14128,-10
1,2015-5-20,14072,0
2,2015-5-19,14072,3
3,2015-5-18,14069,0
4,2015-5-15,14069,-2
5,2015-5-14,14071,-27
6,2015-5-13,14098,0
7,2015-5-12,14098,-17
8,2015-5-11,14115,0
9,2015-5-8,14115,-5
10,2015-5-7,14120,15
11,2015-5-6,14105,-2
12,2015-5-5,14107,16
13,2015-5-4,14091,1
1,2015-6-9,13992,1
2,2015-6-8,13991,2
3,2015-6-5,13989,-2
4,2015-6-4,13991,1
5,2015-6-3,13990,2
6,2015-6-2,13988,-7
7,2015-6-1,13995,-10
8,2015-5-29,14005,-7
9,2015-5-28,14012,-15
10,2015-5-27,14027,-16
11,2015-5-26,14043,-22
12,2015-5-25,14065,-8
13,2015-5-22,14073,0
14,2015-5-21,14073,1
1,2015-6-29,13987,-13
2,2015-6-26,14000,-1
3,2015-6-25,14001,5
4,2015-6-24,13996,-19
5,2015-6-23,14015,-1
6,2015-6-19,14016,0
7,2015-6-18,14016,5
8,2015-6-17,14011,3
9,2015-6-16,14008,3
10,2015-6-15,14005,0
11,2015-6-12,14005,0
12,2015-6-11,14005,6
13,2015-6-10,13999,7
1,2015-7-17,13831,-1
2,2015-7-16,13832,0
3,2015-7-15,13832,-7
4,2015-7-14,13839,-6
5,2015-7-13,13845,2
6,2015-7-10,13843,-5
7,2015-7-9,13848,-13
8,2015-7-8,13861,-7
9,2015-7-7,13868,-11
10,2015-7-6,13879,-16
11,2015-7-3,13895,-5
12,2015-7-2,13900,-27
13,2015-7-1,13927,-28
14,2015-6-30,13955,-32
1,2015-8-7,13765,-2
2,2015-8-6,13767,0
3,2015-8-5,13767,-3
4,2015-8-4,13770,-6
5,2015-8-3,13776,-2
6,2015-7-31,13778,-7
7,2015-7-30,13785,-5
8,2015-7-29,13790,-5
9,2015-7-28,13795,-4
10,2015-7-27,13799,-3
11,2015-7-24,13802,-3
12,2015-7-23,13805,5
13,2015-7-22,13800,-5
14,2015-7-21,13805,-4
15,2015-7-20,13809,-22
1,2015-9-30,13623,-8
2,2015-9-29,13631,-2
3,2015-9-28,13633,8
4,2015-9-25,13625,-12
5,2015-9-24,13637,-8
6,2015-9-23,13645,0
7,2015-9-22,13645,7
8,2015-9-21,13638,2
9,2015-9-18,13636,0
1,2015-11-16,13579,-7
2,2015-11-13,13586,-2
3,2015-11-12,13588,-2
4,2015-11-11,13590,-12
5,2015-11-10,13602,-1
6,2015-11-9,13603,-9
7,2015-11-6,13612,-5
8,2015-11-5,13617,6
9,2015-11-4,13611,12
10,2015-11-3,13599,0
11,2015-11-2,13599,-19
12,2015-10-30,13618,13
13,2015-10-29,13605,-3
14,2015-10-28,13608,0
1,2015-12-4,13597,0
2,2015-12-3,13597,0
3,2015-12-2,13597,0
4,2015-12-1,13597,0
5,2015-11-30,13597,-2
6,2015-11-27,13599,6
7,2015-11-26,13593,-2
8,2015-11-25,13595,0
9,2015-11-24,13595,2
10,2015-11-23,13593,6
11,2015-11-20,13587,2
12,2015-11-19,13585,5
13,2015-11-18,13580,1
14,2015-11-17,13579,0
1,2015-12-25,13565,-3
2,2015-12-24,13568,0
3,2015-12-23,13568,0
4,2015-12-22,13568,7
5,2015-12-21,13561,-5
6,2015-12-18,13566,-1
7,2015-12-17,13567,-2
8,2015-12-16,13569,-4
9,2015-12-15,13573,-3
10,2015-12-14,13576,-3
11,2015-12-11,13579,-2
12,2015-12-10,13581,-7
13,2015-12-9,13588,-5
14,2015-12-8,13593,-3
15,2015-12-7,13596,-1
1,2016-1-15,13271,-22
2,2016-1-14,13293,-20
3,2016-1-13,13313,-3
4,2016-1-12,13316,-21
5,2016-1-11,13337,-81
6,2016-1-8,13418,-131
7,2016-1-7,13549,-6
8,2016-1-6,13555,0
9,2016-1-5,13555,0
10,2016-1-4,13555,0
11,2015-12-31,13555,0
12,2015-12-30,13555,0
13,2015-12-29,13555,-2
14,2015-12-28,13557,-8
1,2016-2-4,12919,-3
2,2016-2-3,12922,-5
3,2016-2-2,12927,-1
4,2016-2-1,12928,-10
5,2016-1-29,12938,-19
6,2016-1-28,12957,-31
7,2016-1-27,12988,-31
8,2016-1-26,13019,-50
9,2016-1-25,13069,-28
10,2016-1-22,13097,-42
11,2016-1-21,13139,-28
12,2016-1-20,13167,-56
13,2016-1-19,13223,-23
14,2016-1-18,13246,-25
1,2016-2-24,12792,-1
2,2016-2-23,12793,-5
3,2016-2-22,12798,-19
4,2016-2-19,12817,-16
5,2016-2-18,12833,-43
6,2016-2-17,12876,-12
7,2016-2-16,12888,-11
8,2016-2-15,12899,0
9,2016-2-14,12899,-6
10,2016-2-6,12905,-8
11,2016-2-5,12913,-6
1,2016-3-15,12437,-11
2,2016-3-14,12448,-57
3,2016-3-11,12505,-5
4,2016-3-10,12510,-11
5,2016-3-9,12521,-20
6,2016-3-8,12541,0
7,2016-3-7,12541,-57
8,2016-3-4,12598,-5
9,2016-3-3,12603,-23
10,2016-3-2,12626,-7
11,2016-3-1,12633,-8
12,2016-2-29,12641,-60
13,2016-2-26,12701,-80
14,2016-2-25,12781,-11
1,2016-4-1,12175,-3
2,2016-3-31,12178,-1
3,2016-3-30,12179,-2
4,2016-3-29,12181,-28
5,2016-3-28,12209,-10
6,2016-3-25,12219,-9
7,2016-3-24,12228,-9
8,2016-3-23,12237,0
9,2016-3-22,12237,-9
10,2016-3-21,12246,-136
11,2016-3-18,12382,-31
12,2016-3-17,12413,-12
13,2016-3-16,12425,-12
1,2016-4-22,12685,106
2,2016-4-21,12579,53
3,2016-4-20,12526,45
4,2016-4-19,12481,39
5,2016-4-18,12442,13
6,2016-4-15,12429,23
7,2016-4-14,12406,93
8,2016-4-13,12313,75
9,2016-4-12,12238,30
10,2016-4-11,12208,7
11,2016-4-8,12201,2
12,2016-4-7,12199,9
13,2016-4-6,12190,-1
14,2016-4-5,12191,16
1,2016-6-3,12927,1
2,2016-6-2,12926,5
3,2016-6-1,12921,3
4,2016-5-31,12918,26
5,2016-5-30,12892,-1
6,2016-5-27,12893,2
7,2016-5-26,12891,1
8,2016-5-25,12890,10
9,2016-5-24,12880,5
10,2016-5-23,12875,6
11,2016-5-20,12869,2
12,2016-5-19,12867,9
13,2016-5-18,12858,10
14,2016-5-17,12848,-7
15,2016-5-16,12855,3
1,2016-7-13,14075,92
2,2016-7-12,13983,0
3,2016-7-11,13983,0
4,2016-7-8,13983,85
5,2016-7-7,13898,20
6,2016-7-6,13878,2
7,2016-7-5,13876,323
8,2016-7-4,13553,31
9,2016-7-1,13522,216
10,2016-6-30,13306,223
11,2016-6-29,13083,46
12,2016-6-28,13037,5
13,2016-6-27,13032,2
14,2016-6-24,13030,5
1,2016-8-2,15456,-27
2,2016-8-1,15483,-122
3,2016-7-29,15605,-102
4,2016-7-28,15707,95
5,2016-7-27,15612,37
6,2016-7-26,15575,8
7,2016-7-25,15567,1
8,2016-7-22,15566,113
9,2016-7-21,15453,305
10,2016-7-20,15148,499
11,2016-7-19,14649,173
12,2016-7-18,14476,179
13,2016-7-15,14297,145
14,2016-7-14,14152,77
1,2016-8-22,14717,-45
2,2016-8-19,14762,-30
3,2016-8-18,14792,-8
4,2016-8-17,14800,-52
5,2016-8-16,14852,-81
6,2016-8-15,14933,-48
7,2016-8-12,14981,-30
8,2016-8-11,15011,-95
9,2016-8-10,15106,-56
10,2016-8-9,15162,-11
11,2016-8-8,15173,-36
12,2016-8-5,15209,-1
13,2016-8-4,15210,-166
14,2016-8-3,15376,-80
1,2016-9-9,14336,26
2,2016-9-8,14310,17
3,2016-9-7,14293,-9
4,2016-9-6,14302,-18
5,2016-9-5,14320,-9
6,2016-9-2,14329,-53
7,2016-9-1,14382,-90
8,2016-8-31,14472,-57
9,2016-8-30,14529,-56
10,2016-8-29,14585,-7
11,2016-8-26,14592,-85
12,2016-8-25,14677,-13
13,2016-8-24,14690,-1
14,2016-8-23,14691,-26
1,2016-9-30,15178,52
2,2016-9-29,15126,131
3,2016-9-28,14995,306
4,2016-9-27,14689,58
5,2016-9-26,14631,69
6,2016-9-23,14562,85
7,2016-9-22,14477,31
8,2016-9-21,14446,28
9,2016-9-20,14418,36
10,2016-9-19,14382,9
11,2016-9-18,14373,1
12,2016-9-14,14372,0
13,2016-9-13,14372,5
14,2016-9-12,14367,31
1,2016-10-21,15761,0
2,2016-10-20,15761,0
3,2016-10-19,15761,173
4,2016-10-18,15588,2
5,2016-10-17,15586,-56
6,2016-10-14,15642,-45
7,2016-10-13,15687,0
8,2016-10-12,15687,0
9,2016-10-11,15687,5
10,2016-10-10,15682,27
11,2016-10-9,15655,56
12,2016-10-8,15599,49
13,2016-10-7,15550,21
14,2016-10-6,15529,20
15,2016-10-5,15509,103
16,2016-10-4,15406,193
17,2016-10-3,15213,35
1,2016-12-20,16258,-42
2,2016-12-19,16300,5
3,2016-12-16,16295,8
4,2016-12-15,16287,0
5,2016-12-14,16287,5
6,2016-12-13,16282,26
7,2016-12-12,16256,0
8,2016-12-9,16256,-1
9,2016-12-8,16257,-1
10,2016-12-7,16258,-19
11,2016-12-6,16277,0
12,2016-12-5,16277,-2
13,2016-12-2,16279,-12
14,2016-12-1,16291,-10
1,2017-1-9,16125,-10
2,2017-1-6,16135,0
3,2017-1-5,16135,-1
4,2017-1-4,16136,-3
5,2017-1-3,16139,-7
6,2016-12-30,16146,-9
7,2016-12-29,16155,12
8,2016-12-28,16143,0
9,2016-12-27,16143,-92
10,2016-12-26,16235,3
11,2016-12-23,16232,21
12,2016-12-22,16211,3
13,2016-12-21,16208,-50
1,2017-2-17,16426,-3
2,2017-2-16,16429,0
3,2017-2-15,16429,0
4,2017-2-14,16429,11
5,2017-2-13,16418,13
6,2017-2-10,16405,-2
7,2017-2-9,16407,0
8,2017-2-8,16407,8
9,2017-2-7,16399,53
10,2017-2-6,16346,8
11,2017-2-4,16338,0
12,2017-2-3,16338,173
1,2017-3-10,16380,-2
2,2017-3-9,16382,-1
3,2017-3-8,16383,8
4,2017-3-7,16375,-1
5,2017-3-6,16376,5
6,2017-3-3,16371,-2
7,2017-3-2,16373,-5
8,2017-3-1,16378,-5
9,2017-2-28,16383,1
10,2017-2-27,16382,-5
11,2017-2-24,16387,-2
12,2017-2-23,16389,0
13,2017-2-22,16389,-3
14,2017-2-21,16392,-5
15,2017-2-20,16397,-29
1,2017-3-30,16293,-6
2,2017-3-29,16299,2
3,2017-3-28,16297,-2
4,2017-3-27,16299,-8
5,2017-3-24,16307,-9
6,2017-3-23,16316,-22
7,2017-3-22,16338,-5
8,2017-3-21,16343,-5
9,2017-3-20,16348,12
10,2017-3-17,16336,-5
11,2017-3-16,16341,-26
12,2017-3-15,16367,-6
13,2017-3-14,16373,-10
14,2017-3-13,16383,3
1,2017-4-19,16255,19
2,2017-4-18,16236,0
3,2017-4-17,16236,3
4,2017-4-14,16233,1
5,2017-4-13,16232,-8
6,2017-4-12,16240,-3
7,2017-4-11,16243,-3
8,2017-4-10,16246,3
9,2017-4-7,16243,0
10,2017-4-6,16243,-9
11,2017-4-5,16252,-21
12,2017-4-1,16273,-15
13,2017-3-31,16288,-5
1,2017-5-27,16462,-2
2,2017-5-26,16464,1
3,2017-5-25,16463,1
4,2017-5-24,16462,6
5,2017-5-23,16456,15
6,2017-5-22,16441,2
7,2017-5-19,16439,16
8,2017-5-18,16423,1
9,2017-5-17,16422,7
10,2017-5-16,16415,24
11,2017-5-15,16391,5
12,2017-5-12,16386,32
13,2017-5-11,16354,-7
14,2017-5-10,16361,-6
1,2017-7-7,16295,-2
2,2017-7-6,16297,-4
3,2017-7-5,16301,0
4,2017-7-4,16301,-5
5,2017-7-3,16306,-18
6,2017-6-30,16324,-12
7,2017-6-29,16336,-3
8,2017-6-28,16339,-3
9,2017-6-27,16342,-13
10,2017-6-26,16355,3
11,2017-6-23,16352,-6
12,2017-6-22,16358,-4
13,2017-6-21,16362,-8
14,2017-6-20,16370,-7
15,2017-6-19,16377,-8
1,2017-7-28,16324,1
2,2017-7-27,16323,0
3,2017-7-26,16323,-2
4,2017-7-25,16325,5
5,2017-7-24,16320,2
6,2017-7-21,16318,6
7,2017-7-20,16312,2
8,2017-7-19,16310,28
9,2017-7-18,16282,6
10,2017-7-17,16276,0
11,2017-7-14,16276,0
12,2017-7-13,16276,-3
13,2017-7-12,16279,-6
14,2017-7-11,16285,-7
15,2017-7-10,16292,-3
1,2017-8-17,16350,6
2,2017-8-16,16344,18
3,2017-8-15,16326,12
4,2017-8-14,16314,6
5,2017-8-11,16308,4
6,2017-8-10,16304,1
7,2017-8-9,16303,1
8,2017-8-8,16302,-2
9,2017-8-7,16304,-1
10,2017-8-4,16305,-1
11,2017-8-3,16306,-1
12,2017-8-2,16307,-6
13,2017-8-1,16313,-4
14,2017-7-31,16317,-7
1,2017-9-6,16375,2
2,2017-9-5,16373,7
3,2017-9-4,16366,5
4,2017-9-1,16361,1
5,2017-8-31,16360,1
6,2017-8-30,16359,4
7,2017-8-29,16355,1
8,2017-8-28,16354,1
9,2017-8-25,16353,2
10,2017-8-24,16351,-1
11,2017-8-23,16352,0
12,2017-8-22,16352,1
13,2017-8-21,16351,0
14,2017-8-18,16351,1
1,2017-9-26,16432,0
2,2017-9-25,16432,17
3,2017-9-22,16415,6
4,2017-9-21,16409,3
5,2017-9-20,16406,1
6,2017-9-19,16405,3
7,2017-9-18,16402,1
8,2017-9-15,16401,5
9,2017-9-14,16396,3
10,2017-9-13,16393,2
11,2017-9-12,16391,2
12,2017-9-11,16389,4
13,2017-9-8,16385,9
14,2017-9-7,16376,1
1,2017-10-16,16482,21
2,2017-10-13,16461,-3
3,2017-10-12,16464,2
4,2017-10-11,16462,2
5,2017-10-10,16460,5
6,2017-10-9,16455,-4
7,2017-10-6,16459,4
8,2017-10-5,16455,0
9,2017-10-4,16455,0
10,2017-10-3,16455,2
11,2017-10-2,16453,2
12,2017-9-30,16451,11
13,2017-9-29,16440,0
14,2017-9-28,16440,5
15,2017-9-27,16435,3
1,2017-11-3,16513,8
2,2017-11-2,16505,2
3,2017-11-1,16503,5
4,2017-10-31,16498,2
5,2017-10-30,16496,0
6,2017-10-27,16496,10
7,2017-10-26,16486,0
8,2017-10-25,16486,-3
9,2017-10-24,16489,-3
10,2017-10-23,16492,5
11,2017-10-20,16487,2
12,2017-10-19,16485,0
13,2017-10-18,16485,-2
14,2017-10-17,16487,5
1,2017-11-24,16395,-17
2,2017-11-23,16412,-18
3,2017-11-22,16430,-27
4,2017-11-21,16457,-11
5,2017-11-20,16468,-12
6,2017-11-17,16480,-15
7,2017-11-16,16495,-5
8,2017-11-15,16500,-10
9,2017-11-14,16510,-2
10,2017-11-13,16512,6
11,2017-11-10,16506,0
12,2017-11-9,16506,-4
13,2017-11-8,16510,-5
14,2017-11-7,16515,-1
15,2017-11-6,16516,3
1,2017-12-15,16316,-5
2,2017-12-14,16321,-7
3,2017-12-13,16328,-10
4,2017-12-12,16338,-16
5,2017-12-11,16354,-4
6,2017-12-8,16358,3
7,2017-12-7,16355,0
8,2017-12-6,16355,-3
9,2017-12-5,16358,1
10,2017-12-4,16357,4
11,2017-12-1,16353,-16
12,2017-11-30,16369,-8
13,2017-11-29,16377,-1
14,2017-11-28,16378,-17
15,2017-11-27,16395,0
1,2018-1-4,16201,-8
2,2018-1-3,16209,-8
3,2018-1-2,16217,-6
4,2017-12-29,16223,-12
5,2017-12-28,16235,-8
6,2017-12-27,16243,-5
7,2017-12-26,16248,-10
8,2017-12-25,16258,0
9,2017-12-22,16258,-37
10,2017-12-21,16295,-16
11,2017-12-20,16311,-2
12,2017-12-19,16313,-2
13,2017-12-18,16315,-1
1,2018-2-13,16245,0
2,2018-2-12,16245,-1
3,2018-2-11,16246,0
4,2018-2-9,16246,3
5,2018-2-8,16243,2
6,2018-2-7,16241,-1
7,2018-2-6,16242,-5
8,2018-2-5,16247,-1
9,2018-2-2,16248,0
10,2018-2-1,16248,2
11,2018-1-31,16246,3
12,2018-1-30,16243,6
13,2018-1-29,16237,3
14,2018-1-26,16234,5
15,2018-1-25,16229,11
1,2018-3-5,16249,1
2,2018-3-2,16248,2
3,2018-3-1,16246,7
4,2018-2-28,16239,0
5,2018-2-27,16239,2
6,2018-2-26,16237,-13
7,2018-2-24,16250,0
8,2018-2-23,16250,0
9,2018-2-22,16250,2
10,2018-2-14,16248,3
1,2018-5-4,16113,6
2,2018-5-3,16107,15
3,2018-5-2,16092,-3
4,2018-4-28,16095,2
5,2018-4-27,16093,0
6,2018-4-26,16093,-2
7,2018-4-25,16095,-2
8,2018-4-24,16097,-7
9,2018-4-23,16104,-7
10,2018-4-20,16111,0
11,2018-4-19,16111,-1
12,2018-4-18,16112,-3
13,2018-4-17,16115,0
14,2018-4-16,16115,3
1,2018-5-24,16600,-2
2,2018-5-23,16602,92
3,2018-5-22,16510,157
4,2018-5-21,16353,27
5,2018-5-18,16326,53
6,2018-5-17,16273,96
7,2018-5-16,16177,0
8,2018-5-15,16177,7
9,2018-5-14,16170,7
10,2018-5-11,16163,2
11,2018-5-10,16161,3
12,2018-5-9,16158,1
13,2018-5-8,16157,21
14,2018-5-7,16136,23
1,2018-6-13,16979,6
2,2018-6-12,16973,-6
3,2018-6-11,16979,-63
4,2018-6-8,17042,-5
5,2018-6-7,17047,-131
6,2018-6-6,17178,-221
7,2018-6-5,17399,0
8,2018-6-4,17399,133
9,2018-6-1,17266,117
10,2018-5-31,17149,188
11,2018-5-30,16961,258
12,2018-5-29,16703,15
13,2018-5-28,16688,72
14,2018-5-25,16616,16
1,2018-7-3,16922,-21
2,2018-7-2,16943,-2
3,2018-6-29,16945,0
4,2018-6-28,16945,0
5,2018-6-27,16945,-2
6,2018-6-26,16947,-12
7,2018-6-25,16959,1
8,2018-6-22,16958,3
9,2018-6-21,16955,-16
10,2018-6-20,16971,-22
11,2018-6-19,16993,2
12,2018-6-15,16991,5
13,2018-6-14,16986,7
1,2018-7-23,16841,-2
2,2018-7-20,16843,-2
3,2018-7-19,16845,0
4,2018-7-18,16845,-2
5,2018-7-17,16847,-1
6,2018-7-16,16848,0
7,2018-7-13,16848,-1
8,2018-7-12,16849,-3
9,2018-7-11,16852,2
10,2018-7-10,16850,-3
11,2018-7-9,16853,-20
12,2018-7-6,16873,-15
13,2018-7-5,16888,-33
14,2018-7-4,16921,-1
1,2018-8-10,16995,30
2,2018-8-9,16965,29
3,2018-8-8,16936,29
4,2018-8-7,16907,1
5,2018-8-6,16906,1
6,2018-8-3,16905,2
7,2018-8-2,16903,20
8,2018-8-1,16883,26
9,2018-7-31,16857,-1
10,2018-7-30,16858,-1
11,2018-7-27,16859,20
12,2018-7-26,16839,9
13,2018-7-25,16830,0
14,2018-7-24,16830,-11
1,2018-8-31,17011,1
