序号,日期,价格,涨跌
4,2018-12-26,14419,-9
5,2018-12-25,14428,-3
6,2018-12-24,14431,-1
7,2018-12-21,14432,-3
8,2018-12-20,14435,-8
9,2018-12-19,14443,-6
10,2018-12-18,14449,1
11,2018-12-17,14448,-7
12,2018-12-14,14455,12
13,2018-12-13,14440,-3
14,2018-12-12,14443,-3
15,2018-12-11,14446,-1
1,2019-1-18,14462,10
2,2019-1-17,14452,11
3,2019-1-16,14441,13
4,2019-1-15,14428,1
5,2019-1-14,14427,12
6,2019-1-11,14415,0
7,2019-1-10,14415,9
8,2019-1-9,14406,5
9,2019-1-8,14401,-1
10,2019-1-7,14402,5
11,2019-1-4,14397,0
12,2019-1-3,14397,-3
13,2019-1-2,14440,-5
1,2019-2-3,14553,1
2,2019-2-2,14552,2
3,2019-2-1,14550,3
4,2019-1-31,14547,1
5,2019-1-30,14546,3
6,2019-1-29,14543,-3
7,2019-1-28,14546,0
8,2019-1-25,14546,3
9,2019-1-24,14543,16
10,2019-1-23,14527,19
11,2019-1-22,14508,26
12,2019-1-21,14482,20
1,2019-2-28,14553,-2
2,2019-2-27,14555,-2
3,2019-2-26,14557,1
4,2019-2-25,14556,3
5,2019-2-22,14553,16
6,2019-2-21,14537,2
7,2019-2-20,14535,-2
8,2019-2-19,14537,0
9,2019-2-18,14537,-5
10,2019-2-15,14542,-11
11,2019-2-14,14553,1
12,2019-2-13,14552,0
13,2019-2-12,14552,-1
14,2019-2-11,14553,0
1,2019-3-20,14621,2
2,2019-3-19,14619,6
3,2019-3-18,14613,12
4,2019-3-15,14601,8
5,2019-3-14,14593,20
6,2019-3-13,14573,0
7,2019-3-12,14573,4
8,2019-3-11,14569,3
9,2019-3-8,14566,3
10,2019-3-7,14563,13
11,2019-3-6,14550,-2
12,2019-3-5,14552,3
13,2019-3-4,14549,1
14,2019-3-1,14548,-5
1,2019-4-29,14735,0
2,2019-4-28,14735,-8
3,2019-4-26,14743,-8
4,2019-4-25,14751,-15
5,2019-4-24,14766,0
6,2019-4-23,14766,28
7,2019-4-22,14738,26
8,2019-4-19,14712,5
9,2019-4-18,14707,5
10,2019-4-17,14702,0
11,2019-4-16,14702,5
12,2019-4-15,14697,0
13,2019-4-12,14697,2
14,2019-4-11,14695,2
15,2019-4-10,14693,12
1,2019-5-17,14132,-3
2,2019-5-16,14135,-233
3,2019-5-15,14368,-70
4,2019-5-14,14438,-105
5,2019-5-13,14543,-75
6,2019-5-10,14618,-17
7,2019-5-9,14635,-23
8,2019-5-8,14658,-29
9,2019-5-7,14687,-25
10,2019-5-6,14712,-10
11,2019-5-5,14722,-1
12,2019-4-30,14723,-12
1,2019-6-6,13302,-167
2,2019-6-5,13469,-127
3,2019-6-4,13596,-117
4,2019-6-3,13713,-29
5,2019-5-31,13742,-23
6,2019-5-30,13765,-11
7,2019-5-29,13776,-23
8,2019-5-28,13799,-16
9,2019-5-27,13815,-7
10,2019-5-24,13822,-88
11,2019-5-23,13910,-62
12,2019-5-22,13972,-56
13,2019-5-21,14028,-69
14,2019-5-20,14097,-35
1,2019-6-28,13206,7
2,2019-6-27,13199,33
3,2019-6-26,13166,-5
4,2019-6-25,13171,2
5,2019-6-24,13169,-3
6,2019-6-21,13172,23
7,2019-6-20,13149,23
8,2019-6-19,13126,3
9,2019-6-18,13123,3
10,2019-6-17,13120,1
11,2019-6-14,13119,6
12,2019-6-13,13113,8
13,2019-6-12,13105,0
14,2019-6-11,13105,-37
15,2019-6-10,13142,-160
1,2019-8-7,12623,-48
2,2019-8-6,12671,-325
3,2019-8-5,12996,-37
4,2019-8-2,13033,1
5,2019-8-1,13032,-4
6,2019-7-31,13036,1
7,2019-7-30,13035,-7
8,2019-7-29,13042,7
9,2019-7-26,13035,0
10,2019-7-25,13035,3
11,2019-7-24,13032,-1
12,2019-7-23,13033,9
13,2019-7-22,13024,-1
14,2019-7-19,13025,-78
1,2019-8-27,12082,-349
2,2019-8-26,12431,-85
3,2019-8-23,12516,-2
4,2019-8-22,12518,-5
5,2019-8-21,12523,-2
6,2019-8-20,12525,-18
7,2019-8-19,12543,-8
8,2019-8-16,12551,-21
9,2019-8-15,12572,0
10,2019-8-14,12572,-7
11,2019-8-13,12579,-11
12,2019-8-12,12590,1
13,2019-8-9,12589,-6
14,2019-8-8,12595,-28
1,2019-9-16,11991,0
2,2019-9-12,11991,0
3,2019-9-11,11991,16
4,2019-9-10,11975,-2
5,2019-9-9,11977,25
6,2019-9-6,11952,11
7,2019-9-5,11941,10
8,2019-9-4,11931,6
9,2019-9-3,11925,-66
10,2019-9-2,11991,-19
11,2019-8-30,12010,0
12,2019-8-29,12010,-7
13,2019-8-28,12017,-65
1,2019-10-4,11619,0
2,2019-10-3,11619,-2
3,2019-10-2,11621,-2
4,2019-10-1,11623,1
5,2019-9-30,11622,-10
6,2019-9-29,11632,-207
7,2019-9-27,11839,-63
8,2019-9-26,11902,-36
9,2019-9-25,11938,-29
10,2019-9-24,11967,-5
11,2019-9-23,11972,-8
12,2019-9-20,11980,-5
13,2019-9-19,11985,-31
14,2019-9-18,12016,-26
15,2019-9-17,12042,51
1,2019-10-25,11777,1
2,2019-10-24,11776,9
3,2019-10-23,11767,10
4,2019-10-22,11757,2
5,2019-10-21,11755,6
6,2019-10-18,11749,1
7,2019-10-17,11748,-1
8,2019-10-16,11749,16
9,2019-10-15,11733,7
10,2019-10-14,11726,95
11,2019-10-12,11631,9
12,2019-10-11,11622,-5
13,2019-10-10,11627,6
14,2019-10-9,11621,5
15,2019-10-8,11616,-1
16,2019-10-7,11617,-2
1,2019-12-5,12060,3
2,2019-12-4,12057,-1
3,2019-12-3,12058,-42
4,2019-12-2,12100,-3
5,2019-11-29,12103,1
6,2019-11-28,12102,1
7,2019-11-27,12101,25
8,2019-11-26,12076,29
9,2019-11-25,12047,2
10,2019-11-22,12045,-3
11,2019-11-21,12048,-21
12,2019-11-20,12069,-7
13,2019-11-19,12076,3
14,2019-11-18,12073,31
1,2019-12-25,12267,25
2,2019-12-24,12242,10
3,2019-12-23,12232,13
4,2019-12-20,12219,8
5,2019-12-19,12211,5
6,2019-12-18,12206,27
7,2019-12-17,12179,2
8,2019-12-16,12177,9
9,2019-12-13,12168,33
10,2019-12-12,12135,26
11,2019-12-11,12109,2
12,2019-12-10,12107,18
13,2019-12-9,12089,11
14,2019-12-6,12078,18
1,2020-1-14,13037,132
2,2020-1-13,12912,7
3,2020-1-10,12905,9
4,2020-1-9,12896,1
5,2020-1-8,12895,78
6,2020-1-7,12817,109
7,2020-1-6,12708,63
8,2020-1-3,12645,50
9,2020-1-2,12595,208
10,2019-12-31,12387,41
11,2019-12-30,12346,66
12,2019-12-27,12280,8
13,2019-12-26,12272,5
1,2020-2-3,12822,-119
2,2020-1-23,12941,-8
3,2020-1-22,12949,-18
4,2020-1-21,12967,0
5,2020-1-20,12967,2
6,2020-1-19,12965,8
7,2020-1-17,12957,-16
8,2020-1-16,12973,-55
9,2020-1-15,13028,-9
1,2020-4-3,10487,-5
2,2020-4-2,10492,-89
3,2020-4-1,10581,85
4,2020-3-31,10496,-192
5,2020-3-30,10688,-48
6,2020-3-27,10736,51
7,2020-3-26,10685,78
8,2020-3-25,10607,-183
9,2020-3-24,10790,-212
10,2020-3-23,11002,-331
11,2020-3-20,11333,-338
12,2020-3-19,11671,-39
13,2020-3-18,11710,-3
14,2020-3-17,11713,-98
15,2020-3-16,11811,-158
1,2020-5-13,10759,-2
2,2020-5-12,10761,-10
3,2020-5-11,10771,3
4,2020-5-9,10768,100
5,2020-5-8,10668,33
6,2020-5-7,10635,-78
7,2020-5-6,10713,-7
8,2020-4-30,10720,21
9,2020-4-29,10699,-22
10,2020-4-28,10721,-2
11,2020-4-27,10723,-2
12,2020-4-26,10725,0
13,2020-4-24,10725,130
1,2020-6-2,10949,-3
2,2020-6-1,10952,-1
3,2020-5-29,10953,-8
4,2020-5-28,10961,6
5,2020-5-27,10955,8
6,2020-5-26,10947,-15
7,2020-5-25,10962,-9
8,2020-5-22,10971,70
9,2020-5-21,10901,36
10,2020-5-20,10865,102
11,2020-5-19,10763,8
12,2020-5-18,10755,9
13,2020-5-15,10746,-1
14,2020-5-14,10747,-12
1,2020-7-31,11467,51
2,2020-7-30,11416,3
3,2020-7-29,11413,0
4,2020-7-28,11413,-15
5,2020-7-27,11428,-31
6,2020-7-24,11459,-9
7,2020-7-23,11468,23
8,2020-7-22,11445,102
9,2020-7-21,11343,-5
10,2020-7-20,11348,0
11,2020-7-17,11348,1
12,2020-7-16,11347,6
13,2020-7-15,11341,-8
14,2020-7-14,11349,0
15,2020-7-13,11349,52
1,2020-8-21,11613,-2
2,2020-8-20,11615,0
3,2020-8-19,11615,26
4,2020-8-18,11589,17
5,2020-8-17,11572,5
6,2020-8-14,11567,1
7,2020-8-13,11566,3
8,2020-8-12,11563,-2
9,2020-8-11,11565,-5
10,2020-8-10,11570,38
11,2020-8-7,11532,36
12,2020-8-6,11496,7
13,2020-8-5,11489,10
14,2020-8-4,11479,13
15,2020-8-3,11466,-1
1,2020-9-10,11657,-188
2,2020-9-9,11845,-35
3,2020-9-8,11880,11
4,2020-9-7,11869,0
5,2020-9-4,11869,-3
6,2020-9-3,11872,47
7,2020-9-2,11825,29
8,2020-9-1,11796,23
9,2020-8-31,11773,0
10,2020-8-28,11773,30
11,2020-8-27,11743,5
12,2020-8-26,11738,25
13,2020-8-25,11713,68
14,2020-8-24,11645,32
1,2020-9-30,11915,9
2,2020-9-29,11906,11
3,2020-9-28,11895,-1
4,2020-9-27,11896,-15
5,2020-9-25,11911,-6
6,2020-9-24,11917,-3
7,2020-9-23,11920,9
8,2020-9-22,11911,69
9,2020-9-21,11842,5
10,2020-9-18,11837,56
11,2020-9-17,11781,3
12,2020-9-16,11778,96
13,2020-9-15,11682,1
14,2020-9-14,11681,23
15,2020-9-11,11658,1
1,2020-11-9,13587,-16
2,2020-11-6,13603,0
3,2020-11-5,13603,0
4,2020-11-4,13603,-2
5,2020-11-3,13605,-2
6,2020-11-2,13607,11
7,2020-10-30,13596,-5
8,2020-10-29,13601,3
9,2020-10-28,13598,2
10,2020-10-27,13596,7
11,2020-10-26,13589,-3
12,2020-10-23,13592,1
13,2020-10-22,13591,-108
14,2020-10-21,13699,-30
1,2020-11-27,13733,0
2,2020-11-26,13733,1
3,2020-11-25,13732,9
4,2020-11-24,13723,55
5,2020-11-23,13668,3
6,2020-11-20,13665,58
7,2020-11-19,13607,1
8,2020-11-18,13606,-6
9,2020-11-17,13612,-1
10,2020-11-16,13613,-2
11,2020-11-13,13615,0
12,2020-11-12,13615,23
13,2020-11-11,13592,6
14,2020-11-10,13586,-1
1,2020-12-18,13916,1
2,2020-12-17,13915,19
3,2020-12-16,13896,3
4,2020-12-15,13893,32
5,2020-12-14,13861,33
6,2020-12-11,13828,11
7,2020-12-10,13817,1
8,2020-12-9,13816,-1
9,2020-12-8,13817,46
10,2020-12-7,13771,12
11,2020-12-4,13759,-2
12,2020-12-3,13761,-10
13,2020-12-2,13771,-2
14,2020-12-1,13773,-16
15,2020-11-30,13789,56
1,2021-2-10,14747,47
2,2021-2-9,14700,29
3,2021-2-8,14671,6
4,2021-2-7,14665,57
5,2021-2-5,14608,156
6,2021-2-4,14452,-5
7,2021-2-3,14457,-5
8,2021-2-2,14462,7
9,2021-2-1,14455,0
10,2021-1-29,14455,-21
1,2021-3-9,15487,-1
2,2021-3-8,15488,1
3,2021-3-5,15487,-176
4,2021-3-4,15663,-7
5,2021-3-3,15670,-6
6,2021-3-2,15676,117
7,2021-3-1,15559,-9
8,2021-2-26,15568,2
9,2021-2-25,15566,100
10,2021-2-24,15466,109
11,2021-2-23,15357,77
12,2021-2-22,15280,115
13,2021-2-20,15165,96
14,2021-2-19,15069,101
15,2021-2-18,14968,221
1,2021-5-8,15332,-37
2,2021-5-7,15369,279
3,2021-5-6,15090,-8
4,2021-4-30,15098,-124
5,2021-4-29,15222,3
6,2021-4-28,15219,88
7,2021-4-27,15131,-48
8,2021-4-26,15179,97
9,2021-4-25,15082,201
10,2021-4-23,14881,100
11,2021-4-22,14781,9
12,2021-4-21,14772,-3
13,2021-4-20,14775,-7
14,2021-4-19,14782,1
1,2021-5-28,15058,3
2,2021-5-27,15055,-35
3,2021-5-26,15090,-24
4,2021-5-25,15114,2
5,2021-5-24,15112,-1
6,2021-5-21,15113,12
7,2021-5-20,15101,-84
8,2021-5-19,15185,5
9,2021-5-18,15180,-3
10,2021-5-17,15183,11
11,2021-5-14,15172,-280
12,2021-5-13,15452,-15
13,2021-5-12,15467,144
14,2021-5-11,15323,-20
15,2021-5-10,15343,11
1,2021-8-16,17009,157
2,2021-8-13,16852,65
3,2021-8-12,16787,9
4,2021-8-11,16778,70
5,2021-8-10,16708,31
6,2021-8-9,16677,131
7,2021-8-6,16546,15
8,2021-8-5,16531,1
9,2021-8-4,16530,-56
10,2021-8-3,16586,-8
11,2021-8-2,16594,-103
12,2021-7-30,16697,-12
13,2021-7-29,16709,-3
14,2021-7-28,16712,252
1,2021-9-3,17020,35
2,2021-9-2,16985,-46
3,2021-9-1,17031,-101
4,2021-8-31,17132,-50
5,2021-8-30,17182,-11
6,2021-8-27,17193,12
7,2021-8-26,17181,-46
8,2021-8-25,17227,-77
9,2021-8-24,17304,-42
10,2021-8-23,17346,-95
11,2021-8-20,17441,-68
12,2021-8-19,17509,11
13,2021-8-18,17498,120
14,2021-8-17,17378,369
1,2021-9-10,17461,17
2,2021-9-9,17444,131
3,2021-9-8,17313,18
4,2021-9-7,17295,99
5,2021-9-6,17196,176
